Afrika	Africa
Kvapusis beržas	Betula lenta
Saldžioji pušis	Pinus lambertiana
372 m. pr. m. e.	372 BC
Sala (reikšmės)	Sala
Tata	Tata
373 m. pr. m. e.	373 BC
Natalis	Natal
Angolos himnas	Angola Avante
DMA	DMA
374 m. pr. m. e.	374 BC
KIA	KIA
Alessandro Nesta	Alessandro Nesta
375 m. pr. m. e.	375 BC
Sektorius (reikšmės)	Sector
Niva	Niva
Asas (reikšmės)	ASO
La Plata	La Plata (disambiguation)
Triba	Tribe (biology)
HZ	HZ
OJ	OJ
San Markosas	San Marcos
NZ	NZ (disambiguation)
PW	PW
PY	PY
VN	VN
II	II (disambiguation)
TA	TA
VG	VG
377 m. pr. m. e.	377 BC
KT	KT
Jonas XVII	Pope John XVII
FJ	FJ
FK	FK
Sergijus IV	Pope Sergius IV
NR	NR
Jonas XIX	Pope John XIX
IRL	IRL
Leopoldas III	Leopold III
378 m. pr. m. e.	378 BC
Valgomoji kolokazija	Colocasia esculenta
Amonitai	Ammonoidea
Didysis erelis rėksnys	Greater spotted eagle
379 m. pr. m. e.	379 BC
Cezario pjūvis	Caesarean section
Spyna	Lock (security device)
MQ	MQ
KW	Kw
Brahmanas (reikšmės)	Brahman (disambiguation)
Oakland	Oakland (disambiguation)
Falco (reikšmės)	Falco
Musashi	Musashi
Apolonija	Apollonia
381 m. pr. m. e.	381 BC
Ergas (reikšmės)	Erg (disambiguation)
Bunkeris (reikšmės)	Bunker (disambiguation)
Sparviniai	Horse-fly
A9	A9
A10	A10
383 m. pr. m. e.	383 BC
Sodas (reikšmės)	SAD
Amerikos balsas	Voice of America
Himalija	Himalia
Magnitudė	Magnitude
Madurajus	Madurai
Kantas	Kant (disambiguation)
Kalijuga	Kali Yuga
386BSD	386BSD
Grandukas	Drawknife
386 m. pr. m. e.	386 BC
Mayumi Iizuka	Mayumi Iizuka
Dilbis	Forearm
UG	UG
Cugcvangas	Zugzwang
Safura	Safura Alizadeh
388 m. pr. m. e.	388 BC
Atmintis (reikšmės)	Memory (disambiguation)
Dumblinis krabas	Rhithropanopeus harrisii
Isla Fisher	Isla Fisher
Tranzitas (reikšmės)	Transit
Logotipas (reikšmės)	Logo (disambiguation)
Euklidas (reikšmės)	Euclid (disambiguation)
Noomi Rapace	Noomi Rapace
Aksu	Aksu
Lea Michele	Lea Michele
Medžiagotyra	Materials science
Debra Messing	Debra Messing
Lena Headey	Lena Headey
Colleen McCullough	Colleen McCullough
Marija Mutola	Maria Mutola
Lenkoranė	Lankaran
Zulfiqar	Zulfiqar (tank)
Lena Katina	Lena Katina
Ziultė	Zulte
Carla Gugino	Carla Gugino
Katherine Moennig	Katherine Moennig
Kondensatorius	Condenser
Shannon Elizabeth	Shannon Elizabeth
Wu Cheng'en	Wu Cheng'en
TSR	TSR
391 m. pr. m. e.	391 BC
AP	AP
Svaras (reikšmės)	Pound
Anglų-zulų karas	Anglo-Zulu War
Morava	Morava
Gloria Gaynor	Gloria Gaynor
Skorpionas (reikšmės)	Scorpion (disambiguation)
Sobekneferu	Sobekneferu
Thomas	Thomas
392 m. pr. m. e.	392 BC
393 m. pr. m. e.	393 BC
Melissa McCarthy	Melissa McCarthy
UM	Um
Hawkins	Hawkins
Zoja Kosmodemjanskaja	Zoya Kosmodemyanskaya
Sado (reikšmės)	Sado
Tina Karol	Tina Karol
Wilder	Wilder
Wolfenstein	Wolfenstein
394 m. pr. m. e.	394 BC
Girnelė	Patella
Kabarginiai	Musk deer
San Fransiskas (reikšmės)	San Francisco (disambiguation)
Siurjekcija	Surjective function
Kailašas	Mount Kailash
KIR	KIR
395 m. pr. m. e.	395 BC
ARG	ARG
Eva Cassidy	Eva Cassidy
Mori	Mori
Lily Collins	Lily Collins
Lisa Edelstein	Lisa Edelstein
397 m. pr. m. e.	397 BC
Sitaras	Sitar
Klaudija Prancūzė	Claude of France
Leelee Sobieski	Leelee Sobieski
Cai Lunas	Cai Lun
San Migelis	San Miguel
398 m. pr. m. e.	398 BC
Santo Domingas (reikšmės)	Santo Domingo (disambiguation)
Santa Ana	Santa Ana
Salinasas	Salinas
Dermatitas	Dermatitis
Iberija	Iberia (disambiguation)
San Sebastianas (reikšmės)	San Sebastian
Bolivaras	Bolívar (disambiguation)
Rub el Halis	Rub' al Khali
Sukrė (reikšmės)	Sucre (disambiguation)
Florida (reikšmės)	Florida (disambiguation)
Gigliola Cinquetti	Gigliola Cinquetti
Bauer	Bauer
Indinis zambaras	Sambar deer
Karaokė	Karaoke
Heather Morris	Heather Morris
Velsas (reikšmės)	Wells
Tamara de Lempicka	Tamara de Lempicka
Holly Valance	Holly Valance
Kiuris (radiacija)	Curie
Sandie Shaw	Sandie Shaw
Isabelle Aubret	Isabelle Aubret
Naya Rivera	Naya Rivera
Kalininas	Kalinin
Marija Naumova	Marija Naumova
3D spausdinimas	3D printing
Petropavlovskas	Petropavlovsk
Sirusho	Sirusho
Sojų padažas	Soy sauce
Elizabeth Mitchell	Elizabeth Mitchell
Stepinis pelėsakalis	Lesser kestrel
Delio sultonatas	Delhi Sultanate
Agripina Vyresnioji	Agrippina the Elder
3DO Interactive Multiplayer	3DO Interactive Multiplayer
Bona Sforza	Bona Sforza
Twiggy	Twiggy
Audinys	Tissue
Severina Vučković	Severina Vučković
Karolina Gočeva	Karolina Gočeva
Kalomoira	Kalomira
Tamanraseto vilaja	Tamanrasset Province
3JS	3JS
Nino Burdžanadzė	Nino Burjanadze
Jayne Mansfield	Jayne Mansfield
Anneli Jäätteenmäki	Anneli Jäätteenmäki
Raisa Gorbačiova	Raisa Gorbachova
Raquel Welch	Raquel Welch
3 (daina)	3 (Britney Spears song)
Carmen Kass	Carmen Kass
Ferrari (reikšmės)	Ferrari (disambiguation)
Sesuo (reikšmės)	Sister (disambiguation)
Anna Vissi	Anna Vissi
Mann	Mann
Usa	USA (disambiguation)
Vanga	Baba Vanga
Žvaigždžių vartai (reikšmės)	Stargate (disambiguation)
San Antonijus (reikšmės)	San Antonio (disambiguation)
OC	OC
Ye Shiwen	Ye Shiwen
Norvolkas	Norwalk
FS	FS
Kimberly Wyatt	Kimberly Wyatt
Chamas	Ham (son of Noah)
Lulu (dainininkė)	Lulu (singer)
JM	JM
Mira Furlan	Mira Furlan
Niamh Kavanagh	Niamh Kavanagh
Kompanija	Company (disambiguation)
Sofija Nižaradzė	Sofia Nizharadze
Commodore	Commodore
Keltiškasis kryžius	Celtic cross
Aurela Gaçe	Aurela Gaçe
Kejsi Tola	Kejsi Tola
Juliana Pasha	Juliana Pasha
Aija Andrejeva	Aija Andrejeva
Tikroji pintis	Fomes fomentarius
Michailas Kalininas	Mikhail Kalinin
Inkai (reikšmės)	Inca (disambiguation)
Epyras (reikšmės)	Epirus (disambiguation)
Tiranos apskritis	Tirana County
Justinianas	Justinian (disambiguation)
Naska	Nazca (disambiguation)
Teddy Scholten	Teddy Scholten
Catalina Sandino Moreno	Catalina Sandino Moreno
Komsomolskas	Komsomolsk
Rosamund Pike	Rosamund Pike
PMA	Para-Methoxyamphetamine
A12	A12
Pasargadai	Pasargadae
Hanna Pakarinen	Hanna Pakarinen
Kielės	Wagtail
Tiffany Thiessen	Tiffani Thiessen
Alexa Internet	Alexa Internet
Greitakalbė	Tongue-twister
Izabella Scorupco	Izabella Scorupco
Liežuvio skėlimas	Tongue splitting
Nachičevanė	Nakhchivan (city)
SIM kortelė	Subscriber identity module
Sunilis	Zunil
Didžiosios katės	Pantherinae
Pan Amerikos žaidynės	Pan American Games
Willis	Willis
Amy Poehler	Amy Poehler
Narinjo departamentas	Nariño Department
Araukos departamentas	Arauca Department
Alžyro himnas	Kassaman
Tenderis	Tender
Jane Krakowski	Jane Krakowski
Emily Mortimer	Emily Mortimer
La Malinche	La Malinche
Soraya Arnelas	Soraya Arnelas
ATA	Parallel ATA
Karavaka de la Krusas	Caravaca de la Cruz
Ismailizmas	Isma'ilism
Kita	Kita
Zurich Insurance Group	Zurich Insurance Group
Šuazelis	Choiseul
Mičigano universitetas	University of Michigan
Vienodasparniai žirgeliai	Damselfly
Kat DeLuna	Kat DeLuna
Altamira	Altamira
Natasha Henstridge	Natasha Henstridge
Fabio Grosso	Fabio Grosso
Dekolonizacija	Decolonization
Massiel	Massiel
Merneitė	Merneith
Ervinas	Irvine
Nogalesas	Nogales
Igvasu	Iguaçu
Čoko departamentas	Chocó Department
Mary Hopkin	Mary Hopkin
Bolivaro departamentas	Bolívar Department
Kaukos departamentas	Cauca Department
Kaldaso departamentas	Caldas Department
Erdenetas	Erdenet
Azija (reikšmės)	Asia (disambiguation)
Aukso Krantas (reikšmės)	Gold Coast
Saga (reikšmės)	Saga (disambiguation)
Nara	Nara
Mačetė	Machete
Popėja Sabina	Poppaea Sabina
Aromatinis angliavandenilis	Aromatic hydrocarbon
Anna Wintour	Anna Wintour
Jacqueline Boyer	Jacqueline Boyer
Lady Sovereign	Lady Sovereign
Kelly Holmes	Kelly Holmes
Chyler Leigh	Chyler Leigh
Nitikretė	Nitocris
Grandinė (reikšmės)	Chain (disambiguation)
Rutulys (reikšmės)	Orb
IPC	IPC
Antagonistas	Antagonist (disambiguation)
Lehas	Leh
BRA	Bra
Mini sijonas	Miniskirt
Aksai Činas	Aksai Chin
Tuba	Tuba (disambiguation)
Stepinė lingė	Pallid harrier
Euklido algoritmas	Euclidean algorithm
Rohullah Nikpai	Rohullah Nikpai
Rebecca Soni	Rebecca Soni
EEE	EEE
Harvey	Harvey
Prestižas	Prestige
Partija (reikšmės)	Party (disambiguation)
Atlantiko departamentas	Atlántico Department
Būsenų diagrama	State diagram
Mančesterio universitetas	University of Manchester
Tulė (reikšmės)	Thule (disambiguation)
Viljarika (reikšmės)	Villarrica
Mingečevyras	Mingachevir
Athenaeum	Athenaeum
Lyginiai ir nelyginiai skaičiai	Parity (mathematics)
Coretta Scott King	Coretta Scott King
Gražina Bacevič	Grażyna Bacewicz
Tibetas (reikšmės)	Tibet (disambiguation)
Saori Yoshida	Saori Yoshida
Ashley Roberts	Ashley Roberts
Naujiena (reikšmės)	News (disambiguation)
Tautybė	Nationality
Natalia Barbu	Natalia Barbu
Hesperija	Hesperia
Vermutas	Vermouth
Mayim Bialik	Mayim Bialik
Mary Douglas Leakey	Mary Leakey
Yayoi Kusama	Yayoi Kusama
Encarta	Encarta
Hirošimos taikos memorialas	Hiroshima Peace Memorial
Imigracijos teisė	Immigration law
Tindufo vilaja	Tindouf Province
Gabriela Spanic	Gabriela Spanic
Zuvara	Zuwarah
Gloria Steinem	Gloria Steinem
GF	GF
Netbolas	Netball
Kardas	Sabre
FRA	FRA
Abiogenezė	Abiogenesis
ATF	ATF
LK	LK
TZ	TZ
Miranda Lambert	Miranda Lambert
SVN	SVN
Salomé (dainininkė)	Salomé (singer)
Angélique Kidjo	Angélique Kidjo
Sandra Kim	Sandra Kim
Rožinis varnėnas	Rosy starling
Vidinė Japonijos jūra	Seto Inland Sea
Tamara Karsavina	Tamara Karsavina
Zuniai	Zuni people
Džohor Baru	Johor Bahru
FA Zvart’noc’ Erewan	Zvartnots-AAL FC
Anžuanas	Anjouan
Kristina Šmigun-Vähi	Kristina Šmigun-Vähi
Orano vilaja	Oran Province
Barbora iš Celės	Barbara of Cilli
Iván Córdoba	Iván Córdoba
Nora Roberts	Nora Roberts
Alenka Gotar	Alenka Gotar
Zvi Kolitz	Zvi Kolitz
Asturijos karalystė	Kingdom of Asturias
Orkut	Orkut
Inese Jaunzeme	Inese Jaunzeme
400 m barjerinis bėgimas	400 metres hurdles
Japonijos literatūra	Japanese literature
Geltonoji spauda	Yellow journalism
Marija Anžu	Marie of Anjou
Solidas	Solidus (coin)
Alyvpalmių aliejus	Palm oil
Bonnie Blair	Bonnie Blair
Zvornikas	Zvornik
Anne Bonny	Anne Bonny
Obsesinis-kompulsinis asmenybės sutrikimas	Obsessive–compulsive personality disorder
Padmasambhava	Padmasambhava
Ulongas	Oolong
Naujasis Targas	Nowy Targ
401 m. pr. m. e.	401 BC
Parikutinas	Parícutin
Nona Gaprindašvili	Nona Gaprindashvili
Tekstūra	Texture
Setagaja	Setagaya
Gali Atari	Gali Atari
Marija Leščinska	Marie Leszczyńska
402 m. pr. m. e.	402 BC
Kryžiaus kelias	Stations of the Cross
Varžytynės	Court auction
Berenikė III	Berenice III of Egypt
Aalto	Aalto
Interscope Records	Interscope Records
Dali	Dali
Kampečė	Campeche (disambiguation)
Vykdymo proceso teisė	Foreclosure
Arježas	Ariège
Pietų Afrikos Respublikos himnas	National anthem of South Africa
Lidia Kopania	Lidia Kopania
403 m. pr. m. e.	403 BC
Laguato vilaja	Laghouat Province
Šelifo vilaja	Chlef Province
Potencialas	Potential (disambiguation)
Zvartevateris	Zwarte Water
Džilongas	Geelong
Thymus	Thymus (disambiguation)
Specialiosios paskirties įmonė	Special purpose entity
Zvedru	Zwedru
Yvonne Strahovski	Yvonne Strahovski
Kukesio apskritis	Kukës County
Fierio apskritis	Fier County
Šiaurės Korėjos himnas	Aegukka
Sofía Vergara	Sofía Vergara
Euras (reikšmės)	Euro (disambiguation)
MT	MT
Rasi draugą – rasi lobį	A Friend Is a Treasure
Hipermilžinė	Hypergiant
Ošo sritis	Osh Region
Mika Newton	Mika Newton
Bučas Kesidis ir Sandensas Kidas	Butch Cassidy and the Sundance Kid
Haris Poteris ir Mirties relikvijos. 2 dalis	Harry Potter and the Deathly Hallows – Part 2
IN	IN
Diablo (reikšmės)	Diablo
Blogos merginos (1968 filmas)	Les Biches (film)
Roanokas	Roanoke
FC Zugdidi	FC Zugdidi
Konstantinos vilaja	Constantine Province
Nagi, vaikinai!	All the Way, Boys
Asia Argento	Asia Argento
Aksis	Chital
407 m. pr. m. e.	407 BC
Atsuk kitą skruostą	Two Missionaries
Rošė riba	Roche limit
Dvi anglės ir kontinentas	Two English Girls
Amerikinis barsukas	American badger
Čilės universitetas	University of Chile
408 m. pr. m. e.	408 BC
Minsko metropolitenas	Minsk Metro
Kovotojai su nusikalstamumu	Crime Busters
Asimiliacija	Assimilation
Visada pasiruošę	Go for It (film)
Panama (reikšmės)	Panama (disambiguation)
M teorija	M-theory
Megztinis	Sweater
69 (reikšmės)	69 (disambiguation)
Monte Karlo metodas	Monte Carlo method
Lucía Pérez	Lucía Pérez
Pirmasis suirutės laikotarpis	First Intermediate Period of Egypt
409 m. pr. m. e.	409 BC
Susišaudymas O.K. Korale (filmas)	Gunfight at the O.K. Corral (film)
Kelouna	Kelowna
Kitaip mes supyksim!	Watch Out, We're Mad!
San Fransisko įlanka	San Francisco Bay
Arubos florinas	Aruban florin
Konstancija Habsburgaitė	Constance of Austria
Kojelės	Bipod
John Cowdery Kendrew	John Kendrew
Stanley Cohen	Stanley Cohen (biochemist)
Gibraltaras (reikšmės)	Gibraltar (disambiguation)
Hamos muchafaza	Hama Governorate
Sausgyslė	Tendon
Helen Fielding	Helen Fielding
Plaštaka	Carpus
Tartuso muchafaza	Tartus Governorate
Deir ez Zoro muchafaza	Deir ez-Zor Governorate
Damasko muchafaza	Rif Dimashq Governorate
Belgijos frankas	Belgian franc
Gore	Gore
Judith Leyster	Judith Leyster
Momo	Momo
Adelaida Akvitanietė	Adelaide of Aquitaine
Rutlandas (reikšmės)	Rutland (disambiguation)
Moreno	Moreno
Kuibyševas	Kuybyshev
410 m. pr. m. e.	410 BC
BoA (atlikėja)	BoA
Natalia Oreiro	Natalia Oreiro
411 m. pr. m. e.	411 BC
Mažasis erelis rėksnys	Lesser spotted eagle
412 m. pr. m. e.	412 BC
Babirusa	Babirusa
Kundinamarkos departamentas	Cundinamarca Department
Nikėjos susirinkimai	Council of Nicaea
Burton	Burton
Prancūzijos Polinezijos vėliava	Flag of French Polynesia
Liberalų demokratų partija (Japonija)	Liberal Democratic Party (Japan)
Arakavos seniūnija	Arakawa, Tokyo
Kacušika	Katsushika
Suginamis	Suginami
Itabašis	Itabashi
Taitas	Taitō
Dvispalvis plikšnys	Parti-coloured bat
ETH	Eth (disambiguation)
Dvispalvė dobilūnė	Lespedeza bicolor
Nerimos seniūnija	Nerima
414 m. pr. m. e.	414 BC
Lisitėja	Lysithea
Maja Čiburdanidzė	Maia Chiburdanidze
Sparnenis	Dipterocarpus
Deimas	Deimos
Kataro vyrų futbolo rinktinė	Qatar national football team
Emisija	Emission
Pamukalė	Pamukkale
Vaikštantys numirėliai (TV serialas)	The Walking Dead (TV series)
Elena Risteska	Elena Risteska
Darjenas	Darien
415 m. pr. m. e.	415 BC
Jelena Tomašević	Jelena Tomašević
Sufrieras	Soufrière
Natalija Vodianova	Natalia Vodianova
Dviragis ragasnapis	Great hornbill
Šaolino vienuolynas	Shaolin Monastery
Transformeriai: tamsioji Mėnulio pusė	Transformers: Dark of the Moon
Simone Perrotta	Simone Perrotta
416 m. pr. m. e.	416 BC
Raukšlėtieji banginiai	Rorqual
Honor Blackman	Honor Blackman
Punas	Puno
Geltonžiedis žirgelis	Golden-ringed dragonfly
Lois Maxwell	Lois Maxwell
417 m. pr. m. e.	417 BC
Pekariniai	Peccary
Clémence Poésy	Clémence Poésy
Tlalokas	Tlaloc
Alfa	Alfa
Diana Rigg	Diana Rigg
Anne-Marie David	Anne-Marie David
Hewitt	Hewitt
Japoninė gervė	Red-crowned crane
Emilíana Torrini	Emilíana Torrini
Floridos sąsiauris	Straits of Florida
418 m. pr. m. e.	418 BC
Hesperijos	Skipper (butterfly)
Putumajo departamentas	Putumayo Department
Dimensija	Dimension (disambiguation)
Séverine (dainininkė)	Séverine (singer)
Gražuoliukas 2	Zweiohrküken
419 m. pr. m. e.	419 BC
Fontana	Fontana
Dvipartinė sistema	Two-party system
Dvitaškė adalija	Adalia bipunctata
Odesos barbusas	Ticto barb
Talasas	Talas
Šiaurės Santandero departamentas	Norte de Santander Department
Chantajaus ežeras	Lake Khantayskoye
Arianos vilajetas	Ariana Governorate
Traci Lords	Traci Lords
San Tomė (sala)	São Tomé Island
Jessica Drake	Jessica Drake
Dviejų žirgų gynyba	Two Knights Defense
Teagan Presley	Teagan Presley
Rita Faltoyano	Rita Faltoyano
420 m. pr. m. e.	420 BC
Eva Angelina	Eva Angelina
Jana Cova	Jana Cova
Beni departamentas	Beni Department
Idlibo muchafaza	Idlib Governorate
Dželfos vilaja	Djelfa Province
Latakijos muchafaza	Latakia Governorate
Stormy Daniels	Stormy Daniels
421 m. pr. m. e.	421 BC
Diena be tabako	World No Tobacco Day
Tiareto vilaja	Tiaret Province
Lisa Ann	Lisa Ann
Beth Gibbons	Beth Gibbons
Mutya Buena	Mutya Buena
Charlotte Kalla	Charlotte Kalla
Christine Arron	Christine Arron
Sekvoja	Sequoia
Kotryna Jogailaitė	Catherine Jagiellon
Liudmila Putina	Lyudmila Putina
Gabrielle Douglas	Gabby Douglas
Carmit Bachar	Carmit Bachar
Tila Tequila	Tila Tequila
Jaana Pelkonen	Jaana Pelkonen
Giovanna Amati	Giovanna Amati
Mirka Federer	Mirka Federer
Ivet Lalova	Ivet Lalova
Smegenų navikai	Brain tumor
Shawnee Smith	Shawnee Smith
Kryžkaulis	Sacrum
422 m. pr. m. e.	422 BC
Marija Eleonora von Brandenburg	Maria Eleonora of Brandenburg
Pastoliai	Scaffolding
Kunigų seminarija	Seminary
Klubinė žarna	Ileum
Ruiso ugnikalnis	Nevado del Ruiz
Atosa	Atossa
Hanga Roa	Hanga Roa
423 m. pr. m. e.	423 BC
Kolumbijos himnas	National Anthem of Colombia
Arianna Huffington	Arianna Huffington
Krikštatėvis (reikšmės)	Godfather
424 m. pr. m. e.	424 BC
Divina Galica	Divina Galica
Eneada	Ennead
Heidi Range	Heidi Range
Šinagava	Shinagawa
Kristina fon Holštein-Gotorp	Christina of Holstein-Gottorp
Yoshirō Mori	Yoshirō Mori
425 m. pr. m. e.	425 BC
Ineta Radēviča	Ineta Radēviča
Torunės taika (1466)	Second Peace of Thorn (1466)
Kililėjus	Killyleagh
Shontelle	Shontelle
Sally Hawkins	Sally Hawkins
Hatino mūšis	Battle of Hattin
426 m. pr. m. e.	426 BC
Michailas Prochorovas	Mikhail Prokhorov
Komunistų partija	Communist party
Ginger Lynn	Ginger Lynn
Tarpanas	Tarpan
Tarptautinė hidrografijos organizacija	International Hydrographic Organization
Rebeka Dremelj	Rebeka Dremelj
Baltaskruostė žuvėdra	Whiskered tern
SNR	SNR
Manasarovaras	Lake Manasarovar
Tlemseno vilaja	Tlemcen Province
Blidos vilaja	Blida Province
Bara	Bara
Saidos vilaja	Saïda Province
Tizi Uzu vilaja	Tizi Ouzou Province
Uedo vilaja	El Oued Province
Buiros vilaja	Bouïra Province
Ilizio vilaja	Illizi Province
Bedžajos vilaja	Béjaïa Province
Ain Temušento vilaja	Aïn Témouchent Province
Naamos vilaja	Naâma Province
Svetlana Masterkova	Svetlana Masterkova
Stepinis suopis	Long-legged buzzard
428 m. pr. m. e.	428 BC
Viking programa	Viking program
Vasko da Gamos tiltas	Vasco da Gama Bridge
Činghajaus-Tibeto geležinkelis	Qinghai–Tibet Railway
Jorko Kyšulio pusiasalis	Cape York Peninsula
Marso laukas	Field of Mars
Pančatantra	Panchatantra
Sofija Pomeranė	Sophie of Pomerania
Lenna Kuurmaa	Lenna Kuurmaa
Popiežius Urbonas	Pope Urban
Santa Rosa	Santa Rosa
Barbora Radvilaitė	Barbara Radziwiłł
Ochos del Saladas	Ojos del Salado
Britt Ekland	Britt Ekland
Rachinų valstija	Rakhine State
Venetai	Veneti
Pam Grier	Pam Grier
Sherwood Anderson	Sherwood Anderson
Meguro seniūnija	Meguro
Alforvilis	Alfortville
Hasekės muchafaza	Al-Hasakah Governorate
Kočabambos departamentas	Cochabamba Department
Maggie Reilly	Maggie Reilly
NASCAR	NASCAR
431 m. pr. m. e.	431 BC
Tarichos departamentas	Tarija Department
SCO	SCO
Grimas (reikšmės)	Grimm
Albert Claude	Albert Claude
Kerli	Kerli
ITA	Ita
SSB	SSB
Šv. arkangelo Mykolo bažnyčia	St. Michael's Church
Sofi Oksanen	Sofi Oksanen
Antigvos ir Barbudos herbas	Coat of arms of Antigua and Barbuda
YE	Ye
Sagan	Sagan
Gates	Gates
Namibijos himnas	Namibia, Land of the Brave
Elaine Paige	Elaine Paige
Prospektas	Prospect
Frida Boccara	Frida Boccara
Lenny Kuhr	Lenny Kuhr
Luis Federico Leloir	Luis Federico Leloir
Papua	Papua
Sofija Romanova	Sofia Alekseyevna of Russia
Sigma	Sigma (disambiguation)
Ona Jogailaitė	Anna Jagiellon
Barbara Bach	Barbara Bach
Bosas (reikšmės)	Boss
432 m. pr. m. e.	432 BC
Čilės herbas	Coat of arms of Chile
Narmada	Narmada River
Konduktorius (reikšmės)	Conductor
Magadha	Magadha
Didžiagalvė kefalė	Flathead grey mullet
Dulce Pontes	Dulce Pontes
ReactOS	ReactOS
Kohima	Kohima
Mikojan MiG-27	Mikoyan MiG-27
Srovės tankis	Current density
434 m. pr. m. e.	434 BC
Nakanas (Tokijas)	Nakano, Tokyo
Adraras	Adrar
Vakarų Midlandsas	West Midlands
Pensas	Penny
435 m. pr. m. e.	435 BC
Megan Mullally	Megan Mullally
Japoniška virtuvė	Japanese cuisine
Mekos emyratas	Makkah Region
Ekologinis pėdsakas	Ecological footprint
Bangoras (Velsas)	Bangor, Gwynedd
Kvantinė gravitacija	Quantum gravity
Pripetė	Pripyat (disambiguation)
Chelmas	Chełm
436 m. pr. m. e.	436 BC
AY	AY
Sekigaharos mūšis	Battle of Sekigahara
Aliejinė moringa	Moringa oleifera
Šrividžaja	Srivijaya
Kubos Santjago provincija	Santiago de Cuba Province
Neištikimybė	Adultery
Skikdos vilaja	Skikda Province
437 m. pr. m. e.	437 BC
Indinė morinda	Morinda citrifolia
Svetlana Medvedeva	Svetlana Medvedeva
Sura	Surah
Versalio taika	Treaty of Versailles (disambiguation)
Nina Hartley	Nina Hartley
438 m. pr. m. e.	438 BC
439 m. pr. m. e.	439 BC
Šv. apaštalo Andriejaus bažnyčia	St. Andrew's Church
Painkiller	Painkiller (disambiguation)
Nathalie Cardone	Nathalie Cardone
Hadisai	Hadith
Elvan Abeylegesse	Elvan Abeylegesse
Rachel Ruysch	Rachel Ruysch
Tora Berger	Tora Berger
Åse Kleveland	Åse Kleveland
Christine Guldbrandsen	Christine Guldbrandsen
Robin Hobb	Robin Hobb
440 m. pr. m. e.	440 BC
Adrianne Curry	Adrianne Curry
Liuftvafė (reikšmės)	Luftwaffe (disambiguation)
Tekstas	Text (literary theory)
441 m. pr. m. e.	441 BC
Santa Elena	Santa Elena
Tolimos departamentas	Tolima Department
Vaupeso departamentas	Vaupés Department
Heisei laikotarpis	Heisei period
442 m. pr. m. e.	442 BC
Valgomasis pievagrybis	Agaricus campestris
Francesco Toldo	Francesco Toldo
Didžioji tarybinė enciklopedija	Great Soviet Encyclopedia
Libano istorija	History of Lebanon
443 m. pr. m. e.	443 BC
Eimear Quinn	Eimear Quinn
Harriet Martineau	Harriet Martineau
444 m. pr. m. e.	444 BC
Ausonijus Decimas Magnus	Ausonius
Sitatunga	Sitatunga
Hikaru Utada	Hikaru Utada
Ainas	Al Ain
Vera Muchina	Vera Mukhina
Betty Friedan	Betty Friedan
445 m. pr. m. e.	445 BC
Vežimas (ratai)	Cart
Pastora Soler	Pastora Soler
Selengos aimakas	Selenge Province
446 m. pr. m. e.	446 BC
Stevie Nicks	Stevie Nicks
Orchono aimakas	Orkhon Province
Pietinio Changajaus aimakas	Övörkhangai Province
447 m. pr. m. e.	447 BC
Torii	Torii
IGA	IGA
Santa Isabelė	Santa Isabel
Suzi Quatro	Suzi Quatro
MAR	MAR
Suna	Sunnah
Gabriella Cilmi	Gabriella Cilmi
Iva Zanicchi	Iva Zanicchi
Maria Grazia Cucinotta	Maria Grazia Cucinotta
448 m. pr. m. e.	448 BC
Šekis	Shaki, Azerbaijan
Nellie Kim	Nellie Kim
Sterbliniai kurmiai	Marsupial mole
Linijinės salos	Line Islands
Alachas	Allah
Rolls-Royce	Rolls-Royce Motor Cars
449 m. pr. m. e.	449 BC
Marco Amelia	Marco Amelia
Salat	Salat
Kvantinė elektrodinamika	Quantum electrodynamics
Abhay Charanaravinda Bhaktivedanta Swami Prabhupada	A. C. Bhaktivedanta Swami Prabhupada
Džiovinti vaisiai	Dried fruit
Corinne Hermès	Corinne Hermès
Echoskopija	Medical ultrasonography
Kordobos departamentas	Córdoba Department
Hadžas	Hajj
Sesaro departamentas	Cesar Department
Uilos departamentas	Huila Department
Luisana Lopilato	Luisana Lopilato
Visiškas vidaus atspindys	Total internal reflection
Šaivizmas	Shaivism
Sen Pjero ir Mikelono vėliava	Flag of Saint Pierre and Miquelon
451 m. pr. m. e.	451 BC
Techninė analizė	Technical analysis
452 m. pr. m. e.	452 BC
Kasos aparatas	Cash register
Galeras	Galeras
Alfonsas VI	Alfonso VI of León and Castile
Stanfordo kalėjimo eksperimentas	Stanford prison experiment
453 m. pr. m. e.	453 BC
Ravana	Ravana
Santa Kruso departamentas	Santa Cruz Department (Bolivia)
Čukisakos departamentas	Chuquisaca Department
Angelas	Angel
Graikijos Superlyga	Superleague Greece
Kita (Tokijas)	Kita, Tokyo
Sumidos seniūnija	Sumida, Tokyo
ALB	ALB
Tikrieji suopiai	Buteo
Islamo pranašai	Apostle (Islam)
Čefalu	Cefalù
Santandero departamentas	Santander Department
Sojų pasta	Miso
Sukrės departamentas	Sucre Department
Manisalesas	Manizales
Civilizacijų susidūrimas	Clash of Civilizations
455 m. pr. m. e.	455 BC
Krupp	Krupp (disambiguation)
Elīna Garanča	Elīna Garanča
Natasha St-Pier	Natasha St-Pier
Pieta (Mikelandželas)	Pietà (Michelangelo)
VO (reikšmės)	VO
Kendall	Kendall
UY	UY
GV	GV
Rona Nishliu	Rona Nishliu
FD	FD
