非洲	Africa
新浪微博	Sina Weibo
模板:Cite book	Template:Cite book
香农 (计算数学家)	Claude Shannon
宝莱坞	Bollywood
索里亚省	List of municipalities in Soria
三角函数	Trigonometric functions
2009年甲型H1N1流感疫情	2009 flu pandemic
草	Weed
文瑾莹	Moon Geun-young
2004年欧洲足球冠军赛	UEFA Euro 2004
严重急性呼吸道综合症	Severe acute respiratory syndrome
Flickr	Flickr
John C. Mather	John C. Mather
索尔·珀尔马特	Saul Perlmutter
希腊数字	Greek numerals
人民力量党 (泰国)	People's Power Party (Thailand)
俞正声	Yu Zhengsheng
普吉岛	Phuket (disambiguation)
克里米亚鞑靼人	Crimean Tatars
伊斯兰圣战组织 (巴勒斯坦)	Islamic Jihad Movement in Palestine
2011年亚洲杯足球比赛入围赛	2011 AFC Asian Cup qualification
爱媛县	Ehime Prefecture
圣灰星期三	Ash Wednesday
邻舍	Neighbourhood
沙地	Steppe
鸡窠生凤凰 (电影)	Slumdog Millionaire
浦东新区	Pudong
天坛	Temple of Heaven
外滩	The Bund
山形县	Yamagata Prefecture
基呒湖	Lake Kivu
东野圭吾	Keigo Higashino
电子工程	Electronic engineering
台湾海峡	Taiwan Strait
神奈川县	Kanagawa Prefecture
中国地区	Chūgoku region
长野县	Nagano Prefecture
埼玉县	Saitama Prefecture
笼	Cage (enclosure)
英属印度	British Raj
法国高速铁路	TGV
Ϝ	Digamma
群马县	Gunma Prefecture
Ϙ	Koppa (letter)
Hugh Jackman	Hugh Jackman
兵库县	Hyōgo Prefecture
2004年东南亚大地震搭海啸	2004 Indian Ocean earthquake and tsunami
李准基	Lee Joon-gi
安娜·库妮可娃	Anna Kournikova
天线	Antenna (radio)
泰国湾	Gulf of Thailand
2000年欧洲足球冠军赛	UEFA Euro 2000
Ϛ	Stigma (letter)
兵房	Barracks
石川县	Ishikawa Prefecture
妓院	Brothel
国际单位制词头	Metric prefix
静冈县	Shizuoka Prefecture
对话	Dialogue
Ͳ	Sampi
农民	Farmer
葡蛮郎	Boomerang
渧拉米酥	Tiramisu
Ϻ	San (letter)
毛巾	Towel
钱包	Wallet
春节	Chinese New Year
麻生太郎	Tarō Asō
无产阶级	Proletariat
弥撒	Mass (liturgy)
Naomi Watts	Naomi Watts
座头鲸	Humpback whale
冈山县	Okayama Prefecture
赌场	Casino
撒旦教	Satanism
沙道镇 (泰国)	Sadao District
彰化县	Changhua County
农历	Chinese calendar
克罗地亚国家足球队	Croatia national football team
巴尔喀什湖	Lake Balkhash
丹尼·波尔	Danny Boyle
泰国旗	Flag of Thailand
希腊国家足球队	Greece national football team
峨眉山	Mount Emei
Zip	Zip (file format)
冰壶	Curling
巴拉同 斯里恰乓	Paradorn Srichaphan
台风	Typhoon
台南市	Tainan
太湖	Lake Tai
研究生	Postgraduate education
加蒂诺市 (魁北克)	Gatineau
针	Sewing needle
加合拉·孛何妮	Carla Bruni
北仑区	Beilun District
欧楂	Mespilus germanica
袁枚	Yuan Mei
卡哟儿	Kajol
魔幻现实主义	Magic realism
潘玉良	Pan Yuliang
勒	Bridle
义和团	Boxer Rebellion
李芙妮	Tzipi Livni
列宁搿拉德围城搭仔保卫战	Siege of Leningrad
1988年欧洲足球冠军赛	UEFA Euro 1988
皇家夜总会 (电影)	Casino Royale (2006 film)
薯条	French fries
吉赛尔·邦臣	Gisele Bündchen
塔塔拿挪	Tata Nano
特强气旋风暴纳尔吉斯	Cyclone Nargis
2008年希腊街头骚乱	2008 Greek riots
半岛战争	Peninsular War
日本杯	Japan Cup
利奧波德咖啡馆	Leopold Cafe
丽水县	Lệ Thủy District
莱斯利城堡	Castle Leslie
Bipasha Basu	Bipasha Basu
纳吉丝	Nargis
英国电视电影艺术学院奖	British Academy of Film and Television Arts
毛纳洛火山	Mauna Loa
荷兰东印度公司	Dutch East India Company
富牌国际机场	Phu Bai International Airport
铁路轨道	Track (rail transport)
斷背山	Brokeback Mountain
雀巢公司	Nestlé
环球小姐	Miss Universe
ADSL	Asymmetric digital subscriber line
1992年欧洲足球冠军赛	UEFA Euro 1992
奥斯区亚国家足球队	Austria national football team
伦敦德里城	Derry
新干线	Shinkansen
达新	Thaksin Shinawatra
Olga Kurylenko	Olga Kurylenko
瑞士国家足球队	Switzerland national football team
莲姜国际机场	Lien Khuong Airport
金泳三	Kim Young-sam
星海爭霸	StarCraft
波兰国家足球队	Poland national football team
瑞穗银行	Mizuho Financial Group
姑蘇區	Gusu District
祖父母	Grandparent
环球影视城	Universal Studios
罗马尼亚国家足球队	Romania national football team
唐宁街10号	10 Downing Street
小仲马	Alexandre Dumas, fils
芹苴机场	Can Tho International Airport
罗杰·科恩伯格	Roger D. Kornberg
2008年末─2009年初加沙地带大规模军事行动	Gaza War (2008–09)
利息	Interest
直接民主制	Direct democracy
橡胶擦子	Eraser
幽老猫	Hide-and-seek
ت	Taw
ث	Ṯāʾ
萨丽	Sari
1960年欧洲足球国家杯	1960 European Nations' Cup
几何原本	Euclid's Elements
خ	Ḫāʾ
数码信号处理	Digital signal processing
解热镇痛药	Analgesic
木版画	Woodcut
世界小姐	Miss World
长沙市	Changsha
阿披实	Abhisit Vejjajiva
越南国家航空公司	Vietnam Airlines
伦敦政治经济学院	London School of Economics
油画	Oil painting
达乃 乌同秋克	Danai Udomchoke
Portal:历史	Portal:History
泥石流	Mudflow
洲际弹道飞弹	Intercontinental ballistic missile
物流	Logistics
遗传转录	Transcription (genetics)
繁体字	Traditional Chinese characters
宦官	Eunuch
虱误	Software bug
阿歷克山德拉·柯倫泰	Alexandra Kollontai
George F. Smoot	George Smoot
Ϸ	Sho (letter)
锡克金庙	Harmandir Sahib
酋长航空公司	Emirates (airline)
1996年欧洲足球冠军赛	UEFA Euro 1996
消费者物价指数	Consumer price index
国际足球联合会世界排名表	FIFA World Rankings
卡本塔里亚湾	Gulf of Carpentaria
超级市场	Supermarket
章子怡	Zhang Ziyi
Heineken	Heineken International
威尔士国家足球队	Wales national football team
千分比	Per mille
高雄市	Kaohsiung
病人	Patient
基拉尼湖	Lakes of Killarney
1980年欧洲足球冠军赛	UEFA Euro 1980
1968年欧洲足球冠军赛	UEFA Euro 1968
1964年欧洲足球国家杯	1964 European Nations' Cup
印第安纳琼斯 —— 水晶骷髅王国	Indiana Jones and the Kingdom of the Crystal Skull
1972年欧洲足球冠军赛	UEFA Euro 1972
Bayes定理	Bayes' theorem
美人魚	Mermaid
普吉府	Phuket Province
1984年欧洲足球冠军赛	UEFA Euro 1984
亚历山大	Alexandria (disambiguation)
昆明	Kunming
老呒所依	No Country for Old Men (film)
东京铁塔	Tokyo Tower
兰州市	Lanzhou
佛來崮	Le Puy-en-Velay
头趟公开募股	Initial public offering
羅迪尼亞	Rodinia
欧里维娅	Olivia Newton-John
Knol	Knol
Ͱ	Heta
法国航空447号班机	Air France Flight 447
共享软件	Shareware
简化字	Simplified Chinese characters
Lend Lease	Lend Lease Group
Mike Myers	Mike Myers
文雅信使	Mercure de France
薄拉特 (电影)	Borat
張勉	Chang Myon
耳機	Headphones
利库德党	Likud
洛阳	Luoyang
淞河	Saône
白鳍豚	Baiji
雅拉脉郡	Yarra Ranges Shire
1976年欧洲足球冠军赛	UEFA Euro 1976
平昌郡	Pyeongchang County
藤球	Sepak takraw
亚洲开发银行	Asian Development Bank
奖学金	Scholarship
矮马	Pony
匈奴编年史	Xiongnu
孟子	Mencius
帝国理工	Imperial College London
曾国藩	Zeng Guofan
卫生	Public health
桂林	Guilin
雪兰莪州	Selangor
海口市	Haikou
海拔	Altitude
挪威广播公司	NRK
中原地区	Central Plain (China)
第一趟鸦片战争	First Opium War
声调	Tone (linguistics)
基督山伯爵	The Count of Monte Cristo
玛丽女王2号	RMS Queen Mary 2
法国总统	President of France
尹潽善	Yun Posun
伊顿公学	Eton College
越盾	Vietnamese dong
解剖学治疗学及化学分类系统	Anatomical Therapeutic Chemical Classification System
尹致昊	Yun Chi-ho
终结者3	Terminator 3: Rise of the Machines
北卡罗莱纳大学教堂山分校	University of North Carolina at Chapel Hill
我有一只梦	I Have a Dream
上海世博会	Expo 2010
梦工厂	DreamWorks
谢列梅捷沃国际机场	Sheremetyevo International Airport
麵	Noodle
瑞联银行	UBS
观世音	Avalokiteśvara
新曼谷国际机场	Suvarnabhumi Airport
闸北区	Zhabei District
张爱玲	Eileen Chang
章太炎	Zhang Binglin
张道陵	Zhang Daoling
张居正	Zhang Juzheng
张家港	Zhangjiagang
浙江大学	Zhejiang University
郑洁	Zheng Jie
正阳门	Zhengyangmen
镇海区	Zhenhai District
月饼	Mooncake
周迅	Zhou Xun
朱家角	Zhujiajiao
诸暨	Zhuji
株洲市	Zhuzhou
壯學	Zhuang studies
中国人民解放军	People's Liberation Army
辛格·旺楚克 (不丹国王)	Jigme Singye Wangchuck
利尿药	Diuretic
毕升	Bi Sheng
华南虎	South China tiger
巴黎大区高速铁路C线	RER C
精神疾病诊断搭仔统计手冊	Diagnostic and Statistical Manual of Mental Disorders
米尔克 (电影)	Milk (film)
高棉帝国	Khmer Empire
狙击手	Sniper
鼻衄	Nosebleed
开脱•文斯莱脱	Kate Winslet
平均	Average
斯里兰卡国家板球队	Sri Lanka national cricket team
富国机场	Phu Quoc Airport
李商隐	Li Shangyin
曹操	Cao Cao
火山湖	Crater lake
水粉画	Gouache
拨人忽视个真相	An Inconvenient Truth
Isaac Hayes	Isaac Hayes
春武里府	Chonburi Province
武夷山	Wuyi Mountains
塔麻可吉电子小鸡	Tamagotchi
泰王国国歌	Thai National Anthem
二氧化氮	Nitrogen dioxide
冬至	Winter solstice
风月俏佳人	Pretty Woman
新台币	New Taiwan dollar
混成词	Portmanteau
法国省份一览表	Provinces of France
BOINC	Berkeley Open Infrastructure for Network Computing
袁世凯	Yuan Shikai
袋鼠岛	Kangaroo Island
泰拉 蕾	Tara Reid
氯化氢	Hydrogen chloride
刘翔	Liu Xiang
蒙古人民共和国	Mongolian People's Republic
DTD	Document type definition
开脱•末斯	Kate Moss
娜塔莎·李察遜	Natasha Richardson
三聚氰胺	Melamine
高隆皮亚国家足球队	Colombia national football team
莫尼卡-莱温斯基	Monica Lewinsky
雷曼兄弟公司	Lehman Brothers
大使馆	Diplomatic mission
喫	Eating
金奎植	Kim Kyu-sik
IPod Shuffle	IPod Shuffle
泼水节	Songkran (Thailand)
7-Zip	7-Zip
洋油盏	Kerosene lamp
Julius Pokorny	Julius Pokorny
南沙群岛	Spratly Islands
湘潭市	Xiangtan
费加罗报 (法国)	Le Figaro
汽车旅馆	Motel
垃圾桶	Waste container
金刚 (电影)	King Kong
泻药	Laxative
海龜	Sea turtle
老鼠会	Ponzi scheme
赌城风云 (电影)	Casino (film)
化学品登记、评估、准许搭限制法规	Registration, Evaluation, Authorisation and Restriction of Chemicals
学科	Outline of academic disciplines
性用品商店	Sex shop
ISO/IEC 8859	ISO/IEC 8859
关公	Guan Yu
龟	Turtle
东方明珠	Oriental Pearl Tower
国际足联世界冠军俱乐部杯赛	FIFA Club World Cup
卢旺达旅馆	Hotel Rwanda
重见日头 (1996年电影)	Daylight (film)
苹果 (消歧义)	Apple (disambiguation)
非洲国家列表	List of sovereign states and dependent territories in Africa
Isla Fisher	Isla Fisher
石泰凡妮 莱斯	Stephanie Rice
印度空间研究组织	Indian Space Research Organisation
臺灣 (消歧義)	Taiwan (disambiguation)
酱油	Soy sauce
新山	Johor Bahru
Euro	Euro (disambiguation)
MT	MT
泰-老友谊大桥二号桥	Second Thai–Lao Friendship Bridge
国富论	The Wealth of Nations
清迈府	Chiang Mai Province
蔡英文	Tsai Ing-wen
宋卡府	Songkhla Province
平年	Common year
玫瑰人生 (2007年电影)	La Vie en Rose (film)
沙吞府	Satun Province
泰文字母表	Thai alphabet
清莱府	Chiang Rai Province
拉廊府	Ranong Province
披集府	Phichit Province
We Are the Champions	We Are the Champions
九龙	Kowloon
末尔悬岩	Cliffs of Moher
IT狂人	The IT Crowd
北榄坡府	Nakhon Sawan Province
碧差汶府	Phetchabun Province
普吉国际机场	Phuket International Airport
抗心律失常药	Antiarrhythmic agent
陈艳青	Chen Yanqing
2008年欧洲足球冠军赛	UEFA Euro 2008
五代十国	Five Dynasties and Ten Kingdoms period
森理世	Riyo Mori
QED	QED
索马里内战	Somali Civil War
沙马	Samak Sundaravej
金砖国家	BRICS
安纳乍能府	Amnat Charoen Province
董里府	Trang Province
博他仑府	Phatthalung Province
纳戈尔诺-卡拉巴赫	Nagorno-Karabakh Republic
血色将至	There Will Be Blood
乌泰他尼府	Uthai Thani Province
新北市	New Taipei City
臺中市	Taichung
真爱个火焰 (印度电影)	Devdas (2002 Hindi film)
中国地铁	Urban rail transit in China
他拉嘞共 (维克多利亚)	Traralgon
堂前	Ancestral shrine
和谐社会	Harmonious Society
口令伍德澳式足球队	Collingwood Football Club
新竹市	Hsinchu
王力宏	Wang Leehom
轰炸机澳洲式足球队	Essendon Football Club
鹅	Domestic goose
年号	Chinese era name
高丽航空	Air Koryo
环球银行金融电信协会	Society for Worldwide Interbank Financial Telecommunication
Motorola	Motorola
赛义巴巴	Sai Baba of Shirdi
欧洲足球冠军赛	UEFA European Championship
汽水	Carbonated water
天狼星号油轮	MV Sirius Star
三沙市	Sansha
保合多伽勒国家足球队	Portugal national football team
车路	Highway
苏梅岛	Ko Samui
爱尔兰镑	Irish pound
陈冯富珍	Margaret Chan
中岛美嘉	Mika Nakashima
Lauren Jackson	Lauren Jackson
安娜 米亚里斯	Anna Meares
Prapawadee Jaroenrattanatarakoon	Prapawadee Jaroenrattanatarakoon
邓亚萍	Deng Yaping
里斯班斯 齐凯脱	Libby Trickett
西跋榭滴	Shilpa Shetty
石泰凡妮 孛朗	Stephanie Brown Trafton
Melissa Etheridge	Melissa Etheridge
陈冲	Joan Chen
林心如	Ruby Lin
陈若琳 (运动员)	Chen Ruolin
Jennifer Hawkins	Jennifer Hawkins
张柏芝	Cecilia Cheung
Sheryl Swoopes	Sheryl Swoopes
Pamela Jelimo	Pamela Jelimo
挪威公主阿斯特丽德	Princess Astrid, Mrs. Ferner
莱索尔 强斯	Leisel Jones
汤唯	Tang Wei
陈慧琳	Kelly Chen
诗丽黛玮	Sridevi
郭晶晶	Guo Jingjing
陈燮霞	Chen Xiexia
头孢菌素	Cephalosporin
沙没巴干府	Samut Prakan Province
呵叻府	Nakhon Ratchasima Province
藏羚羊	Tibetan antelope
生个利亚酒	Sangria
浮罗交怡	Langkawi
攀牙府	Phang Nga Province
馅饼统计图	Pie chart
艾管里	Écully
抗酸剂	Antacid
早稻田大学	Waseda University
吴 (三国)	Eastern Wu
氯霉素	Chloramphenicol
猜也贲府	Chaiyaphum Province
泰华农民银行	Kasikornbank
计程车3	Taxi 3
英特尔砂桥	Sandy Bridge
马肖·米切姆	Matthew Mitcham
耶莲娜	Jelena Dokic
甲骨文财软	Oracle Financial Services Software
重组DNA	Recombinant DNA
海宁市	Haining City
硫酸镁	Magnesium sulfate
拉喇·杜打	Lara Dutta
汽车租赁	Car rental
澳大利亚搭新西兰军团纪念日	Anzac Day
ANZ大球场	Stadium Australia
杨玉环	Yang Guifei
素拉育	Surayud Chulanont
颂猜·旺沙瓦	Somchai Wongsawat
地帕·漫它	Deepa Mehta
拍凤裕庭 (泰国将军)	Phraya Phahon Phonphayuhasena
奥特莱•导都	Audrey Tautou
Β－内酰胺类抗生素	Β-lactam antibiotic
APM	Apm, Hong Kong
金城武	Takeshi Kaneshiro
周星驰	Stephen Chow
EXist	EXist
WHO	Who (Unix)
多尼尔228	Dornier Do 228
孙权	Sun Quan
蒋经国	Chiang Ching-kuo
墨尔本胜利	Melbourne Victory FC
纳维语	Na'vi language
Al Burj大厦 (迪拜)	Nakheel Tower
神舟七号飞船	Shenzhou 7
鬼勒耳朵边头讲	Ghost Whisperer
Grant George Hackett	Grant Hackett
松浦晃一郎	Kōichirō Matsuura
茄特 艾勒麦勒	Gad Elmaleh
韩愈	Han Yu
梁朝伟	Tony Leung Chiu-Wai
丁俊晖	Ding Junhui
澳大利亚总理	Prime Minister of Australia
王安石	Wang Anshi
投资银行	Investment banking
徐載弼	Seo Jae-pil
阿宾拿夫 宾德拉	Abhinav Bindra
窃听器	Covert listening device
巴真府	Prachinburi Province
水晶棺材 (传说)	The Glass Coffin
精工表	Seiko
杭州灣大橋	Hangzhou Bay Bridge
武里喃府	Buriram Province
坤敬府	Khon Kaen Province
德国无线通信	T-Mobile
廊开府	Nong Khai Province
基斯孔哈拉斯	Kiskunhalas
日本中央银行	Bank of Japan
Raja Ravi Varma	Raja Ravi Varma
李自成	Li Zicheng
哈桑式火箭弹	Qassam rocket
林语堂	Lin Yutang
朴憲永	Pak Hon-yong
金枓捧	Kim Tu-bong
龙仔厝府	Samut Sakhon Province
信武里府	Sing Buri Province
包拯	Bao Zheng
大雪	Daxue (solar term)
武昌起义	Wuchang Uprising
镐立 (泰国)	Khao Lak
同心隆安足球俱乐部	Đồng Tâm Long An F.C.
Ad-hoc On-demand Distance Vector	Ad hoc On-Demand Distance Vector Routing
教堂山	Chapel Hill
VOC	VOC
阿德来德联队	Adelaide United FC
芜湖市	Wuhu
安庆市	Anqing
亳州市	Bozhou
上饶	Shangrao
冯玉祥	Feng Yuxiang
佛历	Buddhist calendar
银河处女	Virgin Galactic
2007年加沙地带争夺战	Battle of Gaza (2007)
拗廊 (泰国)	Ao Nang
新兴工业国家	Newly industrialized country
崇明岛	Chongming Island
李鸿章	Li Hongzhang
塞杜沙里夫	Saidu Sharif
中秋节	Mid-Autumn Festival
元均	Won Gyun
浅野忠信	Tadanobu Asano
炳·廷素拉暖	Prem Tinsulanonda
陈冠希	Edison Chen
以蒙 苏里房	Eamon Sullivan
雷锋	Lei Feng
梁启超	Liang Qichao
多尔衮	Dorgon
素可泰府	Sukhothai Province
卡茂尔·哈珊	Kamal Haasan
彭德怀	Peng Dehuai
依善	Isan
紫峰大厦	Zifeng Tower
姚文元	Yao Wenyuan
海上花 (电影)	Flowers of Shanghai
宁国	Ningguo
Khao Yai National Park	Khao Yai National Park
应召女郎个秘密日记	Secret Diary of a Call Girl
泰国学园唱歌比赛	Academy Fantasia
斯瓦特县	Swat District
悉尼晨锋报	The Sydney Morning Herald
The quick brown fox jumps over the lazy dog	The quick brown fox jumps over the lazy dog
TCL	TCL
静安寺	Jing'an Temple
金牌	Gold medal
亚洲航空	AirAsia
台南	Tainan (disambiguation)
白鹿洞书院	White Deer Grotto Academy
秋叶原	Akihabara
徐光启	Xu Guangqi
林可酰胺类抗生素	Lincosamides
强心苷	Cardiac glycoside
SDS	Sodium dodecyl sulfate
四环素类抗生素	Tetracycline antibiotics
大环内酯类抗生素	Macrolide
恒生指数	Hang Seng Index
喹诺酮	Quinolone
维基百科编辑手册	Wikipedia – The Missing Manual
靖江	Jingjiang
通州	Tongzhou
新苏格兰银行	Scotiabank
Моа	Moa
掸邦	Shan State
1976年河北唐山大地震	1976 Tangshan earthquake
上海地铁	Shanghai Metro
以色列空军	Israeli Air Force
玩转身前事	The Bucket List
秋瑾	Qiu Jin
崇礼门	Namdaemun
保琳汉生	Pauline Hanson
伍丽群	Melissa Wu
阿嘞伽莎拉	Ruqaya Al-Ghasra
許貞淑	Heo Jong-suk
嫦娥	Chang'e
孛里盎妮 高尔	Briony Cole
羅蕙錫	Na Hye-sok
安娜 孛莱	Anna Bligh
迪温·布朗	Estella Marie Thompson
钟欣桐	Gillian Chung
Liudmila Blonska	Lyudmyla Blonska
吴三桂	Wu Sangui
孙休	Sun Xiu
許政	Heo Jeong
孙皓	Sun Hao
孙亮	Sun Liang
宋吉 (拳手)	Somjit Jongjohor
韩寒	Han Han
滑水	Waterskiing
泰国人	Thai people
亚罗士打	Alor Setar
挽腊茫郡	Bang Lamung District
棕榈山 (泰国)	Khao Kho District
湄赛边关	Mae Sai District
博拉碧湖	Bueng Boraphet
色望红丁郡 (泰国)	Sawang Daen Din District
维坚武里	Wichian Buri District
國際馬術聯合會	International Federation for Equestrian Sports
世界佛教徒聯誼會	World Fellowship of Buddhists
新山一国际机场	Tan Son Nhat International Airport
宏碁电脑	Acer Inc.
运动场	Stadium
朝鲜半岛	Korean Peninsula
圣保罗地铁	São Paulo Metro
亚运会	Asian Games
捷克国家足球队	Czech Republic national football team
朝鲜族	Koreans
吕克·贝松	Luc Besson
俞吉濬	Yu Kil-chun
丁岩礁	Parangcho
Tesco	Tesco
萨尔浒之战	Battle of Sarhu
傲游浏览器	Maxthon
供应链管理	Supply chain management
金庾信	Kim Yushin
金明淳	Kim Myeong-sun
李爱情	Lee Ae-jung
长今之梦	Jang Geum's Dream
武烈王	Muyeol of Silla
文武王	Munmu of Silla
朴仁德	Park In-deok
金来沅	Kim Rae-won
复旦大学	Fudan University
仁川地铁	Incheon Subway
李光洙	Yi Kwang-su
朴重陽	Park Jung-yang
六方会谈	Six-party talks
超级跑跑	TalesRunner
金润玉	Kim Yoon-ok
奶粉	Powdered milk
班地戈 (维克多利亚)	Bendigo
朝鲜核问题	North Korea and weapons of mass destruction
韩国放送公社	Korean Broadcasting System
莎阿南	Shah Alam
玉山	Yushan (mountain)
泰文数字	Thai numerals
西湖	West Lake
澳大利亚日	Australia Day
大屿山	Lantau Island
60秒惊天动地	Gone in 60 Seconds (2000 film)
伊斯兰祈愿团	Jemaah Islamiyah
Andry Laffita	Andry Laffita
冈片山	Grampians National Park
中庸	Doctrine of the Mean
饭	Steamed rice
德文语法	German grammar
温岭	Wenling
上海交通大學	Shanghai Jiao Tong University
输入法	Input method
托忒蒙古文	Clear script
卡卡	Kaká
弗灭个灯	There Is a Light That Never Goes Out
Mia Young	Mia X
南邦机场	Lampang Airport
南印度	South India
2009年枪击斯里兰卡板球队事件	2009 attack on the Sri Lanka national cricket team
许冠杰	Samuel Hui
柏林宣言	Berlin Declaration (2007)
安吉	Anji County
视力	Visual acuity
星期四岛	Thursday Island, Queensland
陈英雄	Tran Anh Hung
徐志摩	Xu Zhimo
趙元任	Yuen Ren Chao
蒙古简介	Mongolian Plateau
沈约	Shen Yue
我个小新娘子	My Little Bride
IBM	IBM (disambiguation)
巴彦淖尔	Bayannur
稷下學宮	Jixia Academy
抗糖尿病药	Anti-diabetic medication
抗高血压药	Antihypertensive drug
抗真菌药	Antifungal medication
岳庙	Yue Fei Temple
南京路	Nanjing Road
意大利杂菜汤	Minestrone
算筹	Counting rods
咳嗽药	Cough medicine
搿连乃尔河 (维克多利亚)	Glenelg River (Victoria)
罗得乃斯脱岛	Rottnest Island
花岗岩岛 (澳大利亚)	Granite Island (South Australia)
海峡两岸关系	Cross-Strait relations
萨萌妲，哦哟	Samantha oups!
萧山	Xiaoshan District
世界大婶	Mrs. World
SourceWatch	SourceWatch
泰国旅游	Tourism in Thailand
琅琴表	Longines
醴陵市	Liling
奠边府战役	Battle of Dien Bien Phu
帕克斯 (新南威尔士州)	Parkes, New South Wales
窝同搿 (维克多利亚)	Wodonga
如东	Rudong County
正大集团	Charoen Pokphand
胡志明	Ho Chi Minh (disambiguation)
List of Thailand cities	List of cities in Thailand
法拉备拉矮马	Falabella
甲米机场	Krabi Airport
水 (2005年电影)	Water (2005 film)
阿披叻	Apirak Kosayodhin
西非国家中央银行	Central Bank of West African States
依夫城堡	Château d'If
皮蛋	Century egg
庐山	Mount Lu
必和必拓矿业公司	BHP Billiton
西海大桥	Seohae Bridge
零假设	Null hypothesis
世纪报	The Age
霍元甲 (电影)	Fearless (2006 film)
布鲁塞尔皇宫	Royal Palace of Brussels
饺子	Jiaozi
山猜 拉蒂伐塔娜	Sanchai Ratiwatana
乃米湖	Lake Nemi
Ulladulla (新南威尔士)	Ulladulla, New South Wales
维杰式坦克 (印度)	Vijayanta
黄浦区	Huangpu District, Shanghai
长宁区	Changning District
广州地铁	Guangzhou Metro
静安区	Jing'an District
普陀區	Putuo District
普陀区 (上海)	Putuo District, Shanghai
虹口区	Hongkou District
杨浦区	Yangpu District
闵行区	Minhang District
宝山区 (上海)	Baoshan District, Shanghai
嘉定区	Jiading District
金山区 (上海市)	Jinshan District
松江区	Songjiang District
青浦区	Qingpu District, Shanghai
奉贤区	Fengxian District
性旅游者	Sex tourism
卡里平	Caribbean
素岳山	Doi Suthep
教堂山 (北卡罗来纳州)	Chapel Hill, North Carolina
启德机场	Kai Tak Airport
昆剧	Kunqu
意大利国家足球队	Italy national football team
国际先驱论坛报	International New York Times
卡隆巴 (澳大利亚)	Karumba, Queensland
流亡政府	Government in exile
发声态	Phonation
海门市	Haimen
日本色情业	Pornography in Japan
中文数字大写	Chinese numerals
南京大學	Nanjing University
輔仁大學	Fu Jen Catholic University
号子	Prison cell
鹰式教练机	BAE Systems Hawk
搿连搭罗格 (爱尔兰)	Glendalough
快门	Shutter (photography)
国产凌凌漆	From Beijing with Love
白朗	Blaupunkt
Shooting Dogs	Shooting Dogs
金刚	Vajra
谥号	Posthumous name
吴佩孚	Wu Peifu
徐温	Xu Wen
吴敬梓	Wu Jingzi
四庫全書	Siku Quanshu
李茂贞	Li Maozhen
杭州湾	Hangzhou Bay
刘心悠	Annie Liu
刘濞	Liu Pi, Prince of Wu
魏忠贤	Wei Zhongxian
市区	Urban area
小笼馒头	Xiaolongbao
张士诚	Zhang Shicheng
叶永烈	Ye Yonglie
网球王子	The Prince of Tennis
段祺瑞	Duan Qirui
中国医药大学	China Medical University (Taiwan)
中法战争	Sino-French War
梁咏琪	Gigi Leung
台湾高速铁路	Taiwan High Speed Rail
Twins	Twins (group)
庙号	Temple name
张岱	Zhang Dai
刘嘉玲	Carina Lau
潘迪华	Rebecca Pan
言承旭	Jerry Yan
李未	Li Wei (scientist)
台湾问题	Political status of Taiwan
香港惠康超级市场	Wellcome
汤恩伯	Tang Enbo
清云科技大学	Chien Hsin University of Science and Technology
东京爱情故事	Tokyo Love Story
张謇	Zhang Jian (politician)
钱穆	Ch'ien Mu
王晶	Wong Jing
罗慧娟	Jacqueline Law
李定国	Li Dingguo
许雅涵	Candy Hsu
陈仪	Chen Yi (Kuomintang)
溫州話	Wenzhounese
启东	Qidong, Jiangsu
奉化市	Fenghua
西德	West Germany
油条	Youtiao
蔡卓妍	Charlene Choi
陈良宇	Chen Liangyu
亚洲国家列表	List of sovereign states and dependent territories in Asia
春卷	Spring roll
袁崇焕	Yuan Chonghuan
张献忠	Zhang Xianzhong
还珠格格	My Fair Princess
金塘岛	Jintang Island
李金华	Li Jinhua
春晓气油田	Chunxiao gas field
卫诗	Jill Vidal
王菀之	Ivana Wong
杨采妮	Charlie Young (actress)
台湾土地银行	Land Bank of Taiwan
林世荣	Lam Sai-wing
徐熙娣	Dee Hsu
台湾个银行一览表	List of banks in Taiwan
林明达	Sondhi Limthongkul
贡丸	Pork ball
沼蛙	Hylarana guentheri
郑欣宜	Joyce Cheng
林凤娇	Lin Feng-jiao
攀牙湾	Phang Nga Bay
品冠	Victor Wong (singer)
陈叔宝	Chen Shubao
陈霸先	Emperor Wu of Chen
中华大学	Chung Hua University
色，戒	Lust, Caution (film)
鲸体爆炸事件	Exploding whale
中子彈	Neutron bomb
澳大利亚电信公司	Telstra
金坛	Jintan
上海申花足球俱乐部	Shanghai Greenland Shenhua F.C.
俄罗斯国家足球队	Russia national football team
计程车(1998年电影)	Taxi (1998 film)
XUL	XUL
蓝天处女	Virgin Australia
現代標準漢語	Standard Chinese
金边粉	Pad Thai
薛福成	Xue Fucheng
پ	Pe (Persian letter)
赛义德·西扬姆	Said Seyam
圆仁	Ennin
James Angleton	James Jesus Angleton
宋恰脱 拉蒂伐塔娜	Sonchat Ratiwatana
中国国家图书馆	National Library of China
大漠孤雄 (电影)	Mongol (film)
墨尔本机场。	Melbourne Airport
TCL集团	TCL Corporation
西昌卫星发射中心	Xichang Satellite Launch Center
镇	Towns of the People's Republic of China
