非洲	Africa
1160年代	1160s
940年代	940s
1250年代	1250s
26	26 (number)
870年代	870s
160年代	160s
雷	Thunder
固奴·那那庫·答夫	Guru Nanak
1340年代	1340s
880年代	880s
860年代	860s
1320年代	1320s
1070年代	1070s
1200年代	1200s (decade)
1280年代	1280s
經驗主義	Empiricism
1140年代	1140s
1440年代	1440s
羅斯阿段站	North Acton tube station
蜇蟆蚣子	Grasshopper
模板:Cite book	Template:Cite book
素描	Drawing
記錄片	Documentary film
雪利	Percy Bysshe Shelley
工程學	Mechanical engineering
姓氏箋釋	Family name
屙尿	Urination
櫥	Cupboard
康特拉科斯塔縣 (加利福尼亞州)	Contra Costa County, California
索諾馬縣 (加利福尼亞州)	Sonoma County, California
索拉諾縣 (加利福尼亞州)	Solano County, California
馬林縣 (加利福尼亞州)	Marin County, California
納帕縣 (加利福尼亞州)	Napa County, California
聖地牙哥縣 (加利福尼亞州)	San Diego County, California
內華達縣 (加利福尼亞州)	Nevada County, California
辛旽	Shin Don
詞尾音消失	Apocope
瑟札·理茲	César Ritz
子句	Clause
布利庫斯端站	Brixton tube station
世界自然基金會	World Wide Fund for Nature
大峽谷	Grand Canyon
鄰舍	Neighbourhood
來福槍	Rifle
寒螼子	Earthworm
山形县	Yamagata Prefecture
南砂町站	Minami-Sunamachi Station
葛西站	Kasai Station
東陽町站	Tōyōchō Station
西葛西站	Nishi-Kasai Station
木場站	Kiba Station
太極旗	Flag of South Korea
道格拉斯 麦克阿瑟	Douglas MacArthur
卑武利·希爾茲	Beverly Hills, California
焰火	Fireworks
地熱能源	Geothermal energy
妙典站	Myōden Station
南行德站	Minami-Gyōtoku Station
西船橋站	Nishi-Funabashi Station
行德站	Gyōtoku Station
原木中山站	Baraki-Nakayama Station
商	Shang dynasty
麥北斯	Macbeth
日本嗰歷史	History of Japan
借落子	Cicada
麻醉	Anesthesia
流行文化	Popular culture
Vim	Vim (text editor)
棋	Board game
咭嚌	Kitsch
後生	Adolescence
橡膠	Natural rubber
電梯	Elevator
腳	Leg
印度嗰歷史	History of India
聲納	Sonar
黃曆	Chinese calendar
平方根	Square root
畫像	Portrait
貴族	Nobility
西新宿站	Nishi-Shinjuku Station
切閃站	Chesham tube station
臺南市	Tainan
自由詩	Free verse
研究生	Postgraduate education
卡拉·布魯尼	Carla Bruni
印刷機	Printing press
潘玉良	Pan Yuliang
殺人	Homicide
非洲嗰歷史	History of Africa
微積分	Calculus
績紹·本詹	Gisele Bündchen
斯瓦迪士核心詞列表	Swadesh list
李斯	Li Si
雲林	Yunlin County
莫諾縣 (加利福尼亞州)	Mono County, California
呼應	Anaphora (linguistics)
佐俧俄·阿瑪尼	Giorgio Armani
維維嫣·韋斯托屋多	Vivienne Westwood
基因工程	Genetic engineering
柯里斯殿·帝俄	Christian Dior
捺扣	Button
李安	Ang Lee
核磁共振成相	Magnetic resonance imaging
翼𦑃	Wing
A型H1N1流行性感冒病毒	Influenza A virus subtype H1N1
戲面殼子	Mask
中	Central
學士	Bachelor's degree
主語	Subject (grammar)
華爾街日報	The Wall Street Journal
100年代	100s (decade)
三稜鏡	Prism
混沌理論	Chaos theory
青雲譜區	Qingyunpu District
借彪	Jābir ibn Hayyān
蝦蟆仁子	Tadpole
著火	Conflagration
1100年代	1100s (decade)
水力	Hydropower
級數	Series (mathematics)
中國抗日戰爭	Second Sino-Japanese War
110年代	110s
龍樹	Nagarjuna
伊夫·聖·羅倫	Yves Saint Laurent (designer)
李承晩	Syngman Rhee
南昌	Nanchang
矇矇躲躲	Hide-and-seek
120年代	120s
池袋站	Ikebukuro Station
阿披實	Abhisit Vejjajiva
厘米	Centimetre
韋斯杜芬濟利站	West Finchley tube station
極限	Limit (mathematics)
170年代	170s
腡	Fingerprint
Gucci	Gucci
插圖	Illustration
甲午戰爭	First Sino-Japanese War
韻	Rhyme
俄打	Ode
謂語	Predicate (grammar)
亞歷山德拉·柯倫泰	Alexandra Kollontai
新宿區	Shinjuku
塑像	Statue
牙骹	Jaw
新石器革命	Neolithic Revolution
金庸	Jin Yong
曼婁主義	Monroe Doctrine
𩭽頭	Baldness
高雄市	Kaohsiung
艾列則·本曳乎打	Eliezer Ben-Yehuda
普理鐸廉尼	Praetorian Guard
史丹·李	Stan Lee
南極圈	Antarctic Circle
巴剌	Ballad
簡·愛	Jane Eyre
130年代	130s
碩士	Master's degree
黸	Rust
舞臺藝術	Performing arts
娛樂	Recreation
三國	Three Kingdoms
亨利·曼齊尼	Henry Mancini
張勉	Chang Myon
數學常數	Mathematical constant
膏子	Porridge
褯片	Diaper
德拿留斯	Denarius
天皇	List of Emperors of Japan
1400年代	1400s (decade)
壽歲	Life expectancy
140年代	140s
1410年代	1410s
1430年代	1430s
艾米里俄·阿圭那多	Emilio Aguinaldo
1460年代	1460s
引喻	Synecdoche
港區 (東京都)	Minato, Tokyo
1470年代	1470s
1480年代	1480s
辛亥革命	Xinhai Revolution
1490年代	1490s
類韻	Assonance
噸	Tonne
LV	Louis Vuitton
150年代	150s
尹潽善	Yun Posun
南京大屠殺	Nanking Massacre
尹致昊	Yun Chi-ho
豆漿	Soy milk
1520年代	1520s
我有一隻夢	I Have a Dream
手㡤	Handkerchief
1530年代	1530s
韻律	Metre (poetry)
Prada	Prada
1550年代	1550s
1560年代	1560s
澀谷區	Shibuya
1570年代	1570s
酃縣	Yanling County, Hunan
屏東	Pingtung County
1620年代	1620s
1630年代	1630s
1640年代	1640s
1650年代	1650s
顯微鏡	Microscope
1660年代	1660s
1670年代	1670s
肋𩩍骨	Rib
1690年代	1690s
張道陵	Zhang Daoling
張魯	Zhang Lu (Han dynasty)
章貢區	Zhanggong District
樟樹	Zhangshu
中秋餅	Mooncake
1710年代	1710s
珠山區	Zhushan District
1720年代	1720s
娜娥媚·監孛	Naomi Campbell
塔	Pagoda
1760年代	1760s
壯學	Zhuang studies
明喻	Simile
土狗	Mole cricket
1790年代	1790s
中醫	Traditional Chinese medicine
世界嗰歷史	History of the world
180年代	180s
Notting Hill	Notting Hill (film)
南昌之星	Star of Nanchang
珠江	Pearl River (China)
馮姓	Féng
咆哮山莊	Wuthering Heights
韋庫拖里阿線	Victoria line
跨句	Enjambment
灶	Stove
叫銛子	Whistle
笙卓線	Central line
190年代	190s
奧林達 (加利福尼亞州)	Orinda, California
資溪	Zixi County
資興	Zixing
弱強格	Iamb (poetry)
必卡底利線	Piccadilly line
鄱陽湖	Poyang Lake
武夷山	Wuyi Mountains
美術館	Art museum
禾特露實第線	Waterloo & City line
正旋舞歌	Strophe
阿歷山德·麥琨	Alexander McQueen
形	Shape
色斯特州斯	Sestertius
金性洙	Kim Seong-su
作爆	Disgust
鑊	Wok
強弱格	Trochee
中國足球協會超級聯賽	Chinese Super League
所科線	Circle line (London Underground)
的斯集庫杜線	District line
咸摩斯密史&實第線	Hammersmith & City line
200年代	200s (decade)
焦尼·阿利得	Johnny Hallyday
楷棏·茉蕬	Kate Moss
強弱弱格	Dactyl (poetry)
中央區 (東京都)	Chūō, Tokyo
文京區	Bunkyō
舊金山灣區	San Francisco Bay Area
足立區	Adachi, Tokyo
210年代	210s
千代田區	Chiyoda, Tokyo
江戶川區	Edogawa, Tokyo
金奎植	Kim Kyu-sik
Dolce & Gabbana	Dolce & Gabbana
220年代	220s
八頂段站	London Paddington station
羅笙線	Northern line
等號	Equals sign
卡文·可蘭	Calvin Klein (fashion designer)
潑水節	Songkran (Thailand)
江東區 (東京都)	Koto, Tokyo
龍	Chinese dragon
金九	Kim Koo
230年代	230s
九江	Jiujiang
240年代	240s
情節	Plot (narrative)
大田區	Ōta, Tokyo
250年代	250s
Chanel	Chanel
嘉羅希·拿華頁	Galeries Lafayette
五行	Wu Xing
260年代	260s
270年代	270s
扁頭風	Naja
280年代	280s
290年代	290s
清水寺	Kiyomizu-dera
300年代	300s (decade)
310年代	310s
320年代	320s
330年代	330s
羅漢 (佛教)	Arhat
340年代	340s
醬油	Soy sauce
繞口令	Tongue-twister
所利都斯	Solidus (coin)
400年代	400s (decade)
世田谷區	Setagaya
公制	Metric system
410年代	410s
荒川區	Arakawa, Tokyo
葛飾區	Katsushika
杉並區	Suginami
板橋區 (日本)	Itabashi
台東區	Taitō
練馬區	Nerima
420年代	420s
利瑪竇	Matteo Ricci
品川區	Shinagawa
共產黨	Communist party
430年代	430s
蕭戊·安德森	Sherwood Anderson
目黑區	Meguro
中野區	Nakano, Tokyo
440年代	440s
450年代	450s
北區 (東京都)	Kita, Tokyo
墨田區	Sumida, Tokyo
460年代	460s
平年	Common year
470年代	470s
豐島區	Toshima
480年代	480s
490年代	490s
牛	Bos
90	90 (number)
500年代	500s (decade)
58	58 (number)
510年代	510s
520年代	520s
郎波羅·哥疊	Jean Paul Gaultier
530年代	530s
540年代	540s
索馬里内戰	Somali Civil War
550年代	550s
72	72 (number)
560年代	560s
帝他·黃·第斯	Dita Von Teese
570年代	570s
580年代	580s
590年代	590s
臺中市	Taichung
600年代	600s (decade)
610年代	610s
上海申鑫足球俱乐部	Shanghai Shenxin F.C.
祠堂	Ancestral shrine
620年代	620s
800年代	800s (decade)
630年代	630s
640年代	640s
650年代	650s
時裝週	Fashion week
660年代	660s
鵝	Domestic goose
670年代	670s
衫袖	Sleeve
永新	Yongxin County
690年代	690s
700年代	700s (decade)
法隆寺	Hōryū-ji
70年代	70s
710年代	710s
阿森納站	Arsenal tube station
720年代	720s
730年代	730s
基阿尼·沃薩濟	Gianni Versace
740年代	740s
750年代	750s
760年代	760s
電池	Battery (electricity)
770年代	770s
780年代	780s
2010年冰島火山嗰噴發	2010 eruptions of Eyjafjallajökull
790年代	790s
80年代	80s
810年代	810s
820年代	820s
830年代	830s
840年代	840s
850年代	850s
茣菜	Ipomoea aquatica
討飯教子	Begging
東吳	Eastern Wu
外苑前站	Gaiemmae Station
中野坂上站	Nakano-sakaue Station
啑呢	Chutney
900年代	900s (decade)
90年代	90s
910年代	910s
2009年7月22號嗰日食	Solar eclipse of July 22, 2009
溜池山王站	Tameike-Sannō Station
92	92 (number)
坡拿蘇山	Borasu Pass
84	84 (number)
南昌（縣）	Nanchang County
96	96 (number)
匹茲堡 (加利福尼亞州)	Pittsburg, California
43	43 (number)
指示詞	Demonstrative
青年沙利門	Charles the Younger
東京站	Tokyo Station
布辣乎賴爾站	Blackfriars station
拉斐特 (加利福尼亞州)	Lafayette, California
87	87 (number)
東江	Dong River (China)
語體	Register (sociolinguistics)
騒斯革站	Southgate tube station
兪甘同	Yu Gam-dong
廣豐	Guangfeng District
54	54 (number)
哥都學婁都站	Goldhawk Road tube station
丕平四世	Pepin the Hunchback
美國國家公園管理局	National Park Service
張國榮	Leslie Cheung
蔣經國	Chiang Ching-kuo
威廉·詹姆士·西迪斯	William James Sidis
安達斯·波尼斯奧	Andrés Bonifacio
王維	Wang Wei (8th-century poet)
傽·賈利阿羅	John Galliano
陶淵明	Tao Yuanming
瀨尿	Nocturnal enuresis
阿波里納里奧·馬比尼	Apolinario Mabini
韓愈	Han Yu
王安石	Wang Anshi
徐載弼	Seo Jae-pil
炙日頭	Sun tanning
鹿野苑	Sarnath
龕	Kamidana
嘩哱嘞蛋	Fabergé egg
夏羅資	Harrods
朴憲永	Pak Hon-yong
李瑈	Sejo of Joseon
王建 (高麗大王)	Taejo of Goryeo
歐陽修	Ouyang Xiu
金枓奉	Kim Tu-bong
溜溜板	Playground slide
丁一權	Chung Il-kwon
包拯	Bao Zheng
尹任	Yun Im
指示	Deixis
八卦	Bagua
88	88 (number)
阿段塘站	Acton Town tube station
虎之門站	Toranomon Station
京橋站	Kyōbashi Station (Tokyo)
末廣町站	Suehirochō Station (Tokyo)
稻荷町站	Inarichō Station
福澤諭吉	Fukuzawa Yukichi
胸	Sadr
萍鄉	Pingxiang
新喻	Xinyu
鷹潭	Yingtan
贛州	Ganzhou
吉安	Ji'an
宜春	Yichun, Jiangxi
撫州	Fuzhou, Jiangxi
上饒	Shangrao
漆器	Lacquerware
腳魚	Trionychidae
議會 (江西)	Jiangxi Provincial Parliament
阿斯	As (Roman coin)
宋時烈	Song Si-yeol
尹善道	Yun Seon-do
李珥	Yi I
許穆	Heo Mok
元均	Won Gyun
張澤相	Chang Taek-sang
華倫蒂羅·嘉拿華尼	Valentino Garavani
崔庸健	Choe Yong-gon
蔣·波羅	Joan Blaeu
尹鑴	Yun Hyu
安鐸尼俄·都·納布黎夏	Antonio de Nebrija
敘事學	Narratology
和單	Bed sheet
AFI嗰世紀百大名言	AFI's 100 Years...100 Movie Quotes
幫助:搣	Mie
白鹿洞書院	White Deer Grotto Academy
俄沃站	Oval tube station
85	85 (number)
澀谷站	Shibuya Station
27	27 (number)
35	35 (number)
64	64 (number)
99	99 (number)
蘇姓	Su (surname)
都柏林人	Dubliners
美利堅峽穀 (加利福尼亞州)	American Canyon, California
申仁善	Shin Saimdang
莎榭·倍禾娃羅娃	Sasha Pivovarova
多娜·卡蘭	Donna Karan
閔玆暎	Empress Myeongseong
黃眞伊	Hwang Jini
許楚姬	Heo Nanseolheon
金星 (舞者)	Jin Xing
崇禮門	Namdaemun
技術嗰歷史	History of technology
一隻後生藝術家嗰畫像	A Portrait of the Artist as a Young Man
弱弱強格	Anapaest
瑪麗·哲浮姿	Mary Travers
許貞淑	Heo Jong-suk
羅蕙錫	Na Hye-sok
梅沒濕斯	Mimesis
存在	Existence
王昭	Gwangjong of Goryeo
鄭道傳	Jeong Do-jeon
山口二矢	Otoya Yamaguchi
許政	Heo Jeong
鄭夢周	Jeong Mong-ju
李昰應	Heungseon Daewongun
石濤	Shitao
許筠	Heo Gyun
程抱一	François Cheng
尹致暎	Yun Chi-young
潘淸簡	Phan Thanh Giản
申叔舟	Shin Suk-ju
廳下	Living room
奧婁斯	Aureus
南昌起義	Nanchang Uprising
雷斯立瑪諾站	Ruislip Manor tube station
燈塔之行	To the Lighthouse
河莉秀	Harisu
理性主義	Rationalism
聖保羅地鐵	São Paulo Metro
陀螺儀	Gyroscope
和服	Kimono
頭韻法	Alliteration
東亞日報	The Dong-a Ilbo
韓國嗰國寶	National Treasures of South Korea
李禔	Prince Yangnyeong
曺植	Cho Shik
尹元衡	Yun Won-hyung
李埈鎔	Yi Jun-yong
金宗直	Kim Jong-jik
趙光祖	Jo Gwang-jo
文定王后	Queen Munjeong
李滉	Yi Hwang
韓明澮	Han Myung-hoi
兪吉濬	Yu Kil-chun
弓裔	Gung Ye
李秀亨	Yi Su-hyung
韓係來報紙	The Hankyoreh
權尙夏	Kwon Sang-ha
尹拯	Yun Jeung
柳馨遠	Yu Hyeong-won
李瑞雨	Yi Seo-woo
李資謙	Lee Ja-kyum
李山海	Yi San-hae
李芑	Yi Gi
李福男	Yi Bok-nam
春城 (朝鮮人)	Chunseong
古世界嗰七大奇跡	Seven Wonders of the Ancient World
核桃溪 (加利福尼亞州)	Walnut Creek, California
鄭麟趾	Jeong In-ji
黃喜	Hwang Hui
金明淳	Kim Myeong-sun
李始榮	Yi Si-yeong
着落月球	Moon landing
李光洙	Yi Kwang-su
朴重陽	Park Jung-yang
李仇之	Yi Guji
崔昌益	Choe Chang-ik
李會昌	Lee Hoi-chang
河崙	Ha Ryun
成渾	Seong Hon
獨立門	Independence Gate
金集	Kim Jip
崔茂宣	Choe Museon
宋浚吉	Song Jun-gil
金自點	Kim Ja-jeom
任士洪	Lim Sa-hong
金益勳	Kim Ik-hun
李齊賢	Yi Je-hyeon
金長生	Kim Jang-saeng
金錫冑	Kim Seok-ju
大清皇帝功德碑	Samjeondo Monument
李光軾	Yi Gwang-sik
迎恩門	Yeongeunmun
宋翼弼	Song Ik-pil
京鄕新聞	Kyunghyang Shinmun
柳子光	Yu Jagwang
宋鎭禹	Song Jin-woo (journalist)
朴晉	Park Jin
李梁	Lee Lyang
南袞	Nam Gon
馬丁內斯 (加利福尼亞州)	Martinez, California
日比谷站	Hibiya Station
嘆咸固玲站	Turnham Green tube station
南城	Nancheng County
56	56 (number)
飯	Steamed rice
安福	Anfu County
瑪算·迪可算線	Mason–Dixon line
安卓站	Angel tube station
胸肌	Pectoralis major muscle
2020年代	2020s
89	89 (number)
司利夸	Siliqua
芬茲布利白站	Finsbury Park station
Cartier	Cartier (jeweler)
Dior	Christian Dior S.A.
76	76 (number)
29	29 (number)
清湯	Wonton
蒙古	Mongolian Plateau
科羅勒理·溫申佐	Vincenzo Coronelli
安仁	Anren County
希凌端站	Hillingdon tube station
四行詩	Quatrain
反穀物法同盟	Anti-Corn Law League
常寧	Changning, Hunan
文天祥	Wen Tianxiang
隆回	Longhui County
2060年代	2060s
孛咸站	Balham station
招兵	Conscription
71	71 (number)
28	28 (number)
爆竹	Firecracker
可黑宣	Cohesion (linguistics)
2060年	2060
59	59 (number)
62	62 (number)
莫拉加 (加利福尼亞州)	Moraga, California
95	95 (number)
濟圭爾站	Chigwell tube station
雀范站	Chalk Farm tube station
安鐸尼年努斯	Antoninianus
38	38 (number)
75	75 (number)
銀座站	Ginza Station
赤坂見附站	Akasaka-mitsuke Station
青山一丁目站	Aoyama-itchōme Station
北塞茲白站	Belsize Park tube station
醴陵	Liling
聖拉蒙 (加利福尼亞州)	San Ramon, California
懷杜且泊站	Whitechapel station
可洛斯利站	Croxley tube station
大沙丘國家公園	Great Sand Dunes National Park and Preserve
弋陽	Yiyang County, Jiangxi
安義	Anyi County
安遠	Anyuan County
安源區	Anyuan District
蒲圻	Chibi City
荷蘭白站	Holland Park tube station
北可斯集杜站	Baker Street tube station
諧革站	Highgate tube station
詞頭音消失	Apheresis (linguistics)
Wikipedia:捷徑	Wikipedia:Shortcut
廬山	Mount Lu
心經	Heart Sutra
尹日善	Yun Il-seon
情節突變	Peripeteia
李詩姸	Lee Si-yeon
比利·海靈頓	Billy Herrington
洪錫天	Hong Seok-cheon
45	45 (number)
皮諾爾 (加利福尼亞州)	Pinole, California
烏霍站	Woodford tube station
羅斯屋站	Northwood tube station
諧斯集杜肯成段站	High Street Kensington tube station
Armani	Armani
阿濟威站	Archway tube station
肯第西塘站	Kentish Town station
阿根透斯	Argenteus
65	65 (number)
羅斯夏婁站	North Harrow tube station
古然祭侯站	Grange Hill tube station
群茲韋站	Queensway tube station
瑪麗勒般站	Marylebone station
Valentino	Valentino SpA
音節省略	Elision
2050年代	2050s
2040年代	2040s
2070年代	2070s
俄斯多利站	Osterley tube station
墨西哥YoSoy132(我是第132）运动	Yo Soy 132
夏婁安哲侯站	Harrow-on-the-Hill station
理茲酒店 (巴黎)	Hôtel Ritz Paris
68	68 (number)
汪茲得站	Wanstead tube station
禾庫斯何站	Vauxhall station
諧巴熱站	High Barnet tube station
97	97 (number)
渥庫斯霍都所庫斯站	Oxford Circus tube station
救貧法	English Poor Laws
大數	Chinese numerals
南京大學	Nanjing University
94	94 (number)
杜町布羅威站	Tooting Broadway tube station
輔仁大學	Fu Jen Catholic University
李姓	Li (surname 李)
55	55 (number)
平江	Pingjiang County
美洲嗰歷史	History of the Americas
91	91 (number)
Versace	Versace
阿羅茲固羅戶站	Arnos Grove tube station
韓服	Hanbok
冕服	Myeonbok
安邦俊	Ahn Bang-jun
壬午兵亂	Imo Incident
張國祥	Zhang Guoxiang
李瑞清	Li Ruiqing
古龍	Gu Long
葉姓	Ye (surname)
鄭逑	Jeong Gu
許雅涵	Candy Hsu
康姓	Kang (Korean surname)
黃庭堅	Huang Tingjian
終戰詔書	Gyokuon-hōsō
吳官正	Wu Guanzheng
望春風	Bāng Chhun-hong
盧姓	Lu (surname 卢)
獻哀王后	Queen Heonae
獻貞王后	Queen Heonjung
李烈鈞	Li Liejun
程懋筠	Cheng Maoyun
姜夔	Jiang Kui
杜姓	Du (surname)
曹姓	Cao (Chinese surname)
80	80 (number)
21	21 (number)
22	22 (number)
70	70 (number)
50	50 (number)
41	41 (number)
34	34 (number)
33	33 (number)
47	47 (number)
31	31 (number)
32	32 (number)
44	44 (number)
46	46 (number)
49	49 (number)
48	48 (number)
37	37 (number)
39	39 (number)
36	36 (number)
53	53 (number)
81	81 (number)
66	66 (number)
63	63 (number)
52	52 (number)
69	69 (number)
73	73 (number)
57	57 (number)
74	74 (number)
79	79 (number)
67	67 (number)
77	77 (number)
83	83 (number)
82	82 (number)
86	86 (number)
78	78 (number)
98	98 (number)
高姓	Gao (surname)
2030年代	2030s
劉雯	Liu Wen
洋	World Ocean
吳伯雄	Wu Po-hsiung
袁姓	Yuan (surname)
宋應星	Song Yingxing
陳蕃	Chen Fan
尹姓	Yǐn (surname)
羅姓	Luo (surname)
韓姓	Han (surname)
宋姓	Song (Korean surname)
中華大學	Chung Hua University
妙淸	Myocheong
金姓	Jin (Chinese surname)
琴	Guqin
艾祭韋爾站	Edgware tube station
益肯咸站	Ickenham tube station
羅斯溫布利站	North Wembley station
詹姆斯·安格爾頓	James Jesus Angleton
畬人	She people
拿第摩婁都站	Latimer Road tube station
泰善·柏霍都	Tyson Beckford
洞口	Dongkou County
霞關站	Kasumigaseki Station (Tokyo)
紐巴雷白站	Newbury Park tube station
叭呔語	Patois
固祭斯集杜站	Goodge Street tube station
可黑能斯	Coherence (linguistics)
Bulgari	Bulgari
妲諾維夫人	Mrs Dalloway
江西嗰全國重點文物保護單位一覽	Major national historical and cultural sites (Jiangxi)
東洋生態區	Indomalaya ecozone
Givenchy	Givenchy
希斯羅拖美拿1,2,3站	Heathrow Terminals 1, 2, 3 tube station
羅斯浮茲站	Northfields tube station
中國人到巴黎	Chinese in Paris
拿芬斯可杜白站	Ravenscourt Park tube station
透鏡	Lens (optics)
劍齒象	Stegodon
望江	Wangjiang County
百越	Baiyue
61	61 (number)
日本橋站	Nihombashi Station
建寧	Jianning County
俄都革站	Aldgate tube station
茂恩都站	Mile End tube station
瑪波阿濟站	Marble Arch tube station
借凌庫羅思站	Charing Cross tube station
秋葉原站	Akihabara Station
阿摩閃站	Amersham station
淺草站	Asakusa Station (Tokyo Metro, Toei, Tobu)
百慶站	Barking station
布辣何斯婁都站	Blackhorse Road station
加拿大禾多站	Canada Water station
科能斯集杜站	Cannon Street station
借芳拿第摩站	Chalfont & Latimer station
絕利屋站	Chorleywood station
依凌布羅威站	Ealing Broadway station
惠比壽站	Ebisu Station (Tokyo)
華凌端站	Farringdon station
固玲霍站	Greenford station
甲諾斯巴雷站	Gunnersbury station
夏勒斯登站	Harlesden station
夏婁沃茲端站	Harrow & Wealdstone station
希斯羅拖美拿5站	Heathrow Terminal 5 station
諧布利艾凌段站	Highbury & Islington station
飯田橋站	Iidabashi Station
神田站	Kanda Station (Tokyo)
肯索固玲站	Kensal Green station
丘嘉登茲站	Kew Gardens station (London)
肯段站	Kenton station
肯成段俄林劈站	Kensington (Olympia) station
北千住站	Kita-Senju Station
利物浦斯集杜站	Liverpool Street station
倫敦布利祭站	London Bridge station
摩革站	Moorgate station
中野站	Nakano Station (Tokyo)
御茶之水站	Ochanomizu Station
荻窪站	Ogikubo Station
俄都斯集杜站	Old Street station
群茲白站	Queen's Park station
歷紋斯禾斯站	Rickmansworth station
雷濟滿站	Richmond (London) station
色文實斯拖茲站	Seven Sisters station
新橋站	Shimbashi Station
新宿站	Shinjuku Station
騒斯肯段站	South Kenton station
騒斯雷斯立站	South Ruislip station
斯端布利祭白站	Stonebridge Park station
斯哲霍站	Stratford station
高田馬場站	Takadanobaba Station
托騰咸侯站	Tottenham Hale station
鴨敏斯拖站	Upminster station
上野站	Ueno Station
沃咸斯兜笙卓站	Walthamstow Central station
溫布利笙卓站	Wembley Central station
韋斯杜布南段站	West Brompton station
韋斯杜咸站	West Ham station
韋斯杜雷斯立站	West Ruislip station
永保端站	Wimbledon station
沃茲登將庫遜站	Willesden Junction station
四谷站	Yotsuya Station
趙姓	Zhao (surname)
張姓	Zhang (surname)
劉姓	Liu
陳姓	Chen (surname)
板庫-黙紐紋杜站	Bank and Monument stations
百京賽都站	Barkingside tube station
巴巒科杜站	Barons Court tube station
拜茲禾多站	Bayswater tube station
立方體	Cube
42	42 (number)
比康濟站	Becontree tube station
黑人	Black people
波孟都賽站	Bermondsey tube station
京斯可羅斯聖潘可拿斯站	King's Cross St. Pancras tube station
北斯諾固玲站	Bethnal Green tube station
湯姓	Tāng (surname)
布朗第姊妹	Brontë family
方志敏	Fang Zhimin
都伯林 (加利福尼亞州)	Dublin, California
東南互保	The Mutual Protection of Southeast China
兩江總督	Viceroy of Liangjiang
魏姓	Wei (surname)
朱常清	Zhu Changqing
彭姓	Peng (surname)
Hermès	Hermès
2061年	2061
楊姓	Yang (surname)
黃姓	Huang (surname)
周姓	Zhou (surname)
吳姓	Ng (surname)
音樂史	History of music
聯合市 (加利福尼亞州)	Union City, California
南豐 (多義項)	Nam Phong
孟姓	Meng (surname)
徐整	Xu Zheng (Three Kingdoms)
中華民國國歌	National Anthem of the Republic of China
佢俚先頭攻擊…	First they came ...
呫·呵嘍法	Jim Crow laws
三清山	Mount Sanqing
習鑿齒	Xi Zuochi
貝特魯大屠殺	Peterloo Massacre
粥	Congee
現代主義	Modernism
董源	Dong Yuan
邦茲集杜站	Bond Street station
斤	Catty
孛勞站	Borough tube station
波斯段瑪諾站	Boston Manor tube station
崩茲固玲站	Bounds Green tube station
保婁都站	Bow Road tube station
51	51 (number)
大德寺	Daitoku-ji
沈姓	Shěn
本杜厄站	Burnt Oak tube station
龍虎山	Mount Longhu
延曆寺	Enryaku-ji
金文	Chinese bronze inscriptions
Fendi	Fendi
布南利拜保站	Bromley-by-Bow tube station
南舊金山 (加利福尼亞州)	South San Francisco, California
永修	Yongxiu County
韋斯杜肯成段站	West Kensington tube station
湯顯祖	Tang Xianzu
屋固玲站	Wood Green tube station
騒斯夏婁站	South Harrow tube station
固勒潑蘭斯集杜站	Great Portland Street tube station
Celine	Céline (brand)
及本白站	Kilburn Park tube station
奧克利 (加利福尼亞州)	Oakley, California
普萊森特希爾 (加利福尼亞州)	Pleasant Hill, California
古羅馬嗰貨幣	Roman currency
信州區	Xinzhou District, Shangrao
圓覺寺	Engaku-ji
溫布利白站	Wembley Park tube station
酒比利線	Jubilee line
東京地鐵	Tokyo subway
瑞士科他祭站	Swiss Cottage tube station
騒斯肯成段站	South Kensington tube station
東鄉	Dongxiang County, Jiangxi
行斯婁韋斯杜站	Hounslow West tube station
胡郎西斯科·喇嚼嘶嘰	Francisco Lachowski
半月灣 (加利福尼亞州)	Half Moon Bay, California
聖巴布羅 (加利福尼亞州)	San Pablo, California
韋庫拖里阿站	London Victoria station
朱權	Zhu Quan
龔姓	Gong (surname)
萬姓	Wan (surname)
于姓	Yu Surname (于)
講古	Storytelling
百何斯杜侯站	Buckhurst Hill tube station
臨湘	Linxiang, Hunan
瀏陽	Liuyang
耒陽	Leiyang
邵武	Shaowu
瑞金	Ruijin
新昌	Xinchang County
寇多年婁都站	Caledonian Road tube station
監登塘站	Camden Town tube station
卡拿雷沃乎站	Canary Wharf tube station
卡寧塘站	Canning Town station
科能茲白站	Canons Park tube station
江西菜	Jiangxi cuisine
柘林水庫	Zhelin Reservoir
南昌火車站	Nanchang Railway Station
毛姓	Mao (surname)
孔姓	Kong (surname)
夏姓	Xia (surname)
贛江	Gan River (Jiangxi)
髮色	Human hair color
江西賽維LDK太陽能高科技有限公司	LDK Solar Co
南昌地鐵	Nanchang Metro
蘇榮	Su Rong
茶陵	Chaling County
槍斯利然站	Chancery Lane tube station
昌江區	Changjiang District
頌聖歌	Sansoen Phra Barami
人名	Personal name
築地站	Tsukiji Station
神谷町站	Kamiyachō Station
地支	Earthly Branches
小傳馬町站	Kodemmachō Station
三之輪站	Minowa Station
正月	Zhēngyuè
仲御徒町站	Naka-Okachimachi Station
南阿佐谷站	Minami-Asagaya Station
八丁堀站	Hatchōbori Station (Tokyo)
銀座線	Tokyo Metro Ginza Line
四谷三丁目站	Yotsuya-sanchōme Station
