Afrika	Africa
Wikipedija:Abbrevjazzjoni	Wikipedia:Shortcut
Croagh Patrick	Croagh Patrick
Hypolagus	Hypolagus
Australidelphia	Australidelphia
Gżira (lokalità)	Gżira
Victoria Lines	Victoria Lines
Steve Borg	Steve Borg
Tupaja ta' żaqqu dehebi	Golden-bellied treeshrew
UE Sant Julià	UE Sant Julià
The Kite Runner	The Kite Runner
Luzzu	Luzzu
Fenek ta' Bunyoro	Bunyoro rabbit
TM-XML	TM-XML
Liebru ta' denbu iswed	Black-tailed jackrabbit
Leġjun ta' Marija	Legion of Mary
Battalja ta' Champaubert	Battle of Champaubert
Madonna ta' Coromoto	Our Lady of Coromoto
Qerda tal-innoċenti	Massacre of the Innocents
Senġi ta' Kap	Cape elephant shrew
Beerschot AC	Beerschot AC
Hydrodamalinae	Hydrodamalinae
UE Santa Coloma	UE Santa Coloma
Malta fil-Festival tal-Eurovision	Malta in the Eurovision Song Contest
Argosstadion Achter de Kazerne	Argosstadion Achter de Kazerne
Gianpaolo Bellini	Gianpaolo Bellini
Antechinus	Antechinus
Tupaja ta' saqajħ twal	Long-footed treeshrew
Sminthopsis	Dunnart
Mario Been	Mario Been
Tupaja l-kbir	Large treeshrew
Tumas Dingli	Tumas Dingli
Alof de Wignacourt	Alof de Wignacourt
Ħal Safi	Safi, Malta
Pika ħamra tat-Turkestan	Turkestan red pika
Mario Carević	Mario Carević
Japok	Water opossum
Glires	Glires
Cinco de Mayo	Cinco de Mayo
Premier League Malti 1959–60	1959–60 Maltese Premier League
Litwanja fil-Festival tal-Eurovision	Lithuania in the Eurovision Song Contest
Liebru ta' Tehuantepec	Tehuantepec jackrabbit
Rashad Sadiqov	Rashad Sadiqov
Shirak FC	FC Shirak
Robert-Joseph Pothier	Robert Joseph Pothier
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 7	2010 FIFA World Cup qualification – UEFA Group 7
Fenek tal-vulkan	Volcano rabbit
San Ġiljan (lokalità)	St. Julian's
Xlendi	Xlendi
Arjan Swinkels	Arjan Swinkels
Ouija Board	Ouija
Kerċem	Kerċem
Iqbal Masih	Iqbal Masih
San Franġisk t'Assisi	Francis of Assisi
Tim nazzjonali tal-futbol tal-Italja	Italy national football team
Insettivoru	Insectivore
Daknamstadion	Daknamstadion
European Border Breakers Awards	European Border Breakers Award
Pietà Hotspurs FC	Pietà Hotspurs F.C.
Justin Haber	Justin Haber
Pre)thing	Pre)Thing
Premier League Malti 1950–51	1950–51 Maltese Premier League
Il-Portal tas-Saħħa-UE	Health-EU portal
Partit Laburista (Malta)	Labour Party (Malta)
Pronolagus	Red rock hare
Trzebinia	Trzebinia
Fenek ta' Amami	Amami rabbit
Lovebugs	Lovebugs (band)
Mġarr	Mġarr
Kolokolo	Monito del monte
Opossum tal-Patagonja	Patagonian opossum
Wolfsberger AC	Wolfsberger AC
FK Khazar Lankaran	Khazar Lankaran FK
SV Grödig	SV Grödig
FC Admira Wacker Mödling	FC Admira Wacker Mödling
Bolla fiskali	Revenue stamp
Erich Hof	Erich Hof
SP Tre Penne	S.P. Tre Penne
FC Lusitanos	FC Lusitanos
Logan Bailly	Logan Bailly
Cartoon Network	Cartoon Network
De facto	De facto
Lista ta' pajjiżi skont il-popolazzjoni	List of countries and dependencies by population
Klad	Clade
Kaptan (futbol)	Captain (association football)
David Carabott	David Carabott
Joe Brincat	Joe Brincat
Kunsilli lokali ta' Malta	Local councils of Malta
AS (gazzetta)	Diario AS
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp B	UEFA Euro 2012 qualifying Group B
Grupp Ċ tal-Kampjonati Ewropej tal-Futbol 2008	UEFA Euro 2008 Group C
Tim nazzjonali tal-futbol tal-Komunità tal-Istati Indipendenti	CIS national football team
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp A	UEFA Euro 2012 qualifying Group A
Vadis Odjidja-Ofoe	Vadis Odjidja-Ofoe
Inter Baku PFC	Inter Baku PIK
FK Qarabağ	Qarabağ FK
Albert Hyzler	Albert Hyzler
Lierse SK	Lierse S.K.
Tim nazzjonali tal-futbol tar-Russja	Russia national football team
FC Gomel	FC Gomel
Floriana FC	Floriana F.C.
Euarchonta	Euarchonta
Assoċjazzjoni tal-Futbol ta' Malta	Malta Football Association
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp Ħ	UEFA Euro 2012 qualifying Group H
Inter Club d'Escaldes	Inter Club d'Escaldes
Ester	Esther
Lorenzo Staelens	Lorenzo Staelens
Cobh	Cobh
László Köteles	László Köteles
John van den Brom	John van den Brom
Fażi tal-gruppi tal-UEFA Champions League 2012–13	2012–13 UEFA Champions League group stage
Alex Thépot	Alex Thépot
Margaritu ta' Brindisi	Margaritus of Brindisi
Luke Dimech	Luke Dimech
Gintaras Staučė	Gintaras Staučė
Pawlu Boffa	Paul Boffa
Nicolò Isouard	Nicolas Isouard
Kronoloġija tal-matematika	Timeline of mathematics
Ġużeppi Moscati	Giuseppe Moscati
Rhynchocyon	Rhynchocyon
Dendrohyrax	Western tree hyrax
Glaucodon	Glaucodon
Filfla	Filfla
Ħal Tarxien	Tarxien
Gilbert Agius	Gilbert Agius
Ġużeppi Mercieca	Joseph Mercieca
Tupaja ta' denbu pinna	Pen-tailed treeshrew
Liebru ta' Kap	Cape hare
Fenek ta' denbu qotni	Cottontail rabbit
Rabat Ajax FC	Rabat Ajax F.C.
Turan Tovuz PFC	Turan IK
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp Ġ	UEFA Euro 2012 qualifying Group G
JK Nõmme Kalju	Nõmme Kalju FC
Fond Soċjali Ewropew	European Social Fund
Birgu	Birgu
Rabat (Għawdex)	Victoria, Gozo
Pangolin tas-siġar	Tree pangolin
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp I	UEFA Euro 2012 qualifying Group I
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp F	UEFA Euro 2012 qualifying Group F
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp E	UEFA Euro 2012 qualifying Group E
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp D	UEFA Euro 2012 qualifying Group D
Finali tal-Kampjonati Ewropej tal-Futbol 2008	UEFA Euro 2008 Final
Pangolin Indjan	Indian pangolin
Axxendent	Ascendant
Filosofija Ellenistika	Hellenistic philosophy
L-Ewwel Diviżjoni tal-Football League	Football League First Division
Mellieħa	Mellieħa
Gżejjer ta' San Pawl	St Paul's Island
FC Belshina Bobruisk	FC Belshina Bobruisk
FC Torpedo-BelAZ Zhodino	FC Torpedo-BelAZ Zhodino
Bormla	Cospicua
FC Banants	FC Banants
Għajnsielem	Għajnsielem
Edmond Agius	Edmond Agius
Foeke Booy	Foeke Booy
David Hubert	David Hubert
Varjetà (botanika)	Variety (botany)
Edward Herrera	Edward Herrera
It-Tieni Diviżjoni tal-Football League	Football League Second Division
FK Olimpic	FK Olimpic
Don Pino Puglisi	Pino Puglisi
FC Brest	FC Dinamo Brest
Caluromyinae	Caluromyinae
Tupaja tal-muntanji	Mountain treeshrew
Fenek ta' denbu qotni tal-Lvant	Eastern cottontail
Tim nazzjonali tal-futbol ta' Malta ta' taħt il-21 sena	Malta national under-21 football team
Marsaxlokk	Marsaxlokk
Ħal Lija	Lija
Tlacuatzin	Grayish mouse opossum
John Buttigieg	John Buttigieg (footballer)
Olivier Deschacht	Olivier Deschacht
Ħal Balzan	Balzan
President ta' Malta	President of Malta
Festa della Repubblica	Festa della Repubblica
Birkirkara FC	Birkirkara F.C.
Trattat ta' Adeżjoni 2003	Treaty of Accession 2003
Dendrogale	Dendrogale
Familja Bernoulli	Bernoulli family
Lista ta' timijiet nazzjonali tal-futbol tal-irġiel	List of men's national association football teams
Furjana	Floriana
FC Dnepr Mogilev	FC Dnepr Mogilev
Grupp B tat-Tazza tad-Dinja tal-Futbol 2006	2006 FIFA World Cup Group B
Lingwa Awżiljari Internazzjonali	International auxiliary language
Dugongidae	Dugongidae
FC Naftan Novopolotsk	FC Naftan Novopolotsk
Ulisses FC	Ulisses FC
Lista ta' lingwi uffiċjali	List of official languages
Regina (grupp)	Regina (band)
It-Tripletta	Treble (association football)
Partizani Tirana	FK Partizani Tirana
Kapaz PFC	Kapaz PFK
Raħal Ġdid	Paola, Malta
L-Isla	Senglea
East Asian Football Federation	East Asian Football Federation
Libanu fil-Festival tal-Eurovision	Lebanon in the Eurovision Song Contest
L-Ewwel Diviżjoni Għawdxija	Gozo Football League First Division
Gandzasar FC	Gandzasar Kapan FC
Demografija ta' Malta	Demographics of Malta
Liebru ta' Burma	Burmese hare
Fenek ta' denbu qotni tal-foresta	Tapeti
Liebru tal-Alaska	Alaskan hare
Borussia Dortmund II	Borussia Dortmund II
Analisi armonika	Harmonic analysis
UEFA Jubilee Awards	UEFA Jubilee Awards
Cleavon Frendo	Cleavon Frendo
Lemma ta’ Borel-Cantelli	Borel–Cantelli lemma
Daniel Bogdanović	Daniel Bogdanović
Dasyurinae	Dasyurinae
Ħad-Dingli	Dingli
Transnistrija	Transnistria
Gabala FC	Gabala FK
Temi Zammit	Themistocles Zammit
Brian Said	Brian Said
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 5	2010 FIFA World Cup qualification – UEFA Group 5
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 3	2010 FIFA World Cup qualification – UEFA Group 3
Nesolagus	Nesolagus
Necromanis	Necromanis
Għajnuna:Kontenut	Help:Contents
Għajnuna:Gwida essenzjali	Wikipedia:Tutorial
Oud-Heverlee Leuven	Oud-Heverlee Leuven
Mellieħa SC	Mellieħa S.C.
Logħob tal-Pajjiżi ż-Żgħar tal-Ewropa	Games of the Small States of Europe
Marca (gazzetta)	Marca (newspaper)
UE Engordany	UE Engordany
Siġġiewi	Siġġiewi
Xewkija	Xewkija
Ole Madsen	Ole Madsen
Pika ta' Turuchan	Turuchan pika
Caruana	Caruana
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 9	2010 FIFA World Cup qualification – UEFA Group 9
Roberto Gayón	Roberto Gayón
Cristal Arena	Cristal Arena
Francis Dickoh	Francis Dickoh
Senġi ta' erbat iswaba	Four-toed elephant shrew
Tarxien Rainbows FC	Tarxien Rainbows F.C.
Liebru Taljan	Corsican hare
Liebru ta' denbu abjad	White-tailed jackrabbit
Pika ta' Moupin	Moupin pika
Tupaja ż-żgħir	Pygmy treeshrew
Hibernians FC	Hibernians F.C.
Sarcophilus	Sarcophilus
Joseph Muscat	Joseph Muscat
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 4	2010 FIFA World Cup qualification – UEFA Group 4
Malta fil-Festival tal-Eurovision taż-Żgħar	Malta in the Junior Eurovision Song Contest
Kamil Mikulčík	Kamil Mikulčík
Glen De Boeck	Glen De Boeck
Premier League Malti 1923–24	1923–24 Maltese Premier League
Senġi ta' saqajħ skuri	Dusky-footed elephant shrew
Gipsy.cz	Gipsy.cz
Jurgen Cavens	Jurgen Cavens
Premier League Malti 1935–36	1935–36 Maltese Premier League
Oliver Friggieri	Oliver Friggieri
Jonathan Caruana	Jonathan Caruana
Hany Ramzy	Hany Ramzy
Carmel Busuttil	Carmel Busuttil
Mario Muscat	Mario Muscat
Senġi skur	Dusky elephant shrew
Stade Maurice Dufrasne	Stade Maurice Dufrasne
KSV Waregem	K.S.V. Waregem
Vito Plut	Vito Plut
Mohamed Soliman	Homos (footballer)
Tupaja Kalamjan	Calamian treeshrew
Soft law	Soft law
William Camenzuli	William Camenzuli
Michael Essien	Michael Essien
Elena Temnikova	Elena Temnikova
Senġi ċċangjat	Checkered elephant shrew
Bruno Pesaola	Bruno Pesaola
Ġorġ Borg Olivier	Giorgio Borġ Olivier
Ġiljan l-Ospitalier	Julian the Hospitaller
Stephen Wellman	Stephen Wellman
Terence Scerri	Terence Scerri
Francesco Laparelli	Francesco Laparelli
Melchiorre Gafà	Melchiorre Cafà
Silvio Appiani	Silvio Appiani
Enrico Mizzi	Enrico Mizzi
FC Bayern Munich II	FC Bayern Munich II
FC Red Bull Salzburg	FC Red Bull Salzburg
Festivalbar	Festivalbar
Fontana (Għawdex)	Fontana, Gozo
Westport (Irlanda)	Westport, County Mayo
Għasri	Għasri
Ta' Xbiex	Ta' Xbiex
Liebru tax-xgħari	Scrub hare
Opossum ta' denbu sufi	Bushy-tailed opossum
Mqabba	Mqabba
Ħal Għargħur	Għargħur
Gudja	Gudja
Premier League Malti 1922–23	1922–23 Maltese Premier League
Abraham Kumedor	Abraham Kumedor
Premier League Malti 2010–11	2010–11 Maltese Premier League
Carlo Mamo	Carlo Mamo
Karmenu Mifsud Bonnici	Karmenu Mifsud Bonnici
Pika ta' Sardinja	Sardinian pika
Liebru l-ġebel aħmar ta' Natal	Natal red rock hare
Simurq PFC	Simurq PIK
Chacodelphys	Chacoan pygmy opossum
Markapaġna	Bookmark
Madonna tal-Karmnu	Our Lady of Mount Carmel
Statistika tat-Tazza tad-Dinja tal-Futbol 2010	2010 FIFA World Cup statistics
Stejdjum Jan Breydel	Jan Breydel Stadium
Opossum bugeddum ta' mnieħru twil	Long-nosed caenolestid
Carmelo Borg Pisani	Carmelo Borg Pisani
Liebru Ċiniż	Chinese hare
Santa Luċija, Malta	Santa Luċija, Malta
Manuel Pinto da Fonseca	Manuel Pinto da Fonseca
Jum il-Ħelsien (Malta)	Freedom Day (Malta)
Premier League Malti 1909–10	1909–10 Maltese Premier League
Claude Mattocks	Claude Mattocks
Cynocephalus volans	Philippine flying lemur
Premier League Malti 1918–19	1918–19 Maltese Premier League
Premier League Malti 1916–17	1916–17 Maltese Premier League
Premier League Malti 1913–14	1913–14 Maltese Premier League
Premier League Malti 1914–15	1914–15 Maltese Premier League
Premier League Malti 1911–12	1911–12 Maltese Premier League
Premier League Malti 1917–18	1917–18 Maltese Premier League
Premier League Malti 1912–13	1912–13 Maltese Premier League
Laurent Ciman	Laurent Ciman
Premier League Malti 2000–01	2000–01 Maltese Premier League
K. Waterschei SV Thor Genk	K. Waterschei S.V. Thor Genk
Senġi ta' wiċċu griż	Grey-faced sengi
Luttu nazzjonali	National day of mourning
Apolonia Fier	KF Apolonia Fier
Senġi ta' widnejh tondi tal-Karù	Macroscelides proboscideus
Liverpool FC	Liverpool F.C.
Premier League Malti 1921–22	1921–22 Maltese Premier League
Premier League Malti 1919–20	1919–20 Maltese Premier League
Premier League Malti 1924–25	1924–25 Maltese Premier League
Premier League Malti 1920–21	1920–21 Maltese Premier League
Flor-de-Lis	Flor-de-Lis
FIFPro	FIFPro
Pika tat-Tramuntana	Northern pika
Antechinomys	Kultarr
Malcolm Macdonald	Malcolm Macdonald
Waldo's People	Waldo's People
Plantigrad	Plantigrade
Djalett Grieg-Kalabriż	Calabrian dialect (Greek)
Stade du Pays de Charleroi	Stade du Pays de Charleroi
Subphylum	Subphylum
Liebru Korean	Korean hare
West Asian Football Federation	West Asian Football Federation
Politika ta' Malta	Politics of Malta
Fortifikazzjonijiet ta' Żmien il-Kavallieri f'Malta	Fortifications of Malta
Bolla telegrafika	Telegraph stamp
FC Slavia-Mozyr	FC Slavia-Mozyr
Pika ta' Daurian	Daurian pika
Merlin (serje televiżiva)	Merlin (TV series)
Mqabba FC	Mqabba F.C.
Torrijiet ta' de Redin	De Redin towers
Tupaiidae	Tupaiidae
Demba Touré	Demba Touré
Tim nazzjonali tal-futbol ta' Malta (nisa)	Malta women's national football team
Premier League Malti 1928–29	1928–29 Maltese Premier League
Premier League Malti 1927–28	1927–28 Maltese Premier League
Premier League Malti 1926–27	1926–27 Maltese Premier League
Wikipedija:Ambaxxata	Wikipedia:Embassy
Fenek ta' denbu qotni ta' Dice	Dice's cottontail
Lutreolina	Lutrine opossum
Raimondo Vianello	Raimondo Vianello
Kampjonat tal-futbol Ingliż 1888-89	1888–89 Football League
Premier League Malti 1930–31	1930–31 Maltese Premier League
Premier League Malti 1929–30	1929–30 Maltese Premier League
Premier League Malti 1931–32	1931–32 Maltese Premier League
Premier League Malti 1932–33	1932–33 Maltese Premier League
Karmenu Vella	Karmenu Vella
Din l-Art Ħelwa	Din l-Art Ħelwa
KS Lushnja	KS Lushnja
Philander	Gray and black four-eyed opossum
Sliema Wanderers FC	Sliema Wanderers F.C.
Liebru ta' Yunnan	Yunnan hare
Caenolestes	Caenolestes
Jamie Pace	Jamie Pace
Pika tal-Afganistan	Afghan pika
Elephantulus	Elephantulus
Torri tal-Ħamrija	Hamrija Tower
Torri ta' Għajn Ħadid	Ghajn Hadid Tower
Torri tal-Madliena	Madliena Tower
Torri tal-Wardija	Wardija Tower
Aramajk ta' Ġesù	Language of Jesus
Scooch	Scooch
Senġi ta' taħt dahru dehebi	Golden-rumped elephant shrew
KS Kastrioti	KS Kastrioti
Tupaja ta' Nikobar	Nicobar treeshrew
Pangolin ta' Palaw	Philippine pangolin
Tazza Maltija	Maltese FA Trophy
Opossum bugeddum Peruvjan	Incan caenolestid
FK Tomori Berat	FK Tomori Berat
Kim Ojo	Kim Ojo
L-Ewwel Diviżjoni Maltija (nisa)	Maltese First Division (women)
Shkumbini Peqin	Shkumbini Peqin
Cohesion	Cohesion (computer science)
Grawnd Nazzjonali Ta' Qali	Ta' Qali National Stadium
Ekonomija ta' Malta	Economy of Malta
Liebru ta' Hainan	Hainan hare
Liebru ta' Tolai	Tolai hare
Liebru Ġappuniż	Japanese hare
Simon Busuttil	Simon Busuttil
Trofew Zarra	Zarra Trophy
Candies (grupp)	Candies (group)
Pika tax-xofftejn suwed	Plateau pika
Palazz tal-Gran Mastru	Grandmaster's Palace
Tazza tad-Dinja VIVA 2008	2008 Viva World Cup
Etienne Barbara	Etienne Barbara
ECHO (Kummissjoni Ewropea)	ECHO (European Commission)
Ravan Baku FC	Ravan Baku FK
FK Rudar Prijedor	FK Rudar Prijedor
Wikipedija:Glossarju	Wikipedia:Glossary
Ugo Pasquale Mifsud	Ugo Pasquale Mifsud
Francis Ebejer	Francis Ebejer
Girolamo Abos	Girolamo Abos
Joseph Howard	Joseph Howard (Prime Minister)
Vulkan (diżambigwazzjoni)	Vulkan
Pseudantechinus	False antechinus
Opossum ġurdien ta' denbu oħxon	Thylamys
Kategorija:Ġermanja	Category:Germany
Kategorija:Italja	Category:Italy
Kategorija:Stati Uniti	Category:United States
Kategorija:Russja	Category:Russia
Kategorija:Renju Unit	Category:United Kingdom
Kategorija:Spanja	Category:Spain
Kategorija:Indja	Category:India
Kategorija:Turkija	Category:Turkey
Kategorija:New Zealand	Category:New Zealand
Soċjetà tad-Duttrina Nisranija	Society of Christian Doctrine
Premier League Malti 1933–34	1933–34 Maltese Premier League
Premier League Malti 1934–35	1934–35 Maltese Premier League
Premier League Malti 1936–37	1936–37 Maltese Premier League
Premier League Malti 1937–38	1937–38 Maltese Premier League
Premier League Malti 1938–39	1938–39 Maltese Premier League
Pixxivoru	Piscivore
Senġi iswed u aħmar	Black and rufous elephant shrew
Opossum ta' denbu qasir	Short-tailed opossum
Flora ta' Malta	Flora of Malta
Phascolosorex	Marsupial shrew
It-Tielet Diviżjoni tal-Football League	Football League Third Division
Għana	Għana (folk music)
Ian Azzopardi	Ian Azzopardi
Kategorija:Afganistan	Category:Afghanistan
Kategorija:Alġerija	Category:Algeria
Kategorija:Awstrija	Category:Austria
Kategorija:Pajjiżi l-Baxxi	Category:Netherlands
Kategorija:Niġerja	Category:Nigeria
Kategorija:Polonja	Category:Poland
Kategorija:Portugall	Category:Portugal
Kategorija:Żvizzera	Category:Switzerland
Kategorija:Ukraina	Category:Ukraine
Kategorija:Vjetnam	Category:Vietnam
Kategorija:Fiżika	Category:Physics
Kategorija:Bijoloġija	Category:Biology
Kategorija:Kimika	Category:Chemistry
Kategorija:Storja	Category:History
Kategorija:Ġeografija	Category:Geography
Kategorija:Arti viżiva	Category:Visual arts
Kategorija:Reliġjon	Category:Religion
Kategorija:Sport	Category:Sports
Kategorija:Xjenza	Category:Science
Kategorija:Unjoni Ewropea	Category:European Union
Kategorija:Ċinema	Category:Film
Kategorija:Komunikazzjoni	Category:Communication
Liebru Indjan	Indian hare
Liebru tal-ġnub bojod	White-sided jackrabbit
Liebru Manċurjan	Manchurian hare
Dasycercus	Mulgara
Opossum sufi	Woolly opossum
Plejer tas-Sena tal-MFA	Maltese Player of the Year
Myoictis	Myoictis
Premier League 2011–12	2011–12 Premier League
George Mallia	George Mallia
George Vella	George William Vella
Fenek xkupilja	Brush rabbit
Lista ta' ħwawar u ħxejjex aromatiċi	List of culinary herbs and spices
Marco Ureña	Marco Ureña
Paramurexia	Broad-striped dasyure
Gohi Bi Zoro Cyriac	Gohi Bi Zoro Cyriac
Għawdex (stat indipendenti)	Gozo (independent state)
Assoċjazzjoni tal-futbol t'Għawdex	Gozo Football Association
Palazz ta' Sant'Anton	San Anton Palace
Torri tal-Għallis	Għallis Tower
Mikiel Gonzi	Mikiel Gonzi
Manwel Dimech	Manwel Dimech
Fenek ta' denbu qotni tal-Messiku	Mexican cottontail
Liebru tas-savana Afrikana	African savanna hare
Elezzjonijiet Ġenerali 2013 (Malta)	Maltese general election, 2013
Joseph Calleia	Joseph Calleia
Herman Vanderpoortenstadion	Herman Vanderpoortenstadion
Fenek ta' denbu qotni ta' Omiltemi	Omilteme cottontail
Stat kostrutt	Construct state
Miriam Spiteri Debono	Myriam Spiteri Debono
Andrei Agius	Andrei Agius
Jají	Jají, Venezuela
Jean Pierre Mifsud Triganza	Jean Pierre Mifsud Triganza
Jeffrey Chetcuti	Jeffrey Chetcuti
Kategorija:Mietu fl-2012	Category:2012 deaths
Partit Nazzjonalista	National Party
Jules Ottenstadion	Jules Ottenstadion
Julio Alcorsé	Julio Alcorsé
Juvenes Translatores	Juvenes Translatores
Kevin Sammut	Kevin Sammut
Kevin Borg	Kevin Borg
Phascogale	Phascogale
Ningaui	Ningaui
Marmosops	Marmosops
Lista ta' pajjiżi membri tal-Commonwealth tan-Nazzjonijiet	Member states of the Commonwealth of Nations
Mudell:Portal tmiem	Template:Box-footer
Senġi tal-blat tal-Punent	Western rock elephant shrew
Tupaja ta' Palaw	Palawan treeshrew
Pika ta' Glover	Glover's pika
Fenek tat-Tres Marias	Tres Marias rabbit
Pika ta' Royle	Royle's pika
Tupaja rqiq	Slender treeshrew
Ġeografija ta' Malta	Geography of Malta
Tupaja mpitter	Painted treeshrew
Senġi tas-Somalja	Somali elephant shrew
Christian Brüls	Christian Brüls
Pika ta' Pallas	Pallas's pika
Tupaja ta' denbu lixx tat-Tramuntana	Northern smooth-tailed treeshrew
Tupaja ta' denbu lixx ta' Borneo	Bornean smooth-tailed treeshrew
Senġi ta' wiċċu qasir	Short-snouted elephant shrew
Senġi tal-blat tal-Lvant	Eastern rock elephant shrew
Pika ta' Hoffmann	Hoffmann's pika
Pika ta' Gansu	Gansu pika
Tupaja ħamrani	Ruddy treeshrew
Fenek xkupilja ta' San Jose	San Jose brush rabbit
Tupaja strixxat	Striped treeshrew
Pika tal-widnejn kbar	Large-eared pika
No. 5, 1948	No. 5, 1948
Senġi tal-Afrika ta' Fuq	North African elephant shrew
Ħin tal-Afrika tal-Lvant	East Africa Time
Superspeċi	Superspecies
Peter Pullicino	Peter Pullicino
Kamra tad-Deputati ta' Malta	Parliament of Malta
Quartissimo	Quartissimo
Ben Yagan	Ben Yagan
Nicklas Helenius	Nicklas Helenius
Regenboogstadion	Regenboogstadion
Aleksandar Tonev	Aleksandar Tonev
Jacky Mathijssen	Jacky Mathijssen
Louis Galea	Louis Galea
Louis Grech	Louis Grech
Premier League Malti 2012–13	2012–13 Maltese Premier League
Premier League Malti 2011–12	2011–12 Maltese Premier League
Robin Henkens	Robin Henkens
Roei Dayan	Roei Dayan
Massimo Grima	Massimo Grima
Merkurju	Mercure
Jim Larsen	Jim Larsen
Logħob tal-Pajjiżi ż-Żgħar tal-Ewropa 2011	2011 Games of the Small States of Europe
Mustapha Jarju	Mustapha Jarju
Juan Antonio Villacañas	Juan Antonio Villacañas
Kategorija:Ekoloġija	Category:Ecology
Granivoru	Seed predation
Orycteropus	Orycteropus
Kategorija:Diżambigwazzjoni	Category:Disambiguation pages
Kategorija:Olimpjadi	Category:Olympic Games
Kategorija:Filosofija	Category:Philosophy
Kategorija:Psikoloġija	Category:Psychology
Kategorija:Buddiżmu	Category:Buddhism
Kategorija:Kristjaneżmu	Category:Christianity
Kategorija:Induiżmu	Category:Hinduism
Kategorija:Iżlam	Category:Islam
Kategorija:Ġudaiżmu	Category:Judaism
Oġġett	Object
Michael Degiorgio	Michael Degiorgio
Wallace Fernando Pereira	Wallace Fernando Pereira
Malta fil-Festival tal-Eurovision 2009	Malta in the Eurovision Song Contest 2009
Alashkert FC	Alashkert FC
Darren Keet	Darren Keet
Vule Trivunović	Vule Trivunović
Anderson Ribeiro	Anderson Ribeiro
Ahmed Samir Farag	Ahmed Samir Farag
Storja postali ta' Malta	Postage stamps and postal history of Malta
Melita FC	Melita F.C.
Davy De Fauw	Davy De fauw
Kanzunetta Maltija għall-Ewropa	Malta Song for Europe
Francisco Martos	Francisco Martos
Raymond Xuereb	Raymond Xuereb
Freethiel Stadion	Freethiel Stadion
Reuben Gauci	Reuben Gauci
Opossum nanu mistur tal-Bolivja	Unduavi gracile opossum
Ronaldo (diżambigwazzjoni)	Ronaldo (name)
Ryan Camilleri	Ryan Camilleri
Ryan Fenech	Ryan Fenech
Ġan Franġisk Abela	Giovanni Francesco Abela
Lingwa tas-Sinjali Olandiża	Dutch Sign Language
Forti Sant’Anġlu	Fort St Angelo
Hein Vanhaezebrouck	Hein Vanhaezebrouck
Peter Maes	Peter Maes
Alessia Marcuzzi	Alessia Marcuzzi
Shaun Bajada	Shaun Bajada
Barinya	Barinya
Michy Batshuayi	Michy Batshuayi
Frederik Vanderbiest	Frederik Vanderbiest
Malta fil-Festival tal-Eurovision 2013	Malta in the Eurovision Song Contest 2013
Alfabett Malti	Maltese alphabet
Storja ta' Arsenal FC (1966–preżent)	History of Arsenal F.C. (1966–present)
Prorastomus	Prorastomus
Harry Stafford	Harry Stafford
Stefan Sultana	Stefan Sultana
Francky Dury	Francky Dury
Premier League Malti 1946–47	1946–47 Maltese Premier League
Fright Night	Fright Night (band)
Bochotnica	Bochotnica
Librerija Bolivarjana ta' Mérida	Mérida Bolivarian Library
Juan Carlos Garrido	Juan Carlos Garrido
Tom Florie	Tom Florie
Fede Galizia	Fede Galizia
Stat Iżlamiku	Islamic State of Iraq and the Levant
Guillermo Burdisso	Guillermo Burdisso
Benedicta Boccoli	Benedicta Boccoli
Chucks Nwoko	Chucks Nwoko
Premier League Malti 1948–49	1948–49 Maltese Premier League
Premier League Malti 1945–46	1945–46 Maltese Premier League
Premier League Malti 1939–40	1939–40 Maltese Premier League
Premier League Malti 1947–48	1947–48 Maltese Premier League
Premier League Malti 1949–50	1949–50 Maltese Premier League
Premier League Malti 1969–70	1969–70 Maltese Premier League
Premier League Malti 1965–66	1965–66 Maltese Premier League
Premier League Malti 1955–56	1955–56 Maltese Premier League
Premier League Malti 1966–67	1966–67 Maltese Premier League
Premier League Malti 1952–53	1952–53 Maltese Premier League
Premier League Malti 1944–45	1944–45 Maltese Premier League
Premier League Malti 1956–57	1956–57 Maltese Premier League
Premier League Malti 1963–64	1963–64 Maltese Premier League
Premier League Malti 1961–62	1961–62 Maltese Premier League
Premier League Malti 1964–65	1964–65 Maltese Premier League
Premier League Malti 1962–63	1962–63 Maltese Premier League
