संयुक्त राज्य अमेरिका	United States
५८९	589
५२१	521
९२	92
५९७	597
३२९	329
१३३	133
४१३	413
२५८	258
२५९	259
१९६	196
२३६	236
७८९	789
३३२	332
६३१	631
४८७	487
६३८	638
४७३	473
१७६	176
१४३	143
६४३	643
५२३	523
२१५	215
१४८	148
२४७	247
४२४	424
६४१	641
४९२	492
६३९	639
२५६	256
४४१	441
१३१	131
१९१	191
४५०	450
६१२	612
६३५	635
६११	611
५३४	534
४८८	488
६०७	607
५२४	524
२८२	282
४७२	472
४७१	471
४९०	490
३१६	316
७९७	797
५११	511
२९५	295
५९८	598
३०३	303
२५०	250
५१५	515
५१२	512
४१८	418
३३३	333
२९४	294
२१७	217
२७७	277
५७८	578
३१२	312
२८४	284
२८३	283
२४१	241
२४३	243
२६२	262
४९८	498
३३६	336
३३४	334
२६६	266
२६१	261
४७०	470
३४९	349
२७१	271
२७५	275
२९२	292
२९६	296
३४५	345
४३१	431
३०४	304
५५०	550
५८६	586
५८८	588
५५४	554
२२९	229
५८३	583
२६५	265
२६३	263
५८५	585
५८२	582
५५६	556
४२०	420
२८०	280
५८१	581
५५८	558
३०२	302
३०९	309
३५३	353
३३५	335
३६७	367
३४४	344
२४५	245
२९०	290
४४९	449
३०८	308
२५५	255
४३९	439
३१९	319
३१८	318
२९९	299
४१९	419
४१६	416
३३८	338
३१०	310
३१५	315
३५९	359
३६०	360
२७३	273
२८६	286
२८८	288
२७८	278
४५५	455
५७७	577
५७५	575
४८२	482
४८६	486
५८०	580
५६७	567
५६४	564
५६१	561
३२८	328
३२५	325
३१७	317
५७४	574
५६६	566
२४९	249
३४८	348
४४२	442
४४३	443
२६७	267
२४४	244
२४८	248
३४३	343
५६२	562
४१७	417
२६८	268
५९०	590
२६९	269
४९९	499
४०९	409
४०५	405
४०६	406
४०३	403
४१४	414
४११	411
४१२	412
५६०	560
५९२	592
२७६	276
३१४	314
३२३	323
३६६	366
३६२	362
५४५	545
५३१	531
५१४	514
५१३	513
५३९	539
५३८	538
५१९	519
५१६	516
५२०	520
५२२	522
५२८	528
५०६	506
५२६	526
५०७	507
२१४	214
२१३	213
२१२	212
२२८	228
२२७	227
१४९	149
१७४	174
१८९	189
१९९	199
१४१	141
१३२	132
१२५	125
१२३	123
१४७	147
१४४	144
१९८	198
१७८	178
१७७	177
१८७	187
१९५	195
१८६	186
३४७	347
६२०	620
६२४	624
६०५	605
६२९	629
६१६	616
६१५	615
६४४	644
६४६	646
६३३	633
६३७	637
४३६	436
४३४	434
२९३	293
४२७	427
१८५	185
३२१	321
३२७	327
४३०	430
४४७	447
लिटिल रक	Little Rock, Arkansas
५६९	569
५६८	568
४४४	444
७९६	796
७९८	798
७९३	793
६८५	685
हार्टफोर्ड	Hartford, Connecticut
७९९	799
६८३	683
२७४	274
डोभर	Dover, Delaware
५७९	579
२८१	281
३०६	306
ISO 639	ISO 639
४३८	438
२९७	297
४२१	421
२९८	298
३५१	351
३५२	352
३५५	355
९५	95
९४	94
५९४	594
४४८	448
४४५	445
३०५	305
२३४	234
५६५	565
३८१	381
३८५	385
५५३	553
३०७	307
५८४	584
३४६	346
२५७	257
२८५	285
५९१	591
२८९	289
५६३	563
२५२	252
५९५	595
२४६	246
५९६	596
५९३	593
३५७	357
५७३	573
नेपाल भाषा	Newar language
५५९	559
५९९	599
३२६	326
३४१	341
३२२	322
३८६	386
३७४	374
३८०	380
१३६	136
३८२	382
३४२	342
३७३	373
३७२	372
ओक्लाहोमा सिटी	Oklahoma City
३७५	375
३८७	387
बोइज	Boise, Idaho
पालि Pāli	Pali
टालाहासे	Tallahassee, Florida
बिस्मार्क	Bismarck, North Dakota
३३१	331
३६५	365
३७९	379
कोलम्बिया	Columbia, South Carolina
सान्ता फे	Santa Fe, New Mexico
हेलेना	Helena, Montana
चेइनी	Cheyenne, Wyoming
डेस् म्वाने	Des Moines, Iowa
पियेरे	Pierre, South Dakota
कार्सन सिटी	Carson City, Nevada
टोपेका	Topeka, Kansas
र्यालेइ	Raleigh, North Carolina
ओलम्पिया	Olympia, Washington
रिचमन्ड	Richmond, Virginia
मेडिसन	Madison, Wisconsin
सालेम	Salem, Oregon
चार्ल्सटन	Charleston, West Virginia
३३९	339
३४०	340
३५४	354
३५६	356
३५८	358
३६१	361
३६३	363
३६४	364
३६८	368
३६९	369
३७०	370
३७१	371
३७६	376
३७७	377
३७८	378
३८३	383
३८४	384
३८८	388
३८९	389
३९०	390
३९१	391
३९२	392
३९३	393
३९४	394
३९५	395
३९६	396
३९७	397
३९८	398
३९९	399
२७९	279
४४०	440
५१७	517
५७२	572
२०२६	2026
२०२५	2025
२०२३	2023
२०२२	2022
२०२१	2021
२०४१	2041
२०४२	2042
२०४३	2043
२०४४	2044
२०४५	2045
२०४६	2046
२०४७	2047
२०४८	2048
२०४९	2049
२०५०	2050
२०५१	2051
२०५२	2052
२०५३	2053
२०५४	2054
२०५५	2055
२०५६	2056
२०५७	2057
२०५८	2058
२०५९	2059
जगद्गुरुरामभद्राचार्यः Jagadgururāmabhadrācāryaḥ	Rambhadracharya
वारिन्ग्स्फोर्ड	Waringsford
राथ्फ्रिलंद	Rathfriland
हिल्ल्स्बोरौघ, काउन्टी डाउन	Hillsborough, County Down
सैन्त्फ़िएल्द	Saintfield
कास्त्लेवेल्लन	Castlewellan
रोस्त्रेवोर	Rostrevor
अत्तिकाल्ल	Atticall
बल्ल्य्किंलेर	Ballykinler
बल्लेला	Ballela
बल्लू, काउन्टी डाउन	Balloo, County Down
बल्ल्य्होर्नन	Ballyhornan
कार्रोव्दोरे	Carrowdore
बल्ल्य्हल्बेर्ट	Ballyhalbert
अन्नालोंग	Annalong
बल्ल्य्मार्तीं	Ballymartin
किनाल्लें	Kinallen
लुर्गंविल्ले	Lurganville
गिब्सन'स हिल	Gibson's Hill
द्रोमारा	Dromara
पोर्तावोगिए	Portavogie
दोनघ्क्लोनेय	Donaghcloney
बल्ल्य्माच्मैने	Ballymacmaine
बल्ल्य्लेस्सों	Ballylesson
कांलिग़	Conlig
मोनेय्रेअघ	Moneyreagh
ब्लेअरी	Bleary
अन्नाक्लोने	Annaclone
दृमनेस	Drumaness
मघेरालिन	Magheralin
मोनेय्स्लाने	Moneyslane
मघेराकांलुस	Magheraconluce
बलल्य्स्केअघ	Ballyskeagh
मयोब्रिद्गे	Mayobridge
क्रेव्फोर्द्स्बुर्ण	Crawfordsburn
बल्ल्य्गोवान	Ballygowan
स्कारवा	Scarva
रवेर्नेट	Ravernet
तुल्ल्य्लिश	Tullylish
ग्रूम्स्पोर्ट	Groomsport
ग्रेयाब्बेय	Greyabbey
मोन्तेइथ, काउन्टी डाउन	Monteith, County Down
मिल्लिसले	Millisle
एदेंदेर्री, काउन्टी डाउन	Edenderry, County Down
स्त्रन्ग्फोर्ड	Strangford
अन्नाहिल्ट	Annahilt
मोइरा, काउन्टी डाउन	Moira, County Down
दृम्बेग	Drumbeg
वारिन्ग्स्तोवं	Waringstown
लौघ्ब्रिच्क्लंद	Loughbrickland
बल्ल्य्वाल्टर	Ballywalter
दृम्लौघ, राथ्फ्रिलंद	Drumlough, Rathfriland
कॉर्बेट	Corbet
क्लौघ	Clough
लौघिनिस्लंद	Loughinisland
क्लोघ्य	Cloghy
किल्लौघ	Killough
मज़ेतोवं	Mazetown
पोय्न्त्जपस	Poyntzpass
किल्लिन्च्य	Killinchy
किलचू, काउन्टी डाउन	Kilcoo, County Down
किल्लोवें	Killowen
दुन्नावल	Dunnaval
बुर्रें, काउन्टी डाउन	Burren, County Down
हेलेन'स बी	Helen's Bay
दृम्बो	Drumbo
ऊक्ष्ब्रिद्गे	Uxbridge, Massachusetts
लुर्गानारे	Lurganare
हिल्ल्तोवं, काउन्टी डाउन	Hilltown, County Down
किर्चुब्बिं, काउन्टी डाउन	Kircubbin, County Down
किल्ल्य्लेअघ	Killyleagh
कोयम्बत्तूर् बैपास् Koyambattūr Baipās	Coimbatore bypass
बिम्बिसारो	Bimbisara
मकोस्क़ुइन	Macosquin
अर्द्मोरे, काउन्टी लोंदोंदेर्री	Ardmore, County Londonderry
ग्लेनोने	Glenone
लेत्तेर्शेन्दोनेय	Lettershendoney
देर्र्य्नाफ्लाव	Derrynaflaw
देसेर्त्मर्तीं	Desertmartin
अर्द्गार्वन	Ardgarvan
उप्पेर्लान्ड्स	Upperlands
बामियान्-बुद्ध-पटिमायो	Buddhas of Bamiyan
बल्लेरिन	Ballerin
बल्ल्य्राशाने	Ballyrashane
अर्तिकेल्ली	Artikelly
बल्ल्य्रोरी	Ballyrory
बल्ल्य्मगुइगन	Ballymaguigan
बल्ल्य्रोनन	Ballyronan (County Londonderry)
अर्तिक्लावे	Articlave
बल्ल्य्केल्ली, काउन्टी लोंदोंदेर्री	Ballykelly, County Londonderry
सायन मिल्स	Sion Mills
२०६०	2060
फिवेमिलेतोवं	Fivemiletown
बुश्मिल्ल्स	Bushmills
बल्लीस्कूल्लीओन	Ballyscullion
बेल्लारेना	Bellarena
काम्प्सेय	Campsey
किल्लालू	Killaloo
नेव्बुइल्दिन्ग्स	Newbuildings
कास्त्लेरोच्क	Castlerock
बेल्लाघ्य	Bellaghy
अर्द्बोए	Ardboe
अर्द्ग्लास	Ardglass
कशेंडून	Cushendun
दृम्रैघ्लंद	Drumraighland
क्नोच्क्क्लोघ्रिम	Knockloughrim
दोव्न्हील्ल, काउन्टी लोंदोंदेर्री	Downhill, County Londonderry
किल्ल्य्वूल	Killywool
कर्रण, काउन्टी लोंदोंदेर्री	Curran, County Londonderry
वेद	Vishnuvardhana
देर्र्यत्रसना	Derrytrasna
गोर्त्नाहेय	Gortnahey
सुत्तपिटक	Sutta Pitaka
फोरेग्लें	Foreglen
ग्लैक	Glack
रिन्ग्सेंद, कोलेरैने	Ringsend, Coleraine
पार्क, काउन्टी लोंदोंदेर्री	Park, County Londonderry
माय्दोवं	Maydown
इनिश्रुष	Inishrush
गुल्लादुफ्फ़	Gulladuff
फीनी	Feeny
बस्तर	Bastar
२०६१	2061
थे लौप	The Loup
स्त्रैदार्रण	Straidarran
शंवेय	Shanvey
दृम्सुर्ण	Drumsurn
स्त्राव, काउन्टी लोंदोंदेर्री	Straw, County Londonderry
तम्लाघ्त, काउन्टी लोंदोंदेर्री	Tamlaght, County Londonderry
एग्लिंतों, काउन्टी लोंदोंदेर्री	Eglinton, County Londonderry
कास्त्लेदाव्सों	Castledawson
लार्ग्य	Largy
किल्रा	Kilrea
नेव्तोव्न्बुत्लेर	Newtownbutler
ब्रौघ्शाने	Broughshane
क्लौद्य	Claudy
मघेरा	Maghera
औघफत्तें	Aughafatten
मौन्त्नोर्रिस	Mountnorris
बल्ल्य्माच्नाब	Ballymacnab
अहोघिल्ल	Ahoghill
अघली	Aghalee
अघगाल्लों	Aghagallon
बल्ल्य्बोग्य	Ballybogy
ब्रूम्हिल्ल, काउन्टी अर्माघ	Broomhill, County Armagh
बेल्लीक्स, काउन्टी अर्माघ	Belleeks
स्तोनेय्फोर्ड, काउन्टी अंतरिम	Stoneyford, County Antrim
बल्ल्येअस्तों	Ballyeaston
कल्लाविल्ले	Cullaville
बल्लिन्तोय	Ballintoy
बन्न्फूत	Bannfoot
क्रेअघ	Creagh
देर्र्य्गोंनेल्ली	Derrygonnelly
व्हितेहेअद, काउन्टी अंतरिम	Whitehead, County Antrim
कार्रिच्कनेस	Carrickaness
बल्ल्य्लिन्ने	Ballylinney
हमिल्तोंस्बवं	Hamiltonsbawn
बल्ल्य्गाल्ले	Ballygalley
नेव्तोव्न्हामिल्तों	Newtownhamilton
काम्लौघ	Camlough
डोरसे विल्लगे	Dorsey, County Armagh
दुन्गिवें	Dungiven
दुन्सेवेरिच्क	Dunseverick
क्लाद्य्मोरे	Cladymore
क्लोंमोरे, काउन्टी अर्माघ	Clonmore, County Armagh
कोर्रिन्शेगो	Corrinshego
व्हितेक्रोस, काउन्टी अर्माघ	Whitecross, County Armagh
बल्ल्य्नुरे	Ballynure
ग्रीनिस्लंद	Greenisland
क्रेग्गन, काउन्टी अर्माघ	Creggan, County Armagh
बल्ल्य्रोबेर्ट	Ballyrobert
कल्ल्य्हन्ना	Cullyhanna
किल्ल्य्लेअ	Killylea
बल्ल्य्वोय	Ballyvoy
किल्लीन, काउन्टी अर्माघ	Killean, County Armagh
बेन्दूराघ	Bendooragh
बल्ल्यस्त्रुद्देर	Ballystrudder
बुच्कना	Buckna
मिद्द्लेतोवं, काउन्टी अर्माघ	Middletown, County Armagh
कार्नाल्बनाघ	Carnalbanagh
दर्क्ले	Darkley
किल्मोरे, काउन्टी अर्माघ	Kilmore, County Armagh
मर्केथिल्ल	Markethill
बल्नामोरे	Balnamore
देर्र्य्हाले	Derryhale
देर्र्य्नूसे	Derrynoose
देर्र्य्माकाश	Derrymacash
क्रैगारोगन	Craigarogan
कार्न्लौघ	Carnlough
कल्ल्य्बच्केय	Cullybackey
किल्लेअद	Killead
अन्नाघ्मोरे	Annaghmore
एदेनावेय्स	Edenaveys
दृमिन्ती	Dromintee
अन्नाहुघ	Annahugh
क्नोच्क्नाकार्री	Knocknacarry
केल्ल्स, काउन्टी अंतरिम	Kells, County Antrim
लिस्नादिल्ल	Lisnadill
दोनेगोरे	Donegore
फोर्खिल्ल	Forkhill
लिस्ला	Lislea
द्रैंस बी	Drains Bay
देर्वोच्क	Dervock
दोअघ	Doagh
दुनाद्री	Dunadry
रिछिल्ल, काउन्टी अर्माघ	Richhill, County Armagh
मद्देन, काउन्टी अर्माघ	Madden, County Armagh
चर्लेमोंत	Charlemont, County Armagh
दुन्द्रोड़	Dundrod
दुन्लोय	Dunloy
ग्लेबे, काउन्टी त्य्रोने	Glebe, County Tyrone
मुल्लाघ्बवं	Mullaghbawn
ग्ल्यन्न	Glynn
ग्लेनोए	Glenoe
ग्रोग्गन	Groggan
गवली'स गाते	Gawley's Gate
ग्लेनाव्य	Glenavy
अल्देर्ग्रोवे, काउन्टी अंतरिम	Aldergrove, County Antrim
केश्ब्रिद्गे	Keshbridge
क्रोस्स्माग्लें	Crossmaglen
लौघ्माक्रोरी	Loughmacrory
बल्ल्य्गाव्ले, काउन्टी त्य्रोने	Ballygawley, County Tyrone
रशार्किन	Rasharkin
अर्मोय, काउन्टी अंतरिम	Armoy, County Antrim
मुल्लाघ्ग्लास	Mullaghglass
ब्लाच्क्वातेर्तोवं	Blackwatertown
लुर्गानुरे	Lurganure
मुल्लाघ्ब्रैक	Mullaghbrack
लौघ्गुइले	Loughguile
क्लौघ्मिल्ल्स	Cloughmills
मुल्लाविल्ली-लौरेल्वाले	Laurelvale
पोर्ताफेर्री	Portaferry
दोनाघ्मोरे, काउन्टी त्य्रोने	Donaghmore, County Tyrone
तन्द्रगी	Tandragee
बेस्स्ब्रूक	Bessbrook
मघेरामोरने	Magheramorne
त्य्नन	Tynan
मोस-साइड, काउन्टी अंतरिम	Moss-Side, County Antrim
स्कोत्च स्ट्रीट	Scotch Street
मोनेय्ग्लास	Moneyglass
मघबेर्री	Maghaberry
फिन्तोना	Fintona
क्रुम्लिन, काउन्टी अंतरिम	Crumlin, County Antrim
दृम्नाकान्व्य	Drumnacanvy
दोल्लिन्ग्स्तोवं	Dollingstown
मुल्लाघ्बोय	Mullaghboy
पोर्त्ब्रअड्डों	Portbraddon
स्त्रनोचुम	Stranocum
पोर्त्बल्लिन्त्राए	Portballintrae
पोर्त्ग्लेनोने	Portglenone
अच्तों, काउन्टी अर्माघ	Acton, County Armagh
गर्वघेय	Garvaghey
मिल्ल्तोवं, काउन्टी अंतरिम	Milltown, County Antrim
तुल्ल्य्नाक्रोस	Tullynacross
तेम्प्लेपत्रिच्क	Templepatrick
देर्र्यद्द	Derryadd
तुमे	Toome
रोचक, काउन्टी त्य्रोने	Rock, County Tyrone
मगुइरेस्ब्रिद्गे	Maguiresbridge
क्लोघेर	Clogher
मोनेय्मोरे	Moneymore
औघ्नाक्लोय, काउन्टी त्य्रोने	Aughnacloy, County Tyrone
लिस्नस्केअ	Lisnaskea
द्रोमोरे, काउन्टी त्य्रोने	Dromore, County Tyrone
लिस्बेल्लाव	Lisbellaw
ग्रेय्स्तील	Greysteel
स्त्रथ्फोय्ले	Strathfoyle
गिल्फोर्ड	Gilford
अर्दस्त्रव	Ardstraw
द्रपेर्स्तोवं	Draperstown
बल्लिनामाल्लार्ड	Ballinamallard
इर्विनेस्तोवं	Irvinestown
रोस्स्ला	Rosslea
किल्ल्य्मन	Killyman
कशेन्दल्ल	Cushendall
पर्क्गते, काउन्टी अंतरिम	Parkgate, County Antrim
दुन्दृम, काउन्टी डाउन	Dundrum, County Down
क्रोस्स्गर	Crossgar
तोबेर्मोरे	Tobermore
केश, काउन्टी फेर्मनाघ	Kesh, County Fermanagh
जगद्गुरुरामभद्राचार्यविकलाङ्गनिखिलविज्जालय Jagadgururāmabhadrācāryavikalāṅganikhilavijjālaya	Jagadguru Rambhadracharya Handicapped University
नेपाल स्काउट	Nepal Scouts
साणोदा	Sanoda
नेव्तोव्न्स्तेवार्ट	Newtownstewart
बेल्लीक, काउन्टी फेर्मनाघ	Belleek, County Fermanagh
मोय, काउन्टी त्य्रोने	Moy, County Tyrone
दृम्लौघ, हिल्ल्स्बोरौघ	Drumlough, Hillsborough
कल्मोरे	Calmore
गर्वघ	Garvagh
कोअघ	Coagh
तुलसी पीठम् Tulasī Pīṭham	Tulsi Peeth
तुल्ल्य्होगुए	Tullyhogue
कास्त्लेदेर्ग	Castlederg
काप्पघ	Cappagh
विभाग:Wikipedia bots	Category:All Wikipedia bots
पोमेरॉय, काउन्टी त्य्रोने	Pomeroy, County Tyrone
बलानी	Blaney
बेल्लानालेच्क	Bellanaleck
सका, काउन्टी फेर्मनाघ	Skea, County Fermanagh
क्लाब्ब्य	Clabby
लिस्नारिच्क	Lisnarick
बल्ल्य्कास्सिद्य	Ballycassidy
अर्नी	Arney
अघदृम्सी	Aghadrumsee
मच्कें	Macken
देर्र्य्वोरे	Derryvore
दृम्लाघ्य	Drumlaghy
होल्य्वेल्ल, काउन्टी फेर्मनाघ	Holywell, County Fermanagh
देर्र्य्लिन	Derrylin
बोहो, काउन्टी फेर्मनाघ	Boho, County Fermanagh
लैक, काउन्टी फेर्मनाघ	Lack, County Fermanagh
लेत्तेर्ब्रीन	Letterbreen
तीमोरे	Teemore
मोना	Monea
त्रोरी	Trory
मघेरावीली	Magheraveely
तुल्ल्य्होम्मों	Tullyhommon
तम्लाघ्त, काउन्टी फेर्मनाघ	Tamlaght, County Fermanagh
Wikipedia:Administrators	Wikipedia:Administrators
अल्त्मोरे	Altmore
पटिरूप:Bot	Template:Bot
विक्टोरिया ब्रिद्गे, काउन्टी त्य्रोने	Victoria Bridge, County Tyrone
दोनेमाना	Donemana
अल्तामुस्किन	Altamuskin
अर्तिगार्वन	Artigarvan
अल्तिशाने	Altishane
देर्र्य्चरिन	Derrycrin
प्लुम्ब्रिद्गे	Plumbridge
ग्रंविल्ले, काउन्टी त्य्रोने	Granville, County Tyrone
क्लाद्य, काउन्टी त्य्रोने	Clady, County Tyrone
दोनाघेय	Donaghey
दृम्नाकिल्ली	Drumnakilly
सिक्स्मिलेक्रोस	Sixmilecross
कार्रिच्क्मोरे	Carrickmore
कालेदों, काउन्टी त्य्रोने	Caledon, County Tyrone
ग्रीन्कास्तले, काउन्टी त्य्रोने	Greencastle, County Tyrone
इग्लिश	Eglish
औघेर	Augher
स्तेवार्त्स्तोवं, काउन्टी त्य्रोने	Stewartstown, County Tyrone
द्रुम्क़ुइन	Drumquin
एर्गानाघ	Erganagh
दौग्लास ब्रिद्गे	Douglas Bridge
सेस्किनोरे	Seskinore
कार्न्तील	Carnteel
क्लोनोए	Clonoe
बल्ल्य्मागोर्री	Ballymagorry
किल्द्रेस	Kildress
गिल्ल्य्गूली	Gillygooly
गल्बल्ली, काउन्टी त्य्रोने	Galbally, County Tyrone
ब्र्यांस्फोर्ड	Bryansford
लंदाहौस्स्य	Landahaussy
गोर्तीं	Gortin
ग्लेंमोर्नन	Glenmornan
एदेर्नी	Ederny
पटिरूप:Documentation	Template:Documentation
विभाग:Deleteme	Category:Wikipedia deletion
सुंग जय-की	Sung Jae-gi
अघदोवेय	Aghadowey
अन्न्स्बोरौघ	Annsborough
पटिरूप:Softredirect	Template:Soft redirect
पटिरूप:Delete	Template:Db
बल्ल्य्कार्री	Ballycarry
बनाघेर, काउन्टी लोंदोंदेर्री	Banagher, County Londonderry
बेल्कोओ	Belcoo
बेन्बुर्ब	Benburb
ब्लाच्क्स्कुल्ल	Blackskull
ब्रच्कविल्ले	Brackaville
ब्रेअद्य	Bready
ब्रोच्कघ	Brockagh
ब्रूकेबोरौघ	Brookeborough
बुर्न्फूत, काउन्टी लोंदोंदेर्री	Burnfoot, County Londonderry
पटिरूप:Navbox	Template:Navbox
कापेकास्तले	Capecastle
कार्गन	Cargan
कार्न्कास्तले	Carncastle
कार्रोव्क्लारे	Carrowclare
कार्र्यब्रिद्गे	Carrybridge
कस्त्लेकौल्फ़िएल्द	Castlecaulfield
क्लाद्य, काउन्टी लोंदोंदेर्री	Clady, County Londonderry
क्लानाबोगन	Clanabogan
क्लोघ, काउन्टी अंतरिम	Clogh, County Antrim
कोल्लेगेलंद, काउन्टी अर्माघ	Collegeland, County Armagh
क्रेनाघ	Cranagh
कल्नाद्य	Culnady
देर्र्य्मोरे, काउन्टी अंतरिम	Derrymore, County Antrim
दोनाघ	Donagh
दूइश	Dooish
दृम्मुल्लन	Drummullan
एदेंदेर्री, काउन्टी त्य्रोने	Edenderry, County Tyrone
पटिरूप:Tnavbar	Template:Navbar
पटिरूप:Clear	Template:Clear
फ़्लोरेन्केकौर्त	Florencecourt
पटिरूप:Babel	Template:Babel
पटिरूप:Reflist	Template:Reflist
गम्ब्लेस्तोवं	Gamblestown
गर्रिसों, काउन्टी फेर्मनाघ	Garrison, County Fermanagh
गर्वेताघ	Garvetagh
पटिरूप:Stub	Template:Stub
पटिरूप:User da-2	Template:User da-2
पटिरूप:User en-3	Template:User en-3
पटिरूप:User en-2	Template:User en-2
पटिरूप:User en	Template:User en
पटिरूप:User fi-1	Template:User fi-1
ग्लेनार्म	Glenarm
गोर्ताक्लारे	Gortaclare
गोशेदन	Goshedan
ग्रासहिल्ल	Gracehill
ग्रंगे कॉर्नर	Grange Corner
पटिरूप:Mod	Template:Mod
पटिरूप:User sv	Template:User sv
पटिरूप:Sidebar	Template:Sidebar
पटिरूप:User hi-3	Template:User hi-3
पटिरूप:देश	Template:Infobox country
पटिरूप:Documentation/docname	Template:Documentation/docname
पटिरूप:Featured article	Template:Featured article
पटिरूप:Documentation/start box	Template:Documentation/start box
पटिरूप:Documentation/end box2	Template:Documentation/end box2
पटिरूप:Documentation/start box2	Template:Documentation/start box2
पटिरूप:Template other	Template:Template other
हल्फ्पेंन्य गाते	Halfpenny Gate
पटिरूप:Pp-template	Template:Pp-template
हिल्ल्हाल्ल	Hillhall
पटिरूप:Birth date	Template:Birth date and age
पटिरूप:Top icon	Template:Top icon
पटिरूप:Icon	Template:Icon
पटिरूप:User no-2	Template:User no-2
पटिरूप:Documentation subpage	Template:Documentation subpage
पटिरूप:Emergency-bot-shutoff	Template:Emergency-bot-shutoff
पटिरूप:Nobold	Template:Nobold
पटिरूप:Tlf	Template:Tlf
जोनेस्बोरौघ, काउन्टी अर्माघ	Jonesborough, County Armagh
कतेस्ब्रिद्गे	Katesbridge
केल्ल्स्वटर	Kellswater
विभाग:User en-N	Category:User en-N
किल्लें, काउन्टी त्य्रोने	Killen, County Tyrone
किल्लेटर	Killeter
किल्स्कीरी	Kilskeery
किनाव्ले	Kinawley
क्नोच्क्मोय्ले	Knockmoyle
पटिरूप:High-use	Template:High-use
लाव्रेंसतोवं, काउन्टी डाउन	Lawrencetown, County Down
स्पेनस्य: प्रकाश स्तंभ	List of lighthouses in Spain
लोंग्केश	Longkesh
लौघ्गिल्ली	Loughgilly
पटिरूप:Bar percent	Template:Bar percent
मघेरामासों	Magheramason
मघेरी	Maghery
मर्तिन्स्तोवं, काउन्टी अंतरिम	Martinstown, County Antrim
मिघ	Meigh
मिल्फोर्ड, काउन्टी अर्माघ	Milford, County Armagh
मिल बी, नोर्ठेर्ण इरेलंद	Mill Bay, County Antrim
मिल्ल्बंक, काउन्टी अंतरिम	Millbank, County Antrim
मोनेय्नेंय	Moneyneany
मूर्तोवं, काउन्टी त्य्रोने	Moortown, County Tyrone
मौन्त्फ़िएल्द, काउन्टी त्य्रोने	Mountfield, County Tyrone
मौन्थिल्ल	Mounthill
मोय्गाशेल	Moygashel
विभाग:१९९०	Category:1990
नेव्मिल्ल्स	Newmills
नेव्तोवं क्रोम्मेलिन	Newtown Crommelin
निक्सों'स कॉर्नर	Nixon's Corner
रौघ्फोर्ट	Roughfort
संधोलेस	Sandholes
सीफोर्दे	Seaforde
शंमाघेरी	Shanmaghery
शीप्तोवं	Sheeptown
श्रीग्ले (विल्लगे)	Shrigley, County Down
सिल्वेर्ब्रिद्गे, काउन्टी अर्माघ	Silverbridge, County Armagh
सपा, काउन्टी डाउन	Spa, County Down
स्पमौंत	Spamount
स्प्रिन्ग्फ़िएल्द, काउन्टी फेर्मनाघ	Springfield, County Fermanagh
स्त्रैद	Straid
तम्नामोरे	Tamnamore
तर्ताराघन	Tartaraghan
टेम्पो, काउन्टी फेर्मनाघ	Tempo, County Fermanagh
थे बिर्चेस, काउन्टी अर्माघ	The Birches, County Armagh
त्रिल्लिच्क	Trillick
उप्पेर बल्लिन्देर्री	Upper Ballinderry
वाशिंग बी	Washing Bay
वातेर्फूत, काउन्टी अंतरिम	Waterfoot, County Antrim
व्हितेरोच्क, नोर्ठेर्ण इरेलंद	Whiterock, County Down
पटिरूप:हिन्दू धम्म	Template:Hinduism
पटिरूप:User sa-3	Template:User sa-3
पटिरूप:User pi-3	Template:User pi-3
पटिरूप:Ombox/core	Template:Ombox/core
बेरघ	Beragh
पटिरूप:User nn-1	Template:User nn-1
किल्लदेअस	Killadeas
पटिरूप:Tls	Template:Tls
लौघ्गाल्ल	Loughgall
रौस्क्य	Rousky
पटिरूप:Noitalic	Template:Noitalic
किल्ले, काउन्टी त्य्रोने	Killay, County Tyrone
तुल्ल्य्विग्गन	Tullywiggan
स्वत्रघ	Swatragh
दुन्नामोरे	Dunnamore
लोवेर बल्लिन्देर्री	Lower Ballinderry
नेव्तोव्न्क्लोघोगे	Newtowncloghoge
विसेस:RecentChanges	Special:RecentChanges
Module:HtmlBuilder	Module:HtmlBuilder
