Afrika	Africa
Saableyda feeraha	Human rib cage
Huguri	Throat
Wikipedia:Maqaallo Xul Ah	Wikipedia:Featured articles
Maalmaha	Daylight
Aduunka	World
Wikipedia:Goob	Wikipedia:Village pump
Nanjing	Nanjing
Mayotte	Mayotte
Goobo	Circle
Cesc Fàbregas	Cesc Fàbregas
Mobile	Mobile phone
Goronyo	Ostrich
Kuuriya	Korea
Manchester	Manchester
1000	1000
999	999
Yeey	Gray wolf
1955	1955
1954	1954
1953	1953
1951	1951
1950	1950
1946	1946
1943	1943
1942	1942
1940	1940
1939	1939
1938	1938
1937	1937
1936	1936
Manchester United FC	Manchester United F.C.
1935	1935
1934	1934
Axdiga Cusub	New Testament
Qafqaas	Caucasus
Sagaal	9 (number)
Dabaqaroof	Scorpion
Koobka Adduunka	FIFA World Cup
Boolo	Pelican
Macdin Alkaliini ah	Alkali metal
Macdin dhuleed ah	Alkaline earth metal
Rafael Correa	Rafael Correa
Transitional Metal	Transition metal
Bir la Mood	Metalloid
Bir Ma Ahe	Nonmetal
Guruubka 17	Halogen
Neefta Gobta	Noble gas
5	5
4	4
3	3
Boqorad	Queen regnant
2	2
Buqarest	Bucharest
Louvre	Louvre
Motorhead	Motörhead
Dameer	Donkey
Wikipedia:Maqaal Cusub	Wikipedia:Good articles
6	6
Axdigii Hore	Old Testament
Saddax-xagal	Triangle
Lady Gaga	Lady Gaga
Luqada Hindo Yurub	Indo-European languages
Breinigerberg	Breinigerberg
Muammar Qadaafi	Muammar Gaddafi
Shabeel	Tiger
Francesco Totti	Francesco Totti
PSY	Psy
Nissan	Nissan
Booyad	Tank truck
Walhade	Pendulum
Samsung	Samsung
Skandinafiyen	Scandinavia
Aruba	Aruba
Smartphone	Smartphone
Shidaal	Petroleum
Isuduwe Habka Juqraafiga	Geographic coordinate system
Banki	Bank
1	1
10	10
20	20
30	30
Abkhazia	Abkhazia
40	40
9	9
7	7
8	8
Todoba	7 (number)
Sideed	8 (number)
Todobaad	Week
Deero	Deer
Baraf	Ice
Toon	Garlic
Musée d'Orsay	Musée d'Orsay
Anthroboloji	Anthropology
Badacas	Red Sea
13	13
Koonfur Ossetia	South Ossetia
Ulan Bator	Ulan Bator
51	51
Jasiirad	Island
Cad	White
Madaw	Black
37	37
900	900
Lordi	Lordi
Basal	Onion
Lix	6 (number)
700	700
Yaanyo	Tomato
George H. W. Bush	George H. W. Bush
68	68
89	89
11	11
Quang Binh	Quảng Bình Province
Entrena	Entrena
Dhulbare	Equator
NASA	NASA
Benito Mussolini	Benito Mussolini
15	15
14	14
17	17
500	500
150	150
Qaamuus	Dictionary
Bermuda	Bermuda
Madax	Head
Wellington	Wellington
23	23
800	800
Heesta qaranka	National anthem
42	42
Afarta jiho	Cardinal direction
18	18
Nuurad	Limestone
19	19
16	16
21	21
26	26
41	41
32	32
33	33
Falastiin	Palestine
Valletta	Valletta
200	200
38	38
43	43
39	39
24	24
79	79
61	61
104	104
29	29
102	102
100	100
Haramcad	Cheetah
Arabsiyo	Arabsiyo
Afarta xilli	Season
101	101
105	105
108	108
Dhuxul Dhagax	Coal
22	22
46	46
25	25
153	153
156	156
31	31
28	28
Liverpool	Liverpool
85	85
88	88
76	76
54	54
60	60
47	47
Guumees	Owl
Nederlaan Antiilis	Netherlands Antilles
Bahda Bisada	Felidae
Ambeer	Ampere
Isotope	Isotope
Göteborg	Gothenburg
Culeys	Weight
Geed Timir	Date palm
Burris	Hammer
Racibórz	Racibórz
Odense	Odense
Kobe Bryant	Kobe Bryant
Luqadaha Berberiga	Berber languages
600	600
400	400
300	300
Tilburg	Tilburg
Dayax gacmeed	Satellite
Horseed FC	Horseed FC
Taylor Swift	Taylor Swift
Khaalid bin Waliid	Khalid ibn al-Walid
Bariga Afrika	East Africa
Fiat	Fiat Automobiles
Bartamaha Ameerika	Central America
Af-Cafari	Afar language
Magrib	Maghreb
Amxaari	Amharic
36)	36
Tin	Hair
Wareeg	Perimeter
Portal:Af-maal	Portal:Language
Dhicis	Miscarriage
Dhar	Textile
Kacdoonka masar	Egyptian Revolution of 2011
Willis Tower	Willis Tower
Kacbada	Kaaba
Beatriks	Beatrix of the Netherlands
Isuzu	Isuzu Motors
Dublad	Funnel
159	159
107	107
103	103
152	152
240	240
197	197
70	70
Duqa	Mayor
81	81
69	69
87	87
65	65
66	66
67	67
55	55
34	34
44	44
35	35
64	64
151	151
155	155
50	50
260	260
45	45
49	49
230	230
Zhengzhou	Zhengzhou
154	154
52	52
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
91	91
190	190
109	109
53	53
270	270
Madaxweyne	President
63	63
86	86
401	401
99	99
98	98
110	110
137	137
138	138
140	140
130	130
210	210
220	220
Dell	Dell
180	180
158	158
157	157
106)	106
48	48
97	97
Yuumbi	Marlin
56	56
93	93
Alofi	Alofi, Niue
57	57
Jamestown	Jamestown, Saint Helena
Walaal	Sibling
170	170
171	171
172	172
58	58
59	59
139	139
134	134
135	135
96)	96
92	92
133	133
176	176
131	131
Fowdo	Anarchy
Jasiirad Dhuleedka Carabta	Arabian Peninsula
250	250
280	280
290	290
Mindi	Knife
Masaajid	Mosque
Akon	Akon
Dumnad	Dominoes
174	174
International Standard Book Number	International Standard Book Number
132	132
178	178
Luqadaha Tashaadiga	Chadic languages
Drake	Drake (rapper)
Luqadaha Kushiitiga	Cushitic languages
Afguri	Dialect
95	95
94	94
257	257
Biriq	Lightning
Gacan	Hand
Luqadaha Omotik	Omotic languages
Af-Oromo	Oromo language
Caleen	Leaf
Jilaa	Actor
Niue	Niue
Luqadaha Semitiga	Semitic languages
Justin Bieber	Justin Bieber
Xusni Mubaarak	Hosni Mubarak
Af-Tigrinya	Tigrinya language
Af-Tigre	Tigre language
Dhululubo	Cylinder (geometry)
Subag	Butter
Yaasir Carafaat	Yasser Arafat
Fara-ka hadal	Sign language
136	136
Injiil	Gospel
Alexander Graham Bell	Alexander Graham Bell
Tasmaniya	Tasmania
Rotterdam	Rotterdam
Saabuun	Soap
Cabdillahi ibn Cabdi al Mudalib	Abdullah ibn Abdul-Muttalib
Mošovce	Mošovce
Zeyd Binu Xaaritha	Zayd ibn Harithah
Shakira	Shakira
Jaamacadda Oxford	University of Oxford
Maxamuud Axmadinajaad	Mahmoud Ahmadinejad
CD	Compact disc
Al-Qaacida	Al-Qaeda
Maxamed Al-faatex	Mehmed the Conqueror
Jeer	Hippopotamus
Far	Digit (anatomy)
Furaat	Euphrates
Gacanka Faarsiga	Persian Gulf
Cilmiga bulshada	Social science
Somaliland	Somaliland
Ciida sanadka cusub	New Year
Babaay	Papaya
Brisbane	Brisbane
Fiitamiin	Vitamin
Towraad	Torah
Koonfur Joorjiya iyo Koonfurta Jasiiradaha Sanwij	South Georgia and the South Sandwich Islands
Maahmaah	Proverb
Noemi	Noemi (singer)
Website	Website
Ido	Ido (language)
Sumeer	Sumer
Kolonbo	Colombo
Dariishad	Window
Medina	Medina
Akkadiyaan	Akkadian language
Booliis	Police
UEFA	UEFA
Tigris	Tigris
Koonfur Australia (gobol)	South Australia
Baarlamaan	Parliament
Maatar	Matter
Jaamacadda Cambridge	University of Cambridge
Fulinta (Dawlad)	Executive (government)
Hurdo	Sleep
Neefta	Asthma
Doon	Boat
Queensland	Queensland
Mohammed ali Clay,	Muhammad Ali
Beyoncé Knowles	Beyoncé
Urur	Set (mathematics)
Siligo	Siligo
Af-Maay	Maay language
Riyo	Dream
Bur	Flour
Dhigaha	Longitude
Kimikal dibusocod	Chemical reaction
Den Haag	The Hague
Goriila	Gorilla
Daylight saving time	Daylight saving time
Daanta galbeed	West Bank
Maraykanka assalkoodii	Indigenous peoples of the Americas
Siinaa	Sinai Peninsula
Albaab	Door
Rihanna	Rihanna
Hargab Doofaar	Swine influenza
Cinjo	Nail (anatomy)
Ugaadhsi	Hunting
Toshiro Mifune	Toshiro Mifune
Waji	Face
Aleksander Fileming	Alexander Fleming
Musmaar	Nail (fastener)
Nabi Suleymaan C.S.	Solomon
Yahoo	Yahoo!
AK-47	AK-47
Mowjad	Wave
Dhexroor	Diameter
Bare	Teacher
Internet Movie Database	Internet Movie Database
Dalai Lama	Dalai Lama
Jilib (xubin)	Knee
ISO 4217	ISO 4217
Tomas hobis	Thomas Hobbes
Campora San Giovanni	Campora San Giovanni
Jirjiroole	Chameleon
Cusmaan bin Cafaan	Uthman
Jaandi	Alloy
Nafto	Diesel fuel
Qare	Watermelon
Toban iyo shan	15 (number)
Rikter Cabir	Richter magnitude scale
Xamaas	Hamas
Ruhollah Khomeini	Ruhollah Khomeini
Rajab Dayib Erdogaan	Recep Tayyip Erdoğan
Mug	Volume
Jamaal Cabdinaasir	Gamal Abdel Nasser
Bluetooth	Bluetooth
Cali	Ali
Marinka Gaza	Gaza Strip
Radio Studio 54 Network	Radio Studio 54 Network
Cabitaan	Drink
Qoori	Beach
Qabaal	Ellipse
Hobart	Hobart
Dayax Gacmeed	Spacecraft
Doorashada	Election
Iskudhufasho	Multiplication
Saxaraha Galbeed	Sahrawi Arab Democratic Republic
.et	.et
Geeska Afrika	Horn of Africa
Lisa Gerrard	Lisa Gerrard
Nabi Yaxye C.S.	John the Baptist
Jennifer Lopez	Jennifer Lopez
Faraq	Subtraction
Breda (Netherlands)	Breda
Shuban	Diarrhea
Nancy	Nancy, France
Honiara	Honiara
PH	PH
Asiyriya	Assyria
Qardhaas	Rhombus
Xayla Siilaasi	Haile Selassie
Xalab	Aleppo
Big Ben	Big Ben
Dhererka Mowjadda	Wavelength
Nabi Daa'uud C.S.	David
Culeyska atomka	Relative atomic mass
Borussia Dortmund	Borussia Dortmund
Xidido	Root
Mole	Mole (unit)
Frank Lampard	Frank Lampard
Qallal	Epilepsy
Ramadaan	Ramadan
Baqal	Mule
Garaam	Gram
Shahaadah	Shahada
Gacanka Cadmeed	Gulf of Aden
Beeraha laalaada	Hanging Gardens of Babylon
Maas	Meuse (river)
Khadiija binti Khuweylad	Khadija bint Khuwaylid
Waraabe	Hyena
Sariir	Bed
Madaxwayne kuxigeen	Vice president
Cilmibaadhis	Research
Faaranhaayt	Fahrenheit
Dhuldaaqsiin	Savanna
Dhogor	Wool
Toobin	Cone
Daliban	Taliban
MP3	MP3
Ismaamulka Falastiin	Palestinian National Authority
.ke	.ke
Fernando Torres	Fernando Torres
Gar	Beard
Nabi	Prophet
Derbi	Wall
SMS	Short Message Service
Yaxaas	Crocodylidae
Majladda Time	Time (magazine)
Dhedig	Female
Farabadne	Centipede
Amedeo Avogadro	Amedeo Avogadro
Shambay	Wildcat
Federaalka	Federation
Sedex Geesoodka Bermuda	Bermuda Triangle
Arjen Robben	Arjen Robben
Xamid Karzai	Hamid Karzai
Lab	Male
Rey mysterio	Rey Mysterio
Dayax madoobaad	Lunar eclipse
Taxane	Matrix (mathematics)
Kayene	Cayenne
John Cena	John Cena
Waran	Spear
Dadqalato	Cannibalism
Busbus	Chickenpox
Provinces of Argentina	Provinces of Argentina
Dekad	Port
Garoonka Diyaaradaha ee Bole	Addis Ababa Bole International Airport
Dadka Berberiga	Berber people
Afganbi	Coup d'état
Burcad Badeed	Piracy
RSS	RSS
Lacagta Meherka	Dowry
Barbaroole	Parallelogram
Leeb	Arrow
Chris Paul	Chris Paul
Awood Socota	Kinetic energy
Koor	Trapezoid
Qaanso	Bow and arrow
Amiibada	Amoeba (genus)
Zlatan Ibrahimović	Zlatan Ibrahimović
GSM	GSM
Dhaban	Cheek
Saint-Denis	Saint-Denis, Réunion
Arsène Wenger	Arsène Wenger
Baabiylooniya	Babylonia
Muslim	Muslim
Warqadda aqoonsiga	Identity document
Template:Commonscat	Template:Commons category
Qoorgooye	Meningitis
399	399
Iidi Amiin Daada	Idi Amin
Kayseri	Kayseri
CNN	CNN
Drogbaa	Didier Drogba
Dhakhaatiirta Bilaaxuduudaa	Médecins Sans Frontières
Abwaan	Poet
Manchester city	Manchester City F.C.
Ilaahay	Troms
John Dramani Mahama	John Dramani Mahama
Luqada Masaarida	Egyptian language
Anatooliya	Anatolia
Nabi Ciise	Jesus in Islam
Cudurka Ebola	Ebola virus disease
Template:Taxobox	Template:Taxobox
Carly Rae Jepsen	Carly Rae Jepsen
Toyota	Toyota
Osmose	Osmosis
Af-Hawsa	Hausa language
Af-Jiido	Jiiddu language
Saxan	Plate (dishware)
Mwai Kibaki	Mwai Kibaki
Jalaal Daalabaani	Jalal Talabani
Ismaaciil Cumar Geelle	Ismaïl Omar Guelleh
Nuur Al-Maliki	Nouri al-Maliki
Dileita Maxamed Dileita	Dileita Mohamed Dileita
Mark Rutte	Mark Rutte
Cumar Cabdirashiid Cali Sharmaarke	Omar Abdirashid Ali Sharmarke
Axmed Dafutoglu	Ahmet Davutoğlu
Robinho	Robinho
Bada Carbeed	Arabian Sea
Dhircun	Herbivore
Calanka Denmark	Flag of Denmark
Jay-Z	Jay Z
Caroog	Conch
Yuusuf Alqardaawi	Yusuf al-Qaradawi
Sahel	Sahel
Henry Kissinger	Henry Kissinger
Abu Hurayra	Abu Hurairah
Flums	Flums
Nabi Aadam C.S.	Adam
Diego Milito	Diego Milito
Habaryar	Aunt
Abti	Uncle
Ilmo adeer	Cousin
Shumac	Candle
Wikipedia:Sharaxaada Maqaalada Xulka Ah	Wikipedia:Featured article candidates
Wikipedia:Sharaxaada Maqaalada Cusub	Wikipedia:Good article nominations
Dhalo	Bottle
Raqay	Tamarind
Shabeelada Tamil	Liberation Tigers of Tamil Eelam
Qaangaadh	Adult
Enjerneer	Engineer
Gacanka Caqaba	Gulf of Aqaba
KwaZulu-Natal Province	KwaZulu-Natal
Hilibcun	Carnivore
AFC Ajax	AFC Ajax
Qaado	Spoon
VOIP	Voice over IP
Jibriil	Gabriel
Astaamayn	Punctuation
Taksi	Taxicab
Soqotra	Socotra
Timor	Timor
Almere	Almere
Xoor-dubbur	Skunk
Dooli	House mouse
Suul	Thumb
Mesut ozil	Mesut Özil
Turki	Turkish people
Ukun	Egg (food)
HyperText	Hypertext
Xeeb	Coast
Ibb	Ibb
Lobamba	Lobamba
Walxaha	Period (periodic table)
Magarete2	Margrethe II of Denmark
Calanka jabuuti	Flag of Djibouti
Xareed	Fresh water
Calanka Suudaan	Flag of Sudan
Daanyeer	Ape
Sodium Hydroxide	Sodium hydroxide
Xoolo	Livestock
Cirid	Gingiva
Chalcogen	Chalcogen
Tufaax	Malus
Shakaal	Hypotenuse
Biniktojiin	Pnictogen
Lambedusa	Lampedusa
Manuel Neuer	Manuel Neuer
Jalmad	Kettle
Eris	Eris
Wiz Khalifa	Wiz Khalifa
Agool	Dandruff
Barfasoor	Professor
Massari	Massari
Maydhax	Xylem
Dhax kujir	Landlocked country
Andalus	Al-Andalus
Sako	Zakat
Dhadhan	Taste
ICAO	International Civil Aviation Organization
.so	.so
Western Cape Province	Western Cape
Mario Balotelli	Mario Balotelli
Qiiq	Smoke
Eastern Cape Province	Eastern Cape
Cerebellum	Cerebellum
Haaruun Alrashiid	Harun al-Rashid
Kaftan	Joke
Funaanad	T-shirt
Tangent	Tangent
Niisaabuur	Nishapur
Khilaafada Islaamka	Caliphate
Cadan	Aden
Het Wilhelmus	Wilhelmus
Universidade Federal de Minas Gerais	Universidade Federal de Minas Gerais
Mpumalanga Province	Mpumalanga
Northern Cape Province	Northern Cape
Mamawdsaw	Mamoudzou
Gauteng Province	Gauteng
Lug	Leg
Cagaarshow	Jaundice
Du gamla, Du fria	Du gamla, Du fria
Shaydaanimo	Satanism
Canuuni	Durian
Limpopo Province	Limpopo
LG	LG Corporation
Ogaden	Ogaden
Alexandre Pato	Alexandre Pato
Wabiga Jubba	Jubba River
Qooleey	Homing pigeon
Wabiga Shabeelle	Shebelle River
Masago	Capelin
Marsho	Gear
Zain Bikha	Zain Bhikha
Saynab bint Khuzayma	Zaynab bint Khuzayma
Saynab bint Jahsh	Zaynab bint Jahsh
Nabi Yuusuf	Joseph (patriarch)
One Direction	One Direction
Mille	Solvent
Ajay Devgan	Ajay Devgan
Herpesviruses	Herpesviridae
Degmo	District
Tomahok (gantaal)	Tomahawk (missile)
Dambas	Ash (analytical chemistry)
Eduard Douwes Dekker	Multatuli
Yuusuf Islaam	Cat Stevens
Kiyaawe	Wrench
Awood Kaydsan	Potential energy
Chris Brown	Chris Brown
Universidade Estadual de Feira de Santana	State University of Feira de Santana
Aadan Cabdulle Cusmaan	Aden Abdullah Osman Daar
Saylac	Zeila
Anopheles	Anopheles
Malawad	Rectum
Universidade Federal da Bahia	Federal University of Bahia
Centro Federal de Educação Tecnológica de Minas Gerais	Centro Federal de Educação Tecnológica de Minas Gerais
Calanka Soomaaliya	Flag of Somalia
Dhuuso	Flatulence
Free State Province	Free State (province)
Maqal	Hearing
Oorfane	Orphanage
Ubuc	Torso
Meles Zenawi	Meles Zenawi
Nicki Minaj	Nicki Minaj
Wahaabi	Wahhabism
Diffusion	Diffusion
DDT	DDT
Cadnaan Oktaar	Adnan Oktar
Dheddin	Commiphora myrrha
Ibrahim Affelay	Ibrahim Afellay
Angry Birds	Angry Birds
Daango	Popcorn
Qalin	Pen
Aadaan	Adhan
Usher	Usher (entertainer)
Hummaag noqod	Reflection (physics)
North West Province	North West (South African province)
Lelystad	Lelystad
Shax	Shax (board game)
Midabada Asaasiga	Primary color
Isnidaamis	Scabies
Daaf	Conjunctivitis
Abkow	Grandparent
CAF	Confederation of African Football
Hargeysa	Hargeisa
Nabiyada Islaamka	Prophets in Islam
Xijaas	Hejaz
Filibs	Philips
Kaliber	Caliber
Geed Hindi	Azadirachta indica
Qosol	Laughter
Nektar	Nectar
Mount kenya	Mount Kenya
Uunsi	Frankincense
Jomo Kenyatta	Jomo Kenyatta
Gacan (Joomitiri)	Radius
Centimetre	Centimetre
Millimeter	Millimetre
Baadiye	Rural area
Fasuul Cabdalla Maxamed	Fazul Abdullah Mohammed
Portal:Taariikh	Portal:History
Hunguriga neefta	Trachea
Bowdo	Femur
Baarlamaanka Federaalka Soomaaliya	Federal Parliament of Somalia
Qaamo-qashiir	Mumps
Tiirarka Islaamka	Five Pillars of Islam
Huulaaku Khan	Hulagu Khan
Wadan soo kobcooyo	Developing country
Dhuxul	Charcoal
Shansho	Tibia
Saac (faah faahin)	Watch
Soon	Sawm
Alchemist(Buug)	The Alchemist (novel)
The Notorious B.I.G.	The Notorious B.I.G.
Sanab	Statue
Saadiyom bicarbonate	Sodium bicarbonate
Nabi Ayuub C.S.	Job (biblical figure)
Fatima bint Muxamed	Fatimah
Baras	Vitiligo
Sumad xisaabed	List of mathematical symbols
Daan	Jaw
Ricir	Spinal vertebra
Qol	Room
Dhado	Humidity
Curiye	Element
Mucaawiye bin Abii Sufyaan	Muawiyah I
Xasan Nasrallaah	Hassan Nasrallah
Mahathir Bin Maxamed	Mahathir Mohamad
Bidaar	Baldness
Aafda tahriibka	Human trafficking
KLM	KLM
Johan Rudolph Thorbecke	Johan Rudolph Thorbecke
Gabareey-maanyo	Mermaid
Mitsubishi	Mitsubishi
Cashuura	Day of Ashura
Tamaashiir	Chalk
Memory card	Memory card
Daxal	Rust
Will.i.am	Will.i.am
Saxaro	Manure
Gaamur	Tar
UFC	Ultimate Fighting Championship
Pitbull	Pitbull (rapper)
Aayad	Ayah
Tariikhda Shiikh Axmed Yaasiin	Ahmed Yassin
Saxaabi	Sahabah
Xaas	Wife
Gows	Molar (tooth)
Shanbal	Cymbal
Harar	Harar
Dhismaha websiteka	Web design
Golcas	Gazelle
Abuu Xaniifa	Abū Ḥanīfa
Ammonium	Ammonium
Session Initiation Protocol	Session Initiation Protocol
Salafiya	Salafi movement
Berbera	Berbera
Botka internetka	Internet bot
Bergen op Zoom	Bergen op Zoom
Mengista Xayle Maryam	Mengistu Haile Mariam
Mowliidka Nebiga	Mawlid
Ciraaqi Diinaar	Iraqi dinar
Adenoviridae	Adenoviridae
Daniel arap Moi	Daniel arap Moi
Nabi Huud	Hud (prophet)
Ne-Yo	Ne-Yo
Sin	Hip
Rajab	Rajab
Axmed Binu Xambal	Ahmad ibn Hanbal
Jirid	Trunk
Sheybaar	Microscope
Peso (Arjantiina)	Argentine peso
Yamanta Koonfureed	South Yemen
Assur	Assur
Decimetre	Decimetre
Sean paul	Sean Paul
Yazidi (yasiidi)	Yazidis
Calanka somaliland	Flag of Somaliland
Soomaali Galbeed	Somali Region
Shilin Kiinyaati	Kenyan shilling
Astaannta Qaranka ee Soomaaliya	Coat of arms of Somalia
Astaannta Qaranka ee Imaaraatka	Emblem of the United Arab Emirates
Velupillai Prabhakaran	Velupillai Prabhakaran
Federaaliisim	Federalism
Biomolikule	Biomolecule
Nabi Alyasac C.S.	Elisha
Birr	Ethiopian birr
Jaad	Khat
Cows	Lawn
S-block	S-block
Dab Damis	Fire engine
SliTaz	SliTaz GNU/Linux
Kung fu	Kung fu (term)
Maxamed Siyaad Barre	Siad Barre
Salo	Salo, Finland
Ívi Adámou	Ivi Adamou
Cafar	Afar people
Saliid Macsaro	Sesame oil
Cumar Mukhtaar	Omar Mukhtar
Seey	Husband
Angalool	Seashell
Flo Rida	Flo Rida
Eden Hazard	Eden Hazard
T.I.	T.I.
Budhcad badeeda geeska afrika	Piracy in Somalia
Ayaan Xirsi Cali	Ayaan Hirsi Ali
P-block	P-block
D-block	D-block
F-block	F-block
Cabdullaahi Yuusuf Axmed	Abdullahi Yusuf Ahmed
Ururka Dawladaha aan la aqoonsan Wali	Unrepresented Nations and Peoples Organization
Qof	Person
Darawal	Chauffeur
Dhul (dhulka lagu socdo)	Floor
Faysal Bin Cabdil Caziiz	Faisal of Saudi Arabia
Wadar	Summation
Qormo saynis	Scientific notation
C.H	BC
Adam Levine	Adam Levine
Al-Faatixa	Al-Fatiha
Al-Baqara	Al-Baqara
Hogaamiye Kooxeed	Warlord
T-pain	T-Pain
Anggun	Anggun
Carlos the Jackal	Carlos the Jackal
Fatima	Fatima
Mombaaso	Mombasa
Alexa Internet	Alexa Internet
Sheekh Xasan Albanaa	Hassan al-Banna
Daariq ibn Ziyaad	Tariq ibn Ziyad
Seed	Tendon
Al-Ikhlas	Al-Ikhlas
Suurad	Surah
Xadiis	Hadith
Sunna	Sunnah
Allaah	Allah
Salaad	Salat
Xaj	Hajj
Malag	Angel
Astaannta Qaranka ee Kolombiya	Coat of arms of Colombia
Xisbiga shacabka iyo xoriyada Holalnd	People's Party for Freedom and Democracy
Qeshm	Qeshm
Bukhaari	Muhammad al-Bukhari
Dadka Soomaaliyeed	Somali people
Dagaalkii sokeeye ee Soomaaliya	Somali Civil War
Jason Derulo	Jason Derulo
Macrakadii Ceyn Jaaluut	Battle of Ain Jalut
Iskugeyn	Plus
Akkad	Akkad
FIFA	FIFA
Uumi	Vapor
Shiikh	Sheikh, Somalia
Iman model	Iman (model)
Amina bint Wahb	Aminah
Maryama al-Qibtiyya	Maria al-Qibtiyya
Xafsa bint Cumar	Hafsa bint Umar
Laf	Bone
Wayne Rooney	Wayne Rooney
Al Hudaydah	Al Hudaydah
Sucuud Alshureym	Saud Al-Shuraim
Sheekh Shariif Axmed	Sharif Sheikh Ahmed
Kismaayo	Kismayo
Beydaan	Terminalia catappa
R. Kelly	R. Kelly
Fool	Incisor
Lacey Duvalle	Lacey Duvalle
Jaamacada Ummada Soomaaliyeed	Somali National University
Geed Walaayo	Parkinsonia aculeata
Dhul Udug	Land of Punt
Bakool	Bakool
Nabi Yacquub C.S.	Jacob
Mariana Ximenes	Mariana Ximenes
Zubeyr bin Cawaam R.C	Zubayr ibn al-Awam
Imaam Nawawi	Al-Nawawi
Imaamu Shaafici	Al-Shafi‘i
Demba Ba	Demba Ba
Xasan Guuleed Abtidoon	Hassan Gouled Aptidon
K'naan	K'naan
Greyson Chance	Greyson Chance
Cabdiraxmaan Axmed Cali Tuur	Abdirahman Ahmed Ali Tuur
Cabdul-Qadir Jilani	Abdul-Qadir Gilani
Cabdi Bile Cabdi	Abdi Bile
Cabdiqaasim Salaad Xassan	Abdiqasim Salad Hassan
Cabdirashiid Cali Sharma'arke	Abdirashid Ali Shermarke
Al-Shabaab	Al-Shabaab (militant group)
Booc	Calotropis
Al Mahwit	Al Mahwit
Al Mukalla	Al Mukalla
Sheekh Yaasir Al-Xabiib	Yasser Al-Habib
Imaam Maalik	Malik ibn Anas
Cody Simpson	Cody Simpson
Cabdullaahi Ciise	Abdullahi Issa
Sh. Cabduraxmaan Alsudeys	Abdul Rahman Al-Sudais
Madfac	Shell (projectile)
Dagaalkii xoraynta ogaden	Ethio-Somali War
Oromo	Oromo people
Ibn Nafiis	Ibn al-Nafis
Xasan Sheekh Maxamuud	Hassan Sheikh Mohamud
Rodolfo Graziani	Rodolfo Graziani
Maxamed Faarax Caydiid	Mohamed Farrah Aidid
Biyo baxa deg dega ah	Premature ejaculation
Dhulka Talyaaniga ee Soomaaliya	Italian Somaliland
Saytuun	Guava
Trey songz	Trey Songz
Macawiis	Sarong
Nuuraddin Faarax	Nuruddin Farah
Compaq	Compaq
Nabi Saalax	Saleh
Unimog	Unimog
Lufthansa Duulimaadkii 181	Lufthansa Flight 181
Nabi Idriis	Idris (prophet)
Gob	Ziziphus mauritiana
Tooreey	Blade
Boosaaso	Bosaso
Dowladda federaalka kumeelgaarka	Transitional Federal Government
Axmed Deedat	Ahmed Deedat
Nabi Dulkifli	Dhul-Kifl
Abu Bakr	Abu Bakr
Abuu Sufyaan	Abu Sufyan ibn Harb
Imaam Axmed Guray	Ahmad ibn Ibrahim al-Ghazi
Caabudwaaq	Abudwak
IHH	IHH (Turkish NGO)
Dun	Thread
Cadale	Adale
Daahir Rayaale Kaahin	Dahir Riyale Kahin
Timo Soini	Timo Soini
Cali maxamed Geedi	Ali Mohammed Ghedi
Iskuqaybin	Divide
Marek Grechuta	Marek Grechuta
Jeddah	Jeddah
Shukaansi	Courtship
Sacad bin Abii Waqaas	Sa`d ibn Abi Waqqas
Axmed Maxamed Maxamuud (Siilaanyo)	Ahmed Mohamed Mohamoud
Afdhere Jama	Afdhere Jama
Afgooye	Afgooye
Afmadow	Afmadow
Xulka Qaranka Soomaaliya	Somalia national football team
Woqooyi bari	North Eastern Province, Kenya
Cabdullaahi bin Cabbaas	Abd Allah ibn Abbas
Masjid al-Aqsa	Al-Aqsa Mosque
Dadka Tigriga	Tigray-Tigrinya people
Computer Engineering	Computer engineering
Masjid al-Xaram	Masjid al-Haram
Karl Wolf	Karl Wolf
Taabici	Tabi‘un
Caluula	Alula, Somalia
Nuur Xasan Xuseen	Nur Hassan Hussein
Astaanta Calanka Soomaaliya	Soomaaliyeey toosoo
Pitty	Pitty
Amxaaro	Amhara people
Rayhana bint Zayd	Rayhana bint Zayd
Ta'izz	Ta'izz
Maryan Mursal	Maryam Mursal
Xaliimo Khaliif Cumar Magool	Magool
Murgacasho	Sprain
Calooleey	Tripe
Nabi Ismaaciil C.S.	Ishmael in Islam
Maxamed Xaaji Ibraahim Cigaal	Muhammad Haji Ibrahim Egal
Aamina	Amina (disambiguation)
Dibi	Ox
Paramore	Paramore
Tuur	Kyphosis
Lafdhabar	Vertebral column
Luís Carlos Almeida da Cunha	Nani
Paris Saint-Germain FC	Paris Saint-Germain F.C.
Ahlu sunno waljamaaca	Sunni Islam
Puntland	Puntland
Qureysh	Quraysh
Masjidka Nabiga	Al-Masjid al-Nabawi
Dagaalkii uxud	Battle of Uhud
Sambuus	Samosa
Imaam Mujtahid Sheykhul-Islaam	Ibn Taymiyyah
Bilaal ibn Ribaax	Bilal Ibn Rabah
Fiat 124	Fiat 124
Busteejo	Bus station
Galatasaray SK	Galatasaray S.K. (football)
IGAD	Intergovernmental Authority on Development
Astaanta Calanka Jabuuti	Djibouti (anthem)
Baydhabo	Baidoa
G-Spot	G-spot
Kulmiye	Peace, Unity, and Development Party
