Afrika	Africa
Helena (Montana)	Helena, Montana
Shkalla Rihter	Richter magnitude scale
Univesiteti i Bio-Bio	University of the Bío Bío
Beteja e Stalingradit	Battle of Stalingrad
Hamas	Hamas
Ruhollah Homeini	Ruhollah Khomeini
Heavy metal	Heavy metal music
Lazeri	Laser
Prusia	Prussia
Mos Def	Mos Def
.cn	.cn
.ee	.ee
Numrat romakë	Roman numerals
Ethet	Fever
4 p.e.s.	4 BC
Landseer	Landseer (dog)
Teide	Teide
Dita Ndërkombëtare e Gruas	International Women's Day
Vitet 1890	1890s
Vorarlberg	Vorarlberg
Miniature Pinscher	Miniature Pinscher
Tosa Inu	Tosa (dog)
Indeksi i zhvillimit njerëzor	Human Development Index
.ao	.ao
.bg	.bg
The Fairly OddParents	The Fairly OddParents
Cheyenne	Cheyenne, Wyoming
Kulla e pjerrët e Pizës	Leaning Tower of Pisa
Hemisfera veriore	Northern Hemisphere
Mikroekonomia	Microeconomics
100 p.e.s.	100 BC
Minas Gerais	Minas Gerais
.jp	.jp
.bd	.bd
.it	.it
Open source	Open source
8 p.e.s.	8 BC
John Steinbeck	John Steinbeck
.in	.in
Fuxhi	Mount Fuji
Richard Feynman	Richard Feynman
Rexhep Tajip Erdoan	Recep Tayyip Erdoğan
Miu	Mouse
Gjeografia e Burkina Fasosë	Geography of Burkina Faso
Ngjyra portokalle	Orange (colour)
Herci	Hertz
.ie	.ie
Bodø	Bodø
Deltari Ilir	Šarplaninac
Sochi	Sochi
Surrealizmi	Surrealism
Ronaldinho	Ronaldinho
Anchorage (Alaska)	Anchorage, Alaska
Pol Pot	Pol Pot
Emma Watson	Emma Watson
Vitet 1830	1830s
Traktori	Tractor
Artemis	Artemis
.dk	.dk
Pará	Pará
Bluetooth	Bluetooth
.bb	.bb
Presioni	Pressure
Mitokondri	Mitochondrion
Vitet 1800	1800s (decade)
.ca	.ca
Gjiret detare	Bay
Antoine Laurent de Lavoisier	Antoine Lavoisier
Ali Ibn Ebi Talib	Ali
Nicolas Appert	Nicolas Appert
Eyjafjallajökull (Vullkan)	Eyjafjallajökull
.co	.co
.ba	.ba
Penélope Cruz	Penélope Cruz
Eurocopter AS350	Eurocopter AS350
Stonehenge	Stonehenge
.ch	.ch
Makroekonomia	Macroeconomics
14 p.e.s.	14 BC
Alkimia	Alchemy
27 p.e.s.	27 BC
Maqedonia (kthjellim)	Macedonia
The Rescuers	The Rescuers
Aconcagua	Aconcagua
.be	.be
19 p.e.s.	19 BC
Jack Nicholson	Jack Nicholson
Insulina	Insulin
Mario Vargas Llosa	Mario Vargas Llosa
Marketingu	Marketing
3 p.e.s.	3 BC
Census	Census
Stephen King	Stephen King
Ibn Ryshd	Averroes
Radio Studio 54 Network	Radio Studio 54 Network
Vitet 1860	1860s
Vitet 1870	1870s
Ágreda	Ágreda
Rrëshajët	Pentecost
.by	.by
.fj	.fj
.cl	.cl
Ligament	Ligament
.br	.br
.is	.is
.lt	.lt
.bz	.bz
.cg	.cg
Dekada	Decade
Bajamet	Almond
Pierre-Auguste Renoir	Pierre-Auguste Renoir
Ungjilli i Lukës	Gospel of Luke
.pt	.pt
58 p.e.s.	58 BC
Gela	Gela
Nostradamusi	Nostradamus
Cannes	Cannes
.bh	.bh
.bt	.bt
Concepción (Provincë)	Concepción Province, Chile
Energjia diellore	Solar energy
52 p.e.s.	52 BC
Sylvester Stallone	Sylvester Stallone
Amazonas (Brazil)	Amazonas (Brazilian state)
Programi kompjuterik	Computer program
6 p.e.s.	6 BC
34 p.e.s.	34 BC
Plazhi	Beach
Partia Demokratike (kthjellim)	Democratic Party
Will Smith	Will Smith
Ajaçio	Ajaccio
Amapá	Amapá
59 p.e.s.	59 BC
Janeane Garofalo	Janeane Garofalo
57 p.e.s.	57 BC
Llozi	Lever
Shiu acidik	Acid rain
Komedia Hyjnore	Divine Comedy
Vitet 1810	1810s
Paleoliti	Paleolithic
William Butler Yeats	W. B. Yeats
Anija kozmike	Spacecraft
Antalia (Provincë)	Antalya Province
The Fox and the Hound	The Fox and the Hound
Henry Gray	Henry Gray
Dave Chappelle	Dave Chappelle
.md	.md
.ci	.ci
.an	.an
.et	.et
.tv	.tv
.eg	.eg
5 p.e.s.	5 BC
Indi (organ)	Tissue (biology)
23 p.e.s.	23 BC
.fm	.fm
.se	.se
.ax	.ax
.cy	.cy
.il	.il
Sllavët	Slavs
Lista e papëve	List of popes
Jim Carrey	Jim Carrey
.bo	.bo
.bs	.bs
Julia Roberts	Julia Roberts
John Wayne	John Wayne
Kantoni Soissons-Nord	Canton of Soissons-Nord
Kantoni Soissons-Sud	Canton of Soissons-Sud
Heath Ledger	Heath Ledger
Lisa Gerrard	Lisa Gerrard
Thirty Seconds to Mars	Thirty Seconds to Mars
Manifesti Komunist	The Communist Manifesto
Kieran Gibbs	Kieran Gibbs
Përplasësi i Madh i Hadroneve	Large Hadron Collider
Aurora polare	Aurora
Fosilet	Fossil
.kz	.kz
.hu	.hu
Tacloban	Tacloban
Myspace	Myspace
Troposfera	Troposphere
Cristina Fernández de Kirchner	Cristina Fernández de Kirchner
.ua	.ua
Jahja	John the Baptist
.cd	.cd
.ge	.ge
.ai	.ai
.cm	.cm
Jennifer Lopez	Jennifer Lopez
Dilma Rousseff	Dilma Rousseff
Demetra	Demeter
100 librat e shekullit sipas Le Monde	Le Monde's 100 Books of the Century
Brusë	Bursa
65 p.e.s.	65 BC
Acre (shtet)	Acre (state)
Nikolla II	Nicholas II of Russia
Sandra Bullock	Sandra Bullock
God Save the Queen	God Save the Queen
Kirurgjia	Surgery
Knut Hamsun	Knut Hamsun
Komedia	Comedy
29 p.e.s.	29 BC
Kryqi	Cross
Breda (Holandë)	Breda
Tenerife	Tenerife
Gërshëra	Scissors
Gazi natyror	Natural gas
53 p.e.s.	53 BC
90 p.e.s.	90 BC
Doris Lessing	Doris Lessing
Diarreja	Diarrhea
Carson City	Carson City, Nevada
Alagoas	Alagoas
Anna Maria Jopek	Anna Maria Jopek
Dumbo	Dumbo
Nancy	Nancy, France
Aresi	Ares
Virginia Woolf	Virginia Woolf
Frank Sinatra	Frank Sinatra
7 p.e.s.	7 BC
9 p.e.s.	9 BC
Vitet 1850	1850s
Nefertiti	Nefertiti
Evita Peron	Eva Perón
PH	PH
Eskili	Aeschylus
Pernambuco	Pernambuco
Daniel Defoe	Daniel Defoe
Lufta Revolucionare Amerikane	American Revolutionary War
Lutja	Prayer
32 p.e.s.	32 BC
Opel	Opel
91 p.e.s.	91 BC
.cr	.cr
.mx	.mx
Skype	Skype
.bw	.bw
Porsche	Porsche
.do	.do
.cu	.cu
.hr	.hr
.dj	.dj
.aq	.aq
.er	.er
.cv	.cv
.hn	.hn
.bm	.bm
.dm	.dm
.lk	.lk
.dz	.dz
Harold Pinter	Harold Pinter
Rubla ruse	Russian ruble
.kh	.kh
.no	.no
Psalmi	Psalms
Avenida Paulista	Paulista Avenue
Mariah Carey	Mariah Carey
Sifilizi	Syphilis
Raleigh	Raleigh, North Carolina
.gg	.gg
.bj	.bj
.id	.id
.tr	.tr
.eu	.eu
.ht	.ht
.ec	.ec
Poseidoni	Poseidon
Asiria	Assyria
84 p.e.s.	84 BC
Jane Fonda	Jane Fonda
48 p.e.s.	48 BC
26 p.e.s.	26 BC
70 p.e.s.	70 BC
Martin Scorsese	Martin Scorsese
55 p.e.s.	55 BC
11 p.e.s.	11 BC
Herakliti	Heraclitus
Republikat e Rusisë	Republics of Russia
Al Pacino	Al Pacino
Papunësia	Unemployment
Demi Lovato	Demi Lovato
Graniti	Granite
Shqiponja e Gurëve	Golden eagle
Aleppo	Aleppo
Sony	Sony
.cf	.cf
.bf	.bf
.bn	.bn
Monedha	Coin
Kulla e Babelit	Tower of Babel
Mekanika	Mechanics
Boris Pasternak	Boris Pasternak
Big Ben	Big Ben
Lonely Day	Lonely Day
Hemisfera jugore	Southern Hemisphere
69 p.e.s.	69 BC
16 p.e.s.	16 BC
Timothy Dalton	Timothy Dalton
35 p.e.s.	35 BC
13 p.e.s.	13 BC
Andriy Shevchenko	Andriy Shevchenko
Kino	Movie theater
Grammy Award	Grammy Award
Vrulli	Momentum
John Dalton	John Dalton
Revista	Magazine
Ekuacionet kuadratike	Quadratic equation
Tempullarët	Knights Templar
Republika e Weimarit	Weimar Republic
Franz Liszt	Franz Liszt
.mk	.mk
Futboll Amerikan	American football
17 p.e.s.	17 BC
67 p.e.s.	67 BC
88 p.e.s.	88 BC
96 p.e.s.	96 BC
54 p.e.s.	54 BC
87 p.e.s.	87 BC
Jodie Foster	Jodie Foster
Gjatësia e valës	Wavelength
Mbreti David	David
24 p.e.s.	24 BC
77 p.e.s.	77 BC
Kurt Gödel	Kurt Gödel
Gjenocidi	Genocide
Teletubbies	Teletubbies
Edvard Munch	Edvard Munch
Vidra e detit	Sea otter
Federico García Lorca	Federico García Lorca
Hadi	Hades
Hestia	Hestia
Borussia Dortmund	Borussia Dortmund
Michael Jordan	Michael Jordan
Baleti	Ballet
.sa	.sa
.gd	.gd
.ma	.ma
.aw	.aw
.fo	.fo
.gy	.gy
.gw	.gw
.gl	.gl
.gq	.gq
Kurdistani	Kurdistan
Il buono, il brutto, il cattivo	The Good, the Bad and the Ugly
Hermesi	Hermes
Eugene Charles Catalan	Eugène Charles Catalan
Alterturm	Ancient history
Henryk Sienkiewicz	Henryk Sienkiewicz
Dy të shtunat e Suzanës	Mole (unit)
Plutarku	Plutarch
60 p.e.s.	60 BC
.sk	.sk
Karl Gustav Jung	Carl Jung
Frank Lampard	Frank Lampard
Amidoni	Starch
56 p.e.s.	56 BC
98 p.e.s.	98 BC
51 p.e.s.	51 BC
Antonio Banderas	Antonio Banderas
Kolosi i Rodosit	Colossus of Rhodes
Efekti serrë	Greenhouse effect
Hamleti	Hamlet
Michel de Montaigne	Michel de Montaigne
Epilepsia	Epilepsy
Kokaina	Cocaine
Alkanet	Alkane
David Hilbert	David Hilbert
Ligji i Omit	Ohm's law
Christina Aguilera	Christina Aguilera
Aleksi I Komneni	Alexios I Komnenos
Deti Okhotsk	Sea of Okhotsk
Amiens	Amiens
Korianderi	Coriander
Haifa	Haifa
.to	.to
.lv	.lv
Psikoanaliza	Psychoanalysis
Parnassius apollo L.	Apollo (butterfly)
.gh	.gh
.mm	.mm
.hk	.hk
Fenikasit	Phoenicia
Pakti i Varshavës	Warsaw Pact
81 p.e.s.	81 BC
62 p.e.s.	62 BC
95 p.e.s.	95 BC
Ramazani	Ramadan
71 p.e.s.	71 BC
97 p.e.s.	97 BC
Dionizi	Dionysus
Thukididi	Thucydides
Prerja e artë	Golden ratio
Mushka	Mule
Hipoteza	Hypothesis
.kg	.kg
Masonëria e Lirë	Freemasonry
.as	.as
Deti i Irlandës	Irish Sea
Akili	Achilles
Klagenfurt	Klagenfurt
Ghost Rider (film)	Ghost Rider (2007 film)
.gm	.gm
Fermentimi	Fermentation
.gn	.gn
.iq	.iq
.ir	.ir
.gt	.gt
.ga	.ga
.mh	.mh
.ls	.ls
.lu	.lu
Fjalia	Sentence (linguistics)
86 p.e.s.	86 BC
80 p.e.s.	80 BC
.tm	.tm
Deklarata Islame	Shahada
Basili II	Basil II
.lb	.lb
.ph	.ph
.zm	.zm
.uz	.uz
.uy	.uy
.sg	.sg
.kr	.kr
.mt	.mt
Parku kombëtar Banff	Banff National Park
Hipertensioni	Hypertension
Justiniani I	Justinian I
Paul Newman	Paul Newman
74 p.e.s.	74 BC
64 p.e.s.	64 BC
99 p.e.s.	99 BC
76 p.e.s.	76 BC
79 p.e.s.	79 BC
61 p.e.s.	61 BC
.la	.la
Kopshtet e varura të Babilonisë	Hanging Gardens of Babylon
50 p.e.s.	50 BC
.jm	.jm
.pa	.pa
.pe	.pe
Panda e kuqe	Red panda
Metonimia	Metonymy
Franeker	Franeker
Demokriti	Democritus
.bi	.bi
Takioni	Tachyon
Talcahuano	Talcahuano
Tahiti	Tahiti
Sovraniteti	Sovereignty
Marouane Chamakh	Marouane Chamakh
Enver el Sadat	Anwar Sadat
.nz	.nz
.mc	.mc
.ml	.ml
.ki	.ki
Domeni internacional i shteteve	Country code top-level domain
.tj	.tj
.ly	.ly
Jean-Marie Gustave Le Clézio	J. M. G. Le Clézio
Hiena	Hyena
.im	.im
399 p.e.s.	399 BC
Xuan Zang	Xuanzang
Shkretëtira e Gobit	Gobi Desert
Denzel Washington	Denzel Washington
Sinonimi	Synonym
Tomas Tranströmer	Tomas Tranströmer
Shtetësia	Citizenship
Henri Bergson	Henri Bergson
.kp	.kp
Rezultatet e F1 1971	1971 Formula One season
Partia Whig	Whig Party (United States)
82 p.e.s.	82 BC
Partia Demokratike-Republikane	Democratic-Republican Party
Abel Tasman	Abel Tasman
Partia Federaliste	Federalist Party
.cc	.cc
Gotët	Goths
Të falemi Maria	Hail Mary
Vandalët	Vandals
Puna mekanike	Work (physics)
149 p.e.s.	149 BC
101 p.e.s.	101 BC
Lindja e Largët	Far East
Mel Gibson	Mel Gibson
Drapëri	Sickle
Ribozomi	Ribosome
Sully Prudhomme	Sully Prudhomme
Hidrologjia	Hydrology
Mirante do Vale	Mirante do Vale
Agjencia Hapësinore Evropiane	European Space Agency
Kombëtarja spanjolle e futbollit	Spain national football team
.ck	.ck
Google Earth	Google Earth
File Transfer Protocol	File Transfer Protocol
.zw	.zw
Bernhard Riemann	Bernhard Riemann
Deltina	Clay
Sebastian Vettel	Sebastian Vettel
Savana	Savanna
Papa Piu XI	Pope Pius XI
Leshi	Wool
Martin Weinek	Martin Weinek
Koni	Cone
83 p.e.s.	83 BC
92 p.e.s.	92 BC
93 p.e.s.	93 BC
94 p.e.s.	94 BC
78 p.e.s.	78 BC
Festivali i Filmit në Kanë	Cannes Film Festival
USB	USB
.va	.va
Cionizmi	Zionism
Leukociti	White blood cell
Mihail Šolohov	Mikhail Sholokhov
Andrea Bocelli	Andrea Bocelli
Anglezët	English people
Evo Morales	Evo Morales
.gi	.gi
66 p.e.s.	66 BC
85 p.e.s.	85 BC
89 p.e.s.	89 BC
72 p.e.s.	72 BC
73 p.e.s.	73 BC
Flamuri i Polonisë	Flag of Poland
68 p.e.s.	68 BC
Anatol Frans	Anatole France
75 p.e.s.	75 BC
Anaksimandri	Anaximander
Perl	Perl
Mundja	Wrestling
Asterix	Asterix
Katy Perry	Katy Perry
Hartografia	Cartography
Atoli	Atoll
Zona tropike	Tropics
Flamuri i Shteteve të Bashkuara	Flag of the United States
James Cameron	James Cameron
Keira Knightley	Keira Knightley
Islami në botë	Islam by country
MP3	MP3
Prifti	Priest
.fk	.fk
.jo	.jo
.li	.li
.lc	.lc
.mr	.mr
.je	.je
.sv	.sv
.kw	.kw
.ro	.ro
.vn	.vn
.nr	.nr
.ke	.ke
.vu	.vu
Fernando Torres	Fernando Torres
Olympia	Olympia, Washington
.za	.za
.na	.na
.ve	.ve
Biosfera	Biosphere
.gp	.gp
Johnny Cash	Johnny Cash
.sy	.sy
.mg	.mg
Audrey Hepburn	Audrey Hepburn
.gf	.gf
.mq	.mq
Borobudur	Borobudur
Mjekra	Beard
Tridhjetë (30)	30 (number)
Papa Gregori I	Pope Gregory I
Ivan Sergejeviç Turgenjev	Ivan Turgenev
Aeroporti Long Thanh	Long Thanh International Airport
.ye	.ye
.km	.km
.lr	.lr
Abdullah Gjyl	Abdullah Gül
Profeti	Prophet
.tg	.tg
.vc	.vc
.ws	.ws
Nicolas Cage	Nicolas Cage
.mn	.mn
Flamuri i Italisë	Flag of Italy
Gjermanët	Germans
Papa Klementi I	Pope Clement I
201 p.e.s.	201 BC
202 p.e.s.	202 BC
Dima Bilan	Dima Bilan
Mutacioni	Mutation
Dustin Hoffman	Dustin Hoffman
Monsunet	Monsoon
Amnesty International	Amnesty International
Arkitekti	Architect
Revolucioni i tetorit	October Revolution
BASIC	BASIC
Ivan Petroviç Pavlov	Ivan Pavlov
Topologjia	Topology
Vitet 1600	1600s (decade)
146 p.e.s.	146 BC
Animizmi	Animism
Financa	Finance
Tempulli i Artemidës në Efes	Temple of Artemis
Kafeja turke	Turkish coffee
Edwin Hubble	Edwin Hubble
356 p.e.s.	356 BC
Elektroteknika	Electrical engineering
George Bush	George Bush
Hemoglobina	Hemoglobin
Demi Moore	Demi Moore
Rhodos	Rhodes
Bambi	Bambi
.mw	.mw
.mu	.mu
.td	.td
.sm	.sm
.tk	.tk
Bozoni	Boson
.sr	.sr
Elbrus	Mount Elbrus
Diokleciani	Diocletian
Aikido	Aikido
Shenjtori	Saint
.qa	.qa
.tt	.tt
Ndihmë:Pyetje dhe përgjigje	Wikipedia:FAQ
.ug	.ug
.my	.my
.mz	.mz
.om	.om
.th	.th
Giurtelecu Şimleului	Giurtelecu Șimleului
Sofia Rotaru	Sofia Rotaru
.cx	.cx
.sc	.sc
.gu	.gu
Likenet	Lichen
Sarah Palin	Sarah Palin
.kn	.kn
.pg	.pg
.sz	.sz
.pk	.pk
.ng	.ng
.tl	.tl
.gs	.gs
.ne	.ne
.tz	.tz
.py	.py
.tn	.tn
Krokodili	Crocodylidae
Thiên Đường	Thiên Đường Cave
Inkuizicioni	Inquisition
Flamuri i Japonisë	Flag of Japan
Klorofili	Chlorophyll
Eratosteni	Eratosthenes
Juanes	Juanes
110 p.e.s.	110 BC
Flamuri i Francës	Flag of France
Kamioni	Truck
Delta lumore	River delta
Clint Eastwood	Clint Eastwood
106 p.e.s.	106 BC
Poaceae	Poaceae
480 p.e.s.	480 BC
Fari i Aleksandrisë	Lighthouse of Alexandria
Ingrid Bergman	Ingrid Bergman
Gestapo	Gestapo
Sophia Loren	Sophia Loren
Rio Grande do Norte	Rio Grande do Norte
No Doubt	No Doubt
Horizonti	Horizon
Tundra	Tundra
Pieter Bruegel i Vjetri	Pieter Bruegel the Elder
Ujëvarat e Viktorisë	Victoria Falls
331 p.e.s.	331 BC
Talmud	Talmud
Sulltani	Sultan
John Maxwell Coetzee	J. M. Coetzee
Villeneuve-d'Ascq	Villeneuve-d'Ascq
Ftoi	Quince
Malcolm X	Malcolm X
Marcello Lippi	Marcello Lippi
200 p.e.s.	200 BC
Kombëtarja gjermane e futbollit	Germany national football team
Mato Grosso do Sul	Mato Grosso do Sul
Mihail Sakashvili	Mikheil Saakashvili
Bazalti	Basalt
Rumi	Rumi
Aristofani	Aristophanes
MTV	MTV
Harry Potter dhe guri filozofal	Harry Potter and the Philosopher's Stone
Vitet 1700	1700s (decade)
Columbia Broadcasting System	CBS
Adrianopoja	Edirne
Robert Boyle	Robert Boyle
Ndreu	Andrew the Apostle
Apostulli	Apostle (Christian)
Keanu Reeves	Keanu Reeves
322 p.e.s.	322 BC
336 p.e.s.	336 BC
Justin Timberlake	Justin Timberlake
Giosuè Carducci	Giosuè Carducci
Gustav Flober	Gustave Flaubert
Njëqindkëmbëshi	Centipede
Creative Commons	Creative Commons
Gjimnastika	Gymnastics
Derby	Derby
Amadeo Avogadro	Amedeo Avogadro
Seleksionimi natyror	Natural selection
Desiderius Erasmus	Desiderius Erasmus
Guayaquil	Guayaquil
Nightwish	Nightwish
Maraja	Fennel
Relativiteti	Theory of relativity
Oqeanografia	Oceanography
Historia gjeologjike e Tokës	Geologic time scale
Gerhart Hauptmann	Gerhart Hauptmann
.mo	.mo
Macja e egër	Wildcat
.np	.np
.ms	.ms
.rw	.rw
Leiden	Leiden
Monopoli	Monopoly
Hidrokarburet	Hydrocarbon
Kolesteroli	Cholesterol
Thomas Müller	Thomas Müller
.me	.me
Philipp Lahm	Philipp Lahm
Ambrozi	Ambrose
Brusa (Provincë)	Bursa Province
Jean Reno	Jean Reno
Federata	Federation
Gjoni Gojëarti	John Chrysostom
Trekëndëshi i Bermudës	Bermuda Triangle
Vlad Sunduesi	Vlad the Impaler
Nikolai Gogol	Nikolai Gogol
Papa Piu IX	Pope Pius IX
Benjamin Netanyahu	Benjamin Netanyahu
Papa Leoni XII	Pope Leo XII
Andrés Iniesta	Andrés Iniesta
Papa Gregori XVI	Pope Gregory XVI
Jasunari Kavabata	Yasunari Kawabata
Papa Piu X	Pope Pius X
Oaza	Oasis
Gerd Müller	Gerd Müller
Artvini (Provincë)	Artvin Province
Bonaventura	Bonaventure
Vetulla	Eyebrow
.mv	.mv
.sd	.sd
.sl	.sl
.st	.st
Tërmeti në Haiti (2010)	2010 Haiti earthquake
Pasaporta	Passport
.hm	.hm
.tw	.tw
.sb	.sb
Eddie Murphy	Eddie Murphy
.ky	.ky
.mp	.mp
.ps	.ps
Arjen Robben	Arjen Robben
.pf	.pf
Papa Leoni XIII	Pope Leo XIII
Adëjamani (Provincë)	Adıyaman Province
Andrea Pirlo	Andrea Pirlo
Anselmi i Aostës	Anselm of Canterbury
Hamid Karzai	Hamid Karzai
Joseph von Fraunhofer	Joseph von Fraunhofer
Papa Leoni I	Pope Leo I
Vitet 1740	1740s
Gripi i shpendëve	Avian influenza
Rasputin	Grigori Rasputin
Matt Groening	Matt Groening
Jakobi i Vjetri	James, son of Zebedee
Gregori i Naciancusit	Gregory of Nazianzus
Trois-Rivières (Kebek)	Trois-Rivières
Vaughan	Vaughan
Markham (Ontario)	Markham, Ontario
Athanasi i Aleksandrisë	Athanasius of Alexandria
384 p.e.s.	384 BC
264 p.e.s.	264 BC
185 p.e.s.	185 BC
Dirk Nowitzki	Dirk Nowitzki
Yuri Andropov	Yuri Andropov
Jessica Alba	Jessica Alba
Tony MacAlpine	Tony MacAlpine
Cirili i Aleksandrisë	Cyril of Alexandria
.pw	.pw
169 p.e.s.	169 BC
119 p.e.s.	119 BC
Marco Borriello	Marco Borriello
195 p.e.s.	195 BC
115 p.e.s.	115 BC
120 p.e.s.	120 BC
Kumbulla	Prunus domestica
Django Reinhardt	Django Reinhardt
Vitet 1500	1500s (decade)
Bad (album)	Bad (album)
Mezoliti	Mesolithic
Toulon	Toulon
Injaci i Antiokisë	Ignatius of Antioch
156 p.e.s.	156 BC
129 p.e.s.	129 BC
William Golding	William Golding
Radiohead	Radiohead
Maksimiljen Robespier	Maximilien Robespierre
Brampton (Kanada)	Brampton
Anders Behring Breivik	Anders Behring Breivik
104 p.e.s.	104 BC
Leonidha I	Leonidas I
Hesiodi	Hesiod
Jeronimi	Jerome
139 p.e.s.	139 BC
Vasili	Basil of Caesarea
122 p.e.s.	122 BC
Benedikti i Nursisë	Benedict of Nursia
206 p.e.s.	206 BC
Nikolla	Saint Nicholas
Oliver Cromwell	Oliver Cromwell
323 p.e.s.	323 BC
Ford Motor Company	Ford Motor Company
Bastian Schweinsteiger	Bastian Schweinsteiger
Kojota	Coyote
Jim Morrison	Jim Morrison
Nagorni Karabah	Nagorno-Karabakh
Xhihadi	Jihad
GNOME	GNOME
Thriller (album)	Thriller (Michael Jackson album)
Gjeografia e Algjerisë	Geography of Algeria
203 p.e.s.	203 BC
Ontologjia	Ontology
Beshar Esedi	Bashar al-Assad
Matrica	Matrix (mathematics)
Uli Hoeneß	Uli Hoeneß
Legjenda	Legend
Hilariusi	Hilary of Poitiers
102 p.e.s.	102 BC
Cari	Tsar
Valentina Tereshkova	Valentina Tereshkova
Cameron Diaz	Cameron Diaz
Hefesti	Hephaestus
Bernd Schuster	Bernd Schuster
Heinrich Heine	Heinrich Heine
Trey Parker	Trey Parker
Lidhja kimike	Chemical bond
John Cena	John Cena
Golden Gate Bridge	Golden Gate Bridge
Dan Castellaneta	Dan Castellaneta
Gjeografia e Malit	Geography of Mali
Richard Dawkins	Richard Dawkins
Orlando Bloom	Orlando Bloom
Pierre Simon Laplace	Pierre-Simon Laplace
The Great Khali	The Great Khali
159 p.e.s.	159 BC
Miniera	Mining
141 p.e.s.	141 BC
Epidemia	Epidemic
Bruno Kreisky	Bruno Kreisky
Selma Lagerlöf	Selma Lagerlöf
Vektori	Euclidean vector
183 p.e.s.	183 BC
Ekzoplaneti	Exoplanet
Charleston (West Virginia)	Charleston, West Virginia
John Lee Hooker	John Lee Hooker
GNU	GNU
Titanic	Titanic (1997 film)
Vidiadhar Surajprasad Naipaul	V. S. Naipaul
Ernst Otto Fischer	Ernst Otto Fischer
Kanibalët	Cannibalism
Agjërimi	Fasting
Manastiri (Feja)	Monastery
Franc Josef Shtraus	Franz Josef Strauss
Pjetër Kanisiusi	Peter Canisius
Vitet 1820	1820s
Rodney Strasser	Rodney Strasser
241 p.e.s.	241 BC
SS	Schutzstaffel
209 p.e.s.	209 BC
210 p.e.s.	210 BC
103 p.e.s.	103 BC
Vojvodina	Vojvodina
145 p.e.s.	145 BC
347 p.e.s.	347 BC
Indulgjenca	Indulgence
142 p.e.s.	142 BC
Limani	Port
Matteo Darmian	Matteo Darmian
Mani	Morus (plant)
109 p.e.s.	109 BC
215 p.e.s.	215 BC
148 p.e.s.	148 BC
Viljandi	Viljandi
Vitet 1770	1770s
Sơn Đoòng	Sơn Đoòng Cave
Lindsay Lohan	Lindsay Lohan
Sudoku	Sudoku
.nu	.nu
.wf	.wf
.io	.io
.tc	.tc
Alex Ferguson	Alex Ferguson
Tulsa	Tulsa, Oklahoma
121 p.e.s.	121 BC
189 p.e.s.	189 BC
179 p.e.s.	179 BC
186 p.e.s.	186 BC
Ekonomia e Greqisë	Economy of Greece
190 p.e.s.	190 BC
152 p.e.s.	152 BC
168 p.e.s.	168 BC
.rs	.rs
System of a Down	System of a Down
Coldplay	Coldplay
Świętochłowice	Świętochłowice
Detari	Sailor
Zac Efron	Zac Efron
Monte Karlo	Monte Carlo
333 p.e.s.	333 BC
235 p.e.s.	235 BC
Maozeleumi i Mauzolit në Halikarnas	Mausoleum at Halicarnassus
222 p.e.s.	222 BC
236 p.e.s.	236 BC
237 p.e.s.	237 BC
238 p.e.s.	238 BC
239 p.e.s.	239 BC
233 p.e.s.	233 BC
RSS	RSS
231 p.e.s.	231 BC
Ontonagon County	Ontonagon County, Michigan
Houghton County	Houghton County, Michigan
177 p.e.s.	177 BC
229 p.e.s.	229 BC
171 p.e.s.	171 BC
225 p.e.s.	225 BC
133 p.e.s.	133 BC
226 p.e.s.	226 BC
137 p.e.s.	137 BC
223 p.e.s.	223 BC
184 p.e.s.	184 BC
144 p.e.s.	144 BC
Svastika	Swastika
147 p.e.s.	147 BC
Lugati	Ghost
Boinae	Boidae
Dennis Ritchie	Dennis Ritchie
Zgjedhja presidenciale amerikane 2008	United States presidential election, 2008
Mëhilli	Michael (archangel)
232 p.e.s.	232 BC
151 p.e.s.	151 BC
Klemens von Metternich	Klemens von Metternich
112 p.e.s.	112 BC
Jean Sibelius	Jean Sibelius
Mbeturina	Waste
Titanët	Titan (mythology)
Charlotte's Web	Charlotte's Web
Gjuhë të vdekura	Extinct language
Jack London	Jack London
Mario Gómez	Mario Gómez
350 p.e.s.	350 BC
Christian Bale	Christian Bale
Fjordi	Fjord
Akuariumi	Aquarium
Himnusz	Himnusz
Arthur	King Arthur
Hunët	Huns
Lista e basketbollistëve aktiv në NBA	List of current NBA team rosters
Deti Barents	Barents Sea
197 p.e.s.	197 BC
207 p.e.s.	207 BC
Paralelogrami	Parallelogram
Qarku Alba	Alba County
105 p.e.s.	105 BC
188 p.e.s.	188 BC
180 p.e.s.	180 BC
Thierry Henry	Thierry Henry
131 p.e.s.	131 BC
Majët (popull)	Maya peoples
Straboni	Strabo
Czesław Miłosz	Czesław Miłosz
Rhythm and blues	Rhythm and blues
Mistika	Mysticism
Vitet 1680	1680s
Aeroporti Frankfurt	Frankfurt Airport
Vitet 1610	1610s
Anders Fogh Rasmussen	Anders Fogh Rasmussen
Clive Dunn	Clive Dunn
191 p.e.s.	191 BC
Lepuri	Hare
Papa Silvesteri III	Pope Sylvester III
JavaCard	Java Card
Ujgurët	Uyghur people
275 p.e.s.	275 BC
212 p.e.s.	212 BC
Humanizmi	Humanism
Fusha elektrike	Electric field
199 p.e.s.	199 BC
